version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,200,5,40,204,294
3.12.0,200,5,40,204,326
3.13.0,200,5,40,204,358
3.14.0,200,5,40,204,390
3.15.0,200,5,40,204,454
3.16.0,200,5,40,204,502
3.16.1,200,5,40,204,534
3.17.0,200,5,40,204,566
3.17.4b,200,5,40,204,598
3.18.0,200,5,40,204,630
3.18.1e,200,5,40,204,662
3.19.0,200,5,40,204,790
3.20.0,200,5,40,204,822
3.20.1,200,5,40,204,854
3.20.2c,552,8,69,556,1024
3.21.0,552,8,69,556,1120
3.22.1.2,680,8,85,684,1248
3.23.0.1.3,680,8,85,684,1360
3.23.2.2,680,8,85,684,1376
3.24.0.1,680,8,85,684,1456
3.24.3.2.2,680,8,85,684,1472
3.25.0.1,680,8,85,684,1520
3.25.2.2,729,9,81,733,1566
3.25.3.4,729,9,81,733,1598
3.25.3.12,729,9,81,733,1614
3.26.0.1,810,10,81,814,1770
3.26.0.11,810,10,81,814,1818
3.26.0.14,810,10,81,814,1834
3.26.0.16,810,10,81,814,1850
3.27.0.1.2,891,11,81,895,1924
3.27.0.6,891,11,81,895,1972
