version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,8712,121,72,8716,9896
3.12.0,10080,140,72,10084,12184
3.13.0,10872,151,72,10876,13126
3.14.0,10872,151,72,10876,13202
3.15.0,11016,153,72,11020,13630
3.16.0,10872,151,72,10876,13760
3.17.0,9709,133,73,9713,12474
3.18.0,9709,133,73,9713,11962
3.19.0,10001,137,73,10005,14184
3.20.0,10147,139,73,10151,14458
3.21.0,10147,139,73,10151,14650
3.23.0.1.3,10220,140,73,10224,14858
3.24.0.1,10293,141,73,10297,14716
3.25.0.1,10512,144,73,10516,14984
3.25.0.3.2,10512,144,73,10516,15032
3.26.0.1,10585,145,73,10589,15836
3.27.0.1.2,10804,148,73,10808,16150
3.28.0.1.4,10731,147,73,10735,15976
