version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,1782,54,33,1786,2256
3.13.0,1815,55,33,1819,2322
3.14.0,1848,56,33,1852,2352
3.16.0,2079,63,33,2083,2646
3.16.1,2142,63,34,2146,2646
3.17.0,2244,66,34,2248,2774
3.18.0,2414,71,34,2418,2990
3.18.1,2448,72,34,2452,3010
3.19.0,3264,96,34,3268,4050
3.20.0,3400,100,34,3404,4182
3.21.0,3910,115,34,3914,4826
3.23.0.1.3,4284,126,34,4288,5276
3.24.0.1,5202,153,34,5206,6432
3.24.1.1.3,5236,154,34,5240,6476
3.25.0.1,5338,157,34,5342,6602
3.26.0.1,5474,161,34,5478,6730
3.26.0.4.3,5508,162,34,5512,6778
3.27.0.1.2,5746,169,34,5750,7032
3.28.0.1.4,7582,223,34,7586,9266
