version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,30440,761,40,30444,143368
3.12.0,17600,440,40,17604,76186
3.12.3,17680,442,40,17684,76534
3.12.4,17760,444,40,17764,76906
3.12.5c,18000,450,40,18004,77958
3.12.5d,18040,451,40,18044,78158
3.13.0,19080,477,40,19084,82386
3.13.1,19200,480,40,19204,82958
3.13.2b,19240,481,40,19244,83130
3.14.0,20480,512,40,20484,89358
3.14.2,20840,521,40,20844,90670
3.14.3b,20880,522,40,20884,90858
3.15.0,21960,549,40,21964,95810
3.15.1,22080,552,40,22084,96286
3.15.2,22120,553,40,22124,96512
3.15.3c,22160,554,40,22164,96712
3.16.0,22520,563,40,22524,98790
3.16.0b,22560,564,40,22564,98914
3.16.1,22680,567,40,22684,99444
3.16.2,22720,568,40,22724,99634
3.16.2b,22760,569,40,22764,99814
3.16.3b,22840,571,40,22844,100240
3.17.0,24480,612,40,24484,107782
3.17.4b,24720,618,40,24724,108956
3.18.0,24840,621,40,24844,109380
3.18.1e,24960,624,40,24964,109880
3.19.0,25520,638,40,25524,112068
3.19.2b,25800,645,40,25804,113324
3.20.0,52008,1182,44,52012,202112
3.20.1,52404,1191,44,52408,203838
3.20.2c,52800,1200,44,52804,205380
3.21.0,53856,1224,44,53860,209728
3.22.1.2,56936,1294,44,56940,223238
3.22.2.1,57156,1299,44,57160,224070
3.23.0.1.3,61424,1396,44,61428,243622
3.23.2.2,61688,1402,44,61692,244798
3.24.0.1,63316,1439,44,63320,251686
3.24.3.2.2,64020,1455,44,64024,254466
3.25.0.1,66220,1505,44,66224,263880
3.25.1.2,66352,1508,44,66356,264250
3.25.3.4,66836,1519,44,66840,266446
3.25.3.12,67100,1525,44,67104,267618
3.26.0.1,70136,1594,44,70140,281756
3.26.0.8,70620,1605,44,70624,284080
3.26.0.11,70928,1612,44,70932,285340
3.26.0.14,71060,1615,44,71064,285966
3.26.0.16,71280,1620,44,71284,286908
3.27.0.1.2,73304,1666,44,73308,295130
3.27.0.6,73436,1669,44,73440,295622
3.27.0.7,73832,1678,44,73836,297580
3.27.0.9,74096,1684,44,74100,298928
3.28.0.1.4,75504,1716,44,75508,304828
3.28.0.4,75548,1717,44,75552,305042
3.28.0.8,75592,1718,44,75596,305270
