version,fixed_size,row_count,row_width,var_offset,var_size
3.17.0,21033,513,41,21037,32532
3.17.1,21238,518,41,21242,32790
3.17.3,21238,518,41,21242,32786
3.17.4b,21361,521,41,21365,32944
3.17.4c,21361,521,41,21365,32948
3.18.0,22550,550,41,22554,35210
3.18.0d,22591,551,41,22595,35286
3.18.1e,22632,552,41,22636,35364
3.19.0,23657,577,41,23661,37196
3.19.1,23739,579,41,23743,37332
3.19.2b,23780,580,41,23784,37406
3.20.0,23985,585,41,23989,37708
3.20.1,24026,586,41,24030,37750
3.20.2,24067,587,41,24071,37848
3.20.2b,24108,588,41,24112,37916
3.21.0,24600,600,41,24604,38828
3.22.1.2,25010,610,41,25014,39562
3.22.1.6,25133,613,41,25137,39758
3.23.0.1.3,25256,616,41,25260,39910
3.23.1.4,25297,617,41,25301,39980
3.23.2.2,25379,619,41,25383,40068
3.24.0.1,25461,621,41,25465,40180
3.24.2.1,25502,622,41,25506,40230
3.24.3.2.2,25584,624,41,25588,40322
3.25.0.1,25830,630,41,25834,40786
3.25.2.2,15750,630,25,15754,36274
3.25.3.4,29326,682,43,29330,38796
3.25.3.5,36822,722,51,36826,44270
3.25.3.8,39627,777,51,39631,48366
3.25.3.12,39729,779,51,39733,48520
3.26.0.1,43809,859,51,43813,49918
3.26.0.11,43911,861,51,43915,50060
3.26.0.13,44166,866,51,44170,50364
3.26.0.15,44268,868,51,44272,50480
3.26.0.16,44370,870,51,44374,50646
3.27.0.1.2,44829,879,51,44833,51422
3.27.0.6,44931,881,51,44935,51530
3.27.0.7,45135,885,51,45139,51814
