version,fixed_size,row_count,row_width,var_offset,var_size
3.19.0,2640,55,48,2644,444
3.19.0d,2688,56,48,2692,468
3.19.1,2964,57,52,2968,480
3.19.2b,3016,58,52,3020,496
3.20.0,4760,70,68,4764,552
3.20.1,4828,71,68,4832,564
3.21.0,10164,77,132,10168,824
3.22.1.2,13050,87,150,13054,976
3.23.0.1.3,14949,99,151,14953,1364
3.24.0.1,15553,103,151,15557,1468
3.24.3.2.2,16308,108,151,16312,1500
3.25.0.1,16610,110,151,16614,1572
3.25.3.4,17214,114,151,17218,1604
3.25.3.12,17667,117,151,17671,1648
3.26.0.1,20234,134,151,20238,1740
3.26.0.11,20687,137,151,20691,1740
3.26.0.13,20838,138,151,20842,1740
3.26.0.14,21442,142,151,21446,1740
3.26.0.16,21593,143,151,21597,1740
3.27.0.1.2,22348,148,151,22352,1740
