"rownum","SkillTotemsKey","TotemSkinId","MonsterVarietiesKey"
0,1,0,2210
1,2,0,2212
2,3,0,2211
3,1,1,2213
4,2,1,2215
5,3,1,2214
6,1,2,2309
7,2,2,2309
8,3,2,2309
9,1,3,2310
10,2,3,2310
11,3,3,2310
12,1,4,2311
13,2,4,2311
14,3,4,2311
15,1,5,2324
16,2,5,2324
17,3,5,2324
18,1,6,2325
19,2,6,2325
20,3,6,2325
21,1,7,2326
22,2,7,2326
23,3,7,2326
24,1,8,2327
25,2,8,2327
26,3,8,2327
27,1,9,2312
28,2,9,2312
29,3,9,2312
30,1,10,2328
31,2,10,2328
32,3,10,2328
33,1,11,2332
34,2,11,2332
35,3,11,2332
36,4,0,2226
37,4,1,2227
38,4,2,2228
39,4,3,2229
40,4,4,2230
41,4,5,2231
42,4,6,2232
43,4,7,2233
44,4,8,2234
45,4,10,2235
46,5,0,2216
47,5,1,2217
48,5,2,2218
49,5,3,2219
50,5,4,2220
51,5,5,2221
52,5,6,2222
53,5,7,2223
54,5,8,2224
55,5,10,2225
56,6,0,2236
57,6,1,2237
58,6,2,2238
59,6,3,2239
60,6,4,2240
61,6,5,2241
62,6,6,2242
63,6,7,2243
64,6,8,2244
65,6,10,2245
66,7,0,2246
67,7,1,2247
68,7,2,2248
69,7,3,2249
70,7,4,2250
71,7,5,2251
72,7,6,2252
73,7,7,2253
74,7,8,2254
75,7,10,2255
76,8,0,2268
77,8,-1,2267
78,8,-2,2256
79,8,1,2257
80,8,2,2258
81,8,3,2259
82,8,4,2260
83,8,5,2261
84,8,6,2262
85,8,7,2263
86,8,8,2264
87,8,9,2265
88,8,10,2266
89,9,0,2280
90,9,1,2281
91,9,2,2282
92,9,3,2283
93,9,4,2284
94,9,5,2285
95,9,6,2286
96,9,7,2287
97,9,8,2288
98,9,10,2289
99,10,0,2290
100,10,1,2291
101,10,2,2292
102,10,3,2293
103,10,4,2294
104,10,5,2295
105,10,6,2296
106,10,7,2297
107,10,8,2298
108,11,0,2299
109,11,1,2300
110,11,2,2301
111,11,3,2302
112,11,4,2303
113,11,5,2304
114,11,6,2305
115,11,7,2306
116,11,8,2307
117,11,10,2308
118,12,0,2312
119,12,1,2313
120,12,2,2314
121,12,3,2315
122,12,4,2316
123,12,5,2317
124,12,6,2318
125,12,7,2319
126,12,8,2320
127,12,10,2321
128,12,12,2322
129,13,0,4778
130,13,1,4779
131,15,0,4780
132,15,1,4782
133,15,2,4784
134,16,0,4781
135,16,1,4783
136,16,2,4785
137,17,0,2268
138,17,-1,2269
139,17,1,2270
140,17,2,2271
141,17,3,2272
142,17,4,2273
143,17,5,2274
144,17,6,2275
145,17,7,2276
146,17,8,2277
147,17,9,2278
148,17,10,2279
149,18,0,7959
150,18,1,7960
151,18,2,7961
152,18,3,7962
153,18,4,7963
154,18,5,7964
155,18,6,7965
156,18,7,7966
157,18,8,7967
158,18,10,7968
159,18,12,7969
160,18,13,7970
161,19,0,7971
162,19,1,7972
163,19,2,7973
164,19,3,7974
165,19,4,7975
166,19,5,7976
167,19,6,7977
168,19,7,7978
169,19,8,7979
170,19,10,7980
171,19,12,7981
172,1,14,8779
173,2,14,8779
174,3,14,8779
175,4,14,8780
176,5,14,8781
177,6,14,8782
178,7,14,8783
179,8,14,8784
180,9,14,8785
181,10,14,8786
182,11,14,8787
183,12,14,8788
184,17,14,8789
185,18,14,8790
186,19,14,8791
187,1,15,8960
188,2,15,8960
189,3,15,8960
190,4,15,8961
191,5,15,8962
192,6,15,8963
193,7,15,8964
194,8,15,8965
195,9,15,8966
196,10,15,8967
197,11,15,8968
198,12,15,8969
199,17,15,8970
200,18,15,8971
201,19,15,8972
202,1,16,9359
203,2,16,9359
204,3,16,9359
205,4,16,9360
206,5,16,9361
207,6,16,9362
208,7,16,9363
209,8,16,9364
210,9,16,9365
211,10,16,9366
212,11,16,9367
213,12,16,9368
214,17,16,9369
215,18,16,9370
216,19,16,9371
217,1,17,9449
218,2,17,9449
219,3,17,9449
220,4,17,9450
221,5,17,9451
222,6,17,9452
223,7,17,9453
224,8,17,9454
225,9,17,9455
226,10,17,9456
227,11,17,9457
228,12,17,9458
229,17,17,9459
230,18,17,9460
231,19,17,9461
232,20,0,4786
233,20,1,4782
234,20,2,4784
235,21,0,2226
236,21,1,2227
237,21,2,2228
238,21,3,2229
239,21,4,2230
240,21,5,2231
241,21,6,2232
242,21,7,2233
243,21,8,2234
244,21,10,2235
245,21,14,8780
246,21,15,8961
247,21,16,9360
248,21,17,9450
249,19,18,9794
250,1,19,9860
251,2,19,9860
252,3,19,9860
253,4,19,9861
254,5,19,9862
255,6,19,9863
256,7,19,9864
257,21,19,9861
258,8,19,9865
259,9,19,9866
260,10,19,9867
261,11,19,9868
262,12,19,9869
263,17,19,9870
264,18,19,9871
265,19,19,9872
266,1,20,9873
267,2,20,9873
268,3,20,9873
269,4,20,9874
270,5,20,9875
271,6,20,9876
272,7,20,9877
273,21,20,9874
274,8,20,9878
275,9,20,9879
276,10,20,9880
277,11,20,9881
278,12,20,9882
279,17,20,9883
280,18,20,9884
281,19,20,9885
