"rownum","Monster"
0,5678
1,4344
2,5251
3,1081
4,5267
5,5263
6,5265
7,5262
8,5258
9,5796
10,5259
11,5260
12,5269
13,5797
14,5798
15,5264
16,5268
17,5270
18,5248
19,5793
20,5794
21,5245
22,5246
23,5249
24,5250
25,5281
26,5291
27,5283
28,5284
29,5293
30,5294
31,5256
32,5252
33,5795
34,5253
35,5254
36,5257
37,5290
38,5299
39,5285
40,5295
41,5287
42,5289
43,5297
44,5802
45,5804
46,5286
47,5296
48,5801
49,5803
50,5282
51,5292
52,5300
53,5280
54,5277
55,5279
56,5274
57,5799
58,5271
59,5272
60,5275
61,5800
62,5276
63,5243
64,5244
65,5233
66,5235
67,5240
68,5242
69,5231
70,5228
71,5790
72,5229
73,5230
74,5237
75,5791
76,5792
77,5234
78,5239
79,5238
80,5310
81,5311
82,5316
83,5313
84,5315
85,5808
86,5312
87,5807
88,5309
89,5302
90,5303
91,5308
92,5305
93,5307
94,5806
95,5304
96,5805
97,5301
98,1080
99,5326
100,5327
101,5328
102,5323
103,5324
104,5325
105,5317
106,5318
107,5319
108,5320
109,5321
110,5322
111,5329
112,5332
113,5330
114,5331
115,2159
116,7749
117,7750
118,7751
119,7752
120,7753
121,7754
122,7755
123,7756
124,7757
125,7758
126,7759
127,7760
128,7761
129,7762
130,7763
131,7764
132,7765
133,7766
134,7767
135,7768
136,7769
137,7770
138,7771
139,7772
140,7773
141,7774
142,7775
143,7776
144,7777
145,7778
146,7779
147,7780
148,7781
149,7782
150,7783
151,7784
152,7785
153,7786
154,7787
155,7788
156,7789
157,7790
158,7791
159,7792
160,7793
161,7794
162,7795
163,7796
164,7797
165,7798
166,7799
167,7800
168,7801
169,7802
170,7803
171,7804
172,7805
173,7806
174,7807
175,7808
176,7809
177,7810
178,7811
179,7812
180,7813
181,7814
182,7815
183,7816
184,7817
185,7818
186,7819
187,7820
188,7821
189,7822
190,7823
191,7824
192,7825
193,7826
194,7827
195,7828
196,7829
197,7830
198,7831
199,7832
200,7833
201,7834
202,7835
203,7836
204,7837
205,7838
206,7839
207,7840
208,7841
209,7842
210,7843
211,7844
212,7845
213,7846
214,7847
215,7848
216,7849
217,7850
218,7851
219,7852
220,7853
221,7854
222,7855
223,7856
224,7857
225,7858
226,7859
227,7860
228,7861
229,7862
230,7863
231,7864
232,7865
233,7866
234,7867
235,7868
236,7869
237,7870
238,7871
239,7872
240,7873
241,7874
242,7875
243,7876
244,7877
245,7878
246,7879
247,7880
248,7881
249,7882
250,7883
251,7884
252,7885
253,7886
254,7887
255,7888
256,7889
257,7890
258,7891
259,7892
260,7893
261,7894
262,7895
263,7896
264,7897
265,7898
266,7899
267,7900
268,7901
269,7902
270,7903
271,7904
272,7905
273,7906
274,7907
275,7908
276,7909
277,7910
278,7911
279,7912
280,7913
281,7914
282,7915
283,7916
284,7917
285,7918
286,7919
287,7920
288,7921
289,7922
290,7923
291,7924
292,7925
293,7926
294,7927
295,7928
296,7929
297,7930
298,7931
299,7932
300,7933
301,7934
302,7935
303,7936
304,7937
305,7938
306,7939
307,7940
308,7941
309,7942
310,7943
311,7944
312,7945
313,7946
314,7947
315,7948
316,7949
317,7950
318,7951
319,7952
320,7953
321,7954
322,7955
323,7956
324,7957
325,7958
326,7959
327,7960
328,7961
329,7962
330,7963
331,7964
332,7965
333,7966
334,7967
335,7968
336,7969
337,7970
338,7971
339,7972
340,7973
341,7974
342,7975
343,7976
344,7977
345,7978
346,7979
347,7980
348,7981
349,7982
350,7983
351,7984
352,7985
353,7986
354,7987
355,7988
356,7989
357,7990
358,7991
359,7992
360,7993
361,7994
362,7995
363,7996
364,7997
365,7998
366,7999
367,8000
368,8001
369,8009
370,8030
371,7513
372,7514
373,7515
374,7516
375,7517
376,7518
377,7519
378,7520
379,7521
380,7522
381,7523
382,7524
383,7527
384,7528
385,7530
386,7531
387,7533
388,7534
389,7535
390,7536
391,7537
392,7538
393,7540
394,7541
395,7543
396,7544
397,7545
398,7546
399,7547
400,7548
401,7550
402,7551
403,7553
404,7554
405,7556
406,7557
407,7558
408,7559
409,7561
410,7562
411,7564
412,7565
413,7566
414,7567
415,7569
416,7570
417,7572
418,7573
419,7575
420,7576
421,7577
422,7578
423,7579
424,7580
425,7582
426,7583
427,7585
428,7586
429,7587
430,7588
431,7589
432,7591
433,7592
434,7594
435,7595
436,7596
437,7597
438,7598
439,7599
440,7600
441,7601
442,7602
443,7603
444,7604
445,7605
446,7606
447,7610
448,7611
449,7612
450,7613
451,7614
452,7615
453,7618
454,7619
455,7621
456,7622
457,7624
458,7625
459,7626
460,7627
461,7628
462,7629
463,7630
464,7631
465,7632
466,7633
467,7634
468,7638
469,7639
470,7640
471,7642
472,7643
473,7644
474,7645
475,7646
476,7647
477,7648
478,7649
479,7650
480,7651
481,7653
482,7654
483,7656
484,7657
485,7658
486,7659
487,7660
488,7661
489,7662
490,7663
491,7664
492,7665
493,7666
494,7667
495,7668
496,7669
497,7670
498,7671
499,7672
500,7673
501,7674
502,7675
503,7676
504,7677
505,5366
506,5367
507,2603
508,4767
509,7207
510,7208
511,7209
512,7212
513,7213
514,7214
515,7215
516,7216
517,7217
518,7218
519,7221
520,7222
521,7223
522,7224
523,7225
524,7226
525,7227
526,7228
527,7229
528,7230
529,7231
530,7232
531,7233
532,7234
533,7235
534,7236
535,7237
536,7238
537,7239
538,7240
539,7241
540,7242
541,7243
542,7244
543,7245
544,7246
545,7247
546,7248
547,7249
548,7250
549,7251
550,7252
551,7254
552,7255
553,7257
554,7258
555,7259
556,7261
557,7262
558,7263
559,7264
560,7265
561,7266
562,7267
563,7268
564,7269
565,7270
566,7271
567,7272
568,7274
569,7275
570,7276
571,7277
572,7278
573,7279
574,7280
575,7281
576,7282
577,7283
578,7284
579,7286
580,7287
581,7289
582,7290
583,7291
584,7293
585,7294
586,7296
587,7298
588,7300
589,7301
590,7303
591,7304
592,7307
593,7308
594,7309
595,7312
596,7315
597,7316
598,7318
599,7320
600,7321
601,7322
602,7323
603,7324
604,7325
605,7326
606,7327
607,7328
608,7329
609,7330
610,7331
611,7332
612,7333
613,7334
614,7335
615,7336
616,7337
