version,row_count,row_width,fixed_size,var_offset,var_size
4.1.0.10.2,8356,52,434512,434516,1312222
4.1.0.11,8363,52,434876,434880,1312840
4.1.0.12,8366,52,435032,435036,1313754
4.1.1.1,8376,52,435552,435556,1314680
4.1.1.3,8388,52,436176,436180,1316576
4.1.1.4,8389,52,436228,436232,1316670
4.1.1.6,8396,52,436592,436596,1318210
4.1.1.11,8413,52,437476,437480,1319670
4.2.0.1,8572,52,445744,445748,1342130
4.2.0.6,8575,52,445900,445904,1342648
4.2.0.7,8579,52,446108,446112,1342908
4.2.0.11,8579,52,446108,446112,1343022
4.2.0.12.3,8591,52,446732,446736,1344612
