"rownum","BaseItemType","Scaling","Name"
0,9253,0.85,"Bazira"
1,9254,0.85,"Tsvet Matvei"
2,9255,0.85,"Bazira"
3,9256,0.85,"Count Geonor"
4,9257,0.85,"The Crimson Scribe"
5,9258,0.85,"The Midnight Tinkerer"
6,9259,0.85,"Aline Koltz"
7,9260,0.85,"Tsvet Matvei"
8,9261,0.85,"Administrator Qotra"
9,9262,0.85,"Count Geonor"
10,9263,0.85,"Nishem"
11,9264,0.85,"Aline Koltz"
12,9265,0.85,"Count Geonor"
13,9266,0.85,"Marcine Clavus"
14,9267,0.85,"Marcine Clavus"
15,9268,0.85,"Marcine Clavus"
16,9269,0.85,"Marcine Clavus"
17,9270,0.85,"Marcine Clavus"
18,9271,1.2,"Selwyn Eddard"
19,9272,1.2,"Kondor Larcius"
20,9273,1.2,"Grond Ironeye"
21,9274,1.2,"Bazira"
22,9275,1.2,"Bazira"
23,9276,1.2,"Kondor Larcius"
24,9277,1.2,"The Crimson Scribe"
25,9278,1.2,"Administrator Qotra"
26,9279,1.2,"Administrator Qotra"
27,9280,1.2,"The Crimson Scribe"
28,9281,1.2,"Remus Hestor"
29,9282,1.2,"Nishem"
30,9283,1.2,"The Crimson Scribe"
31,9284,1.2,"Anton Laffrey"
32,9285,1.5,"Tsvet Matvei"
33,9286,1.5,"Kondor Larcius"
34,9287,1.5,"The Midnight Tinkerer"
35,9288,1.5,"Bazira"
36,9289,1.5,"Kondor Larcius"
37,9290,1.5,"The Crimson Scribe"
38,9291,3,"Administrator Qotra"
39,9292,3,"Cardinal Uthelius"
40,9293,3,"Castor Pollinius III"
41,9294,0.3,""
42,9295,0.3,""
43,9296,0.3,""
44,9297,0.3,""
45,9298,0.3,""
46,9299,0.3,""
47,9300,0,"Karst"
48,9301,0,"Karst"
49,9302,0,"Karst"
50,9303,0,"Tibbs"
51,9304,0,"Tibbs"
52,9305,0,"Huck"
53,9306,0,"Huck"
54,9307,0,"Vinderi"
55,9308,0,"Vinderi"
56,9309,0,"Gianna"
57,9310,0,"Gianna"
58,9311,0,"Tullina"
59,9312,0,"Tullina"
60,9313,0,"Niles"
61,9314,0,"Niles"
62,9315,0,"Nenet"
63,9316,0,"Nenet"
64,9317,0,"Isla"
65,9318,0,"Isla"
66,9319,0,"Isla"
67,9320,0,"Adiyah"
68,9321,0,"Adiyah"
69,9322,0,"Adiyah"
70,9323,0,"Whakano"
71,9324,0,"Whakano"
72,9325,0,"Whakano"
73,9326,0,"Faustus"
74,9328,0,"Faustus"
75,9329,0,"Faustus"
76,9330,0,"Kurai"
77,9331,0,"Kurai"
78,9332,0,"Kurai"
79,9333,0,"Kurai"
