"rownum","Mod","TiersWhitelist","TransformAchievement","ModFamilies"
0,24911,[1],"",[62]
1,24912,[2],"",[62]
2,24913,[3],"",[62]
3,24914,[4],"",[62]
4,24915,[1],8327,"[1142,4729]"
5,24916,[2],8327,"[1142,4729]"
6,24917,[3],8327,"[1142,4729]"
7,24918,[4],8327,"[1142,4729]"
8,24919,[1],8327,"[1142,4729]"
9,24920,[2],8327,"[1142,4729]"
10,24921,[3],8327,"[1142,4729]"
11,24922,[4],8327,"[1142,4729]"
12,24923,[1],8327,"[1142,4729]"
13,24924,[2],8327,"[1142,4729]"
14,24925,[3],8327,"[1142,4729]"
15,24926,[4],8327,"[1142,4729]"
16,24927,[1],8327,"[4722,1142,4729]"
17,24928,[2],8327,"[4722,1142,4729]"
18,24929,[3],8327,"[4722,1142,4729]"
19,24930,[4],8327,"[4722,1142,4729]"
20,24931,[1],8327,"[1142,4729]"
21,24932,[2],8327,"[1142,4729]"
22,24933,[3],8327,"[1142,4729]"
23,24934,[4],8327,"[1142,4729]"
24,24935,[1],8327,"[1142,4729]"
25,24936,[2],8327,"[1142,4729]"
26,24937,[3],8327,"[1142,4729]"
27,24938,[4],8327,"[1142,4729]"
28,24939,[1],8327,"[1142,4729]"
29,24940,[2],8327,"[1142,4729]"
30,24941,[3],8327,"[1142,4729]"
31,24942,[4],8327,"[1142,4729]"
32,24943,[1],8327,"[1142,4729]"
33,24944,[2],8327,"[1142,4729]"
34,24945,[3],8327,"[1142,4729]"
35,24946,[4],8327,"[1142,4729]"
36,24947,[1],8327,"[1142,4729]"
37,24948,[2],8327,"[1142,4729]"
38,24949,[3],8327,"[1142,4729]"
39,24950,[4],8327,"[1142,4729]"
40,24951,[3],"",[]
41,24952,[4],"",[]
42,24953,[3],"",[]
43,24954,[4],"",[]
44,24955,[3],"",[]
45,24956,[4],"",[]
46,24957,[3],"",[]
47,24958,[4],"",[]
48,24959,[3],"",[]
49,24960,[4],"",[]
50,24961,[3],"",[]
51,24962,[4],"",[]
52,24963,[3],"",[]
53,24964,[4],"",[]
54,24965,[3],"",[]
55,24966,[4],"",[]
56,24967,"[2,3,4]","",[]
57,24968,[3],"",[]
58,24969,[4],"",[]
59,24970,[2],"",[]
60,24971,[3],"",[]
61,24972,[4],"",[]
62,24973,[3],"",[]
63,24974,[4],"",[]
64,24975,[2],"",[]
