"rownum","ActiveSkill","i32","MiscAnimated","MeleeTrailsKey1","MeleeTrailsKey2","MeleeTrailsKey3","MeleeTrailsKey4","MeleeTrailsKey5","MeleeTrailsKey6","MeleeTrailsKey7","bool","SurgeEffect_EPKFile","string","string"
0,62,0,"","","","","","","","",1,"","",""
1,62,1,"",10,11,12,13,16,14,15,"","","",""
2,62,2,2341,"","","","","","","",1,"","",""
3,62,3,"","","",12,13,"","","",1,"","",""
4,62,4,"",42,43,"","","","","","","","",""
5,62,5,"",44,45,"","","","","",1,"","",""
6,62,6,"",108,108,109,109,110,110,111,1,"","",""
7,62,7,"",112,112,112,112,112,112,112,1,"","",""
8,62,8,"",114,113,114,113,"","","",1,"","",""
9,62,9,"","","",123,123,124,"","",1,"","",""
10,62,10,"","","",125,125,"","","",1,"","",""
11,62,11,"","","","","",126,"","",1,"","",""
12,62,12,"","","","","",127,"","",1,"","",""
13,62,13,"","","",128,"","","","",1,"","",""
14,29,0,"",30,29,32,31,35,33,34,1,"","",""
15,29,1,"",142,141,144,143,147,145,146,1,"","",""
16,19,0,"",24,"",25,"",28,26,27,1,"","",""
17,19,1,"",0,"",1,"",4,2,3,1,"","",""
18,20,0,"",24,"",25,"",28,26,27,1,"","",""
19,20,1,"",0,"",1,"",4,2,3,1,"","",""
20,118,0,"",36,36,37,38,41,39,40,1,"","",""
21,37,0,"",10,11,12,13,16,14,15,"","","",""
22,37,1,"",10,11,12,13,16,14,15,"","","",""
23,37,2,"",10,11,12,13,16,14,15,"","","",""
24,37,3,"",10,11,12,13,16,14,15,"","","",""
25,37,4,"",10,11,12,13,16,14,15,"","","",""
26,38,0,"",10,11,12,13,16,14,15,1,"","",""
27,79,0,"",49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
28,80,0,"",77,76,71,70,75,72,73,"","","",""
29,86,0,"",103,103,104,104,105,105,105,"","","",""
30,451,0,"",63,62,65,64,69,66,67,"","Metadata/Effects/Spells/fortify/surge/fortify_surge.epk","",""
31,455,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
32,474,0,"",10,11,12,13,16,14,15,"","","",""
33,224,0,"",10,11,12,13,16,14,15,"","","",""
34,224,1,"",10,11,12,13,16,14,15,"","","",""
35,316,0,365,49,48,51,50,52,53,54,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
36,316,1,"",10,11,12,13,16,14,15,"","","",""
37,316,2,"",10,11,12,13,16,14,15,"","","",""
38,316,3,1873,10,11,12,13,16,14,15,"","","",""
39,316,4,"",10,11,12,13,16,14,15,1,"","",""
40,316,5,4255,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
41,316,6,"",10,11,12,13,16,14,15,"","","",""
42,1087,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
43,1087,1,"",6,5,8,7,9,9,9,1,"","",""
44,225,0,"",10,11,12,13,16,14,15,"","","",""
45,120,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_phys_weapon_surge.epk","",""
46,120,1,"",129,129,130,130,133,131,132,"","Metadata/Effects/Microtransactions/Spells/dominating_blow/celestial/holy_celestial_weapon_surge.epk","",""
47,144,0,"",10,11,12,13,16,14,15,"","","",""
48,1202,0,"",46,47,46,47,46,46,47,1,"","",""
49,432,0,"",85,84,79,78,83,80,81,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/ice_surge_frostblades.epk","",""
50,432,1,"",122,121,116,115,120,117,118,"","Metadata/Effects/Microtransactions/Spells/automaton_icecrash/weaponsurge/ice_surge_automaton.epk","",""
51,986,0,"",56,55,58,57,59,60,61,"","Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
52,1086,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/holy_fire_weapon_surge.epk","",""
53,1086,2,"",139,138,137,136,140,134,135,"","","",""
54,1213,0,"","","","","","","","",1,"","",""
55,1218,0,"",10,11,12,13,16,14,15,"","","",""
56,1218,1,"",10,11,12,13,16,14,15,"","","",""
57,1218,2,"",10,11,12,13,16,14,15,"","","",""
58,1218,3,"",10,11,12,13,16,14,15,"","","",""
59,1218,4,"",10,11,12,13,16,14,15,"","","",""
60,68,0,"",94,93,96,95,"","","","","","",""
61,68,1,"",166,165,168,167,"","","",1,"","",""
62,1219,0,"",10,11,12,13,16,14,15,"","","",""
63,26,0,"",97,"",98,"","","","",1,"","",""
64,26,1,"",97,"",98,"","","","",1,"","",""
65,26,2,"",155,"",156,"","","","",1,"Metadata/Effects/Microtransactions/Spells/nightfall_dualstrike/weapon_surge.epk","",""
66,16,0,"","","","","","","","",1,"","",""
67,16,25,"",99,99,100,100,101,102,102,1,"","",""
68,1227,0,"",106,106,107,107,107,107,107,"","","",""
69,1228,0,"","","","","","","","","","","",""
70,462,0,"","","","","","","","","","","",""
71,18,0,"","","","","","","","","","","",""
72,131,0,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
73,131,1,"","","","","","","","",1,"Metadata/Effects/Spells/lightning_strike_02/weaponsurge.epk","",""
74,131,2,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/weaponsurge.epk","",""
75,131,3,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk","",""
76,131,4,"","","","","","","","",1,"Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk","",""
77,992,1,"","","","","",127,"","",1,"","",""
78,1344,0,"",160,160,157,157,158,158,159,1,"Metadata/Effects/Spells/trauma_strike/weapon_buildup.epk","",""
79,1344,1,"",129,129,130,130,133,131,132,1,"Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/weapon_buildup.epk","",""
80,79,1,"",148,149,150,151,152,153,154,"","Metadata/Effects/Microtransactions/Spells/StygianInfernalBlow/fire_surge.epk","",""
81,1382,0,"","","","","","","","","","","",""
82,1383,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
83,317,0,365,49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
84,317,3,1873,10,11,12,13,16,14,15,"","","",""
85,317,5,4255,10,11,12,13,16,14,15,1,"Metadata/Effects/Microtransactions/Spells/molten_strike/celestial/Celestial_surge.epk","",""
86,1384,0,"",49,48,51,50,52,53,54,1,"Metadata/Effects/Spells/weapon_hit_fx/elemental_powerups/fire_surge.epk","",""
87,1386,0,"","","","","","","","","","","",""
88,1387,0,"",87,86,89,88,92,91,90,"","Metadata/Effects/Spells/smite/weaponfx/smite_weapon_surge.epk","",""
