"rownum","Mod","Type","bool"
0,30319,2,""
1,30320,2,""
2,30321,2,""
3,30322,2,""
4,30323,2,""
5,30324,2,""
6,30325,2,""
7,30326,2,""
8,30327,2,""
9,30328,2,""
10,30329,2,""
11,30330,2,""
12,30331,1,""
13,30332,1,""
14,30333,1,""
15,30334,1,""
16,30335,1,""
17,30336,1,""
18,30337,1,""
19,30338,1,""
20,30339,1,""
21,30340,1,""
22,30341,1,""
23,30342,1,""
24,30343,1,""
25,30344,0,""
26,30345,0,""
27,30346,0,""
28,30347,0,""
29,30348,0,""
30,30349,0,""
31,30350,0,""
32,30351,0,""
33,30352,0,""
34,30353,0,""
35,30354,0,""
36,30355,0,""
37,30356,0,""
38,30357,0,""
39,30358,2,""
40,30359,2,""
41,30360,2,""
42,30361,2,""
43,30362,2,""
44,30363,2,""
45,30364,2,""
46,30365,2,""
47,30366,2,""
48,30367,2,""
49,30368,2,""
50,30369,2,""
51,30371,2,""
52,30373,1,""
53,30374,1,""
54,30375,1,""
55,30376,1,""
56,30377,1,""
57,30378,1,""
58,30379,1,""
59,30380,1,""
60,30381,1,""
61,30382,1,""
62,30383,1,""
63,30384,1,""
64,30385,1,""
65,30387,0,""
66,30388,0,""
67,30389,0,""
68,30390,0,""
69,30391,0,""
70,30392,0,""
71,30393,0,""
72,30394,0,""
73,30395,0,""
74,30396,0,""
75,30397,0,""
76,30398,2,1
77,30399,2,1
78,30400,2,1
79,30401,2,1
80,30402,2,1
81,30403,2,1
82,30404,2,1
83,30405,2,1
84,30406,2,1
85,30407,2,1
86,30408,2,1
87,30409,2,1
88,30410,2,1
89,30411,2,1
90,30412,2,1
91,30413,2,1
92,30414,2,1
93,30415,1,""
94,30416,1,""
95,30417,1,""
96,30418,1,""
97,30419,1,""
98,30420,1,""
99,30421,1,""
100,30422,1,""
101,30423,1,""
102,30424,1,""
103,30425,1,""
104,30426,1,""
105,30427,1,""
106,30428,1,""
107,30429,1,""
108,30430,1,""
109,30431,1,""
110,30432,1,""
111,30433,1,""
112,30434,1,""
113,30435,1,""
114,30436,1,""
115,30437,1,""
116,30438,1,""
117,30439,1,""
118,30440,1,""
119,30441,1,""
120,30442,1,""
121,30443,1,""
122,30444,1,""
123,30445,1,""
124,30446,1,""
125,30447,1,""
126,30448,1,""
127,30449,1,""
128,30450,1,""
129,30451,1,""
130,30452,1,""
131,30453,1,""
132,30454,1,""
133,30455,1,""
134,30457,1,""
135,30458,1,""
136,30460,1,""
137,30461,1,""
138,30462,1,""
139,30463,1,""
140,30464,1,""
141,30465,2,1
142,30466,2,1
143,30467,2,1
144,30468,2,1
145,30469,2,1
146,30470,2,1
147,30471,2,1
148,30472,2,1
149,30473,2,1
150,30474,2,1
151,30475,2,1
152,30476,2,1
153,30477,2,1
154,30478,2,1
155,30479,2,1
156,30480,2,1
157,30481,2,1
158,30482,2,1
159,30483,2,1
160,30484,2,1
161,30485,2,1
162,30486,2,1
163,30487,2,1
164,30488,2,1
165,30490,2,1
166,30491,2,1
167,30493,2,1
168,30494,2,1
169,30495,2,1
170,30496,2,1
171,30497,2,1
172,30498,0,""
173,30499,0,""
174,30500,0,""
175,30501,0,""
176,30502,0,""
177,30503,0,""
178,30504,0,1
179,30505,2,1
180,30506,2,1
181,30507,2,1
182,30508,2,1
183,30509,2,1
184,30510,2,1
185,30511,2,1
186,30512,2,1
187,30513,2,1
188,30514,2,1
189,30515,2,1
190,30516,2,1
191,30517,2,1
192,30518,2,1
193,30519,2,1
194,30520,2,1
195,30521,2,1
196,30522,2,1
197,30523,2,1
198,30524,2,1
199,30525,1,""
200,30526,1,""
201,30527,1,""
202,30528,1,""
203,30529,1,""
204,30530,1,""
205,30531,1,""
206,30532,1,""
207,30533,1,""
208,30534,1,""
209,30535,1,""
210,30536,1,""
211,30537,1,""
212,30538,1,""
213,30539,1,""
214,30540,1,""
215,30541,1,""
216,30542,1,""
217,30543,1,""
218,30544,1,""
219,30545,1,""
220,30546,1,""
221,30547,1,""
222,30548,1,""
223,30549,1,""
224,30550,1,""
225,30551,1,""
226,30552,1,""
227,30553,1,""
228,30554,1,""
229,30555,1,""
230,30556,1,""
231,30557,1,""
232,30558,1,""
233,30559,1,""
234,30560,1,""
235,30561,1,""
236,30562,1,""
237,30563,1,""
238,30564,1,""
239,30565,1,""
240,30566,1,""
241,30567,1,""
242,30568,1,""
243,30570,1,""
244,30571,1,""
245,30572,1,""
246,30573,1,""
247,30574,1,""
248,30575,1,""
249,30576,1,""
250,30577,1,""
251,30578,2,1
252,30579,2,1
253,30580,2,1
254,30581,2,1
255,30582,2,1
256,30583,2,1
257,30584,2,1
258,30585,2,1
259,30586,2,1
260,30587,2,1
261,30588,2,1
262,30589,2,1
263,30590,2,1
264,30591,2,1
265,30592,2,1
266,30593,2,1
267,30594,2,1
268,30595,2,1
269,30596,2,1
270,30597,2,1
271,30598,2,1
272,30599,2,1
