"rownum","BaseItemTypesKey","ArmourMin","ArmourMax","EvasionMin","EvasionMax","EnergyShieldMin","EnergyShieldMax","IncreasedMovementSpeed","WardMin","WardMax","i32","i32"
0,5036,9,12,0,0,0,0,-3,0,0,0,0
1,5037,36,47,0,0,0,0,-3,0,0,0,0
2,5038,53,66,0,0,0,0,-3,0,0,0,0
3,5039,94,113,0,0,0,0,-3,0,0,0,0
4,5040,151,173,0,0,0,0,-3,0,0,0,0
5,5041,237,260,0,0,0,0,-3,0,0,0,0
6,5042,188,216,0,0,0,0,-3,0,0,0,0
7,5043,177,209,0,0,0,0,-3,0,0,0,0
8,5044,230,265,0,0,0,0,-3,0,0,0,0
9,5045,290,324,0,0,0,0,-3,0,0,0,0
10,5046,397,437,0,0,0,0,-3,0,0,0,0
11,5047,293,337,0,0,0,0,-3,0,0,0,0
12,5048,261,308,0,0,0,0,-3,0,0,0,0
13,5049,357,411,0,0,0,0,-3,0,0,0,0
14,5050,412,474,0,0,0,0,-3,0,0,0,0
15,5051,522,601,0,0,0,0,-3,0,0,0,0
16,5052,467,537,0,0,0,0,-3,0,0,0,0
17,5053,125,143,0,0,0,0,-3,0,0,0,0
18,5054,205,236,0,0,0,0,-3,0,0,0,0
19,5055,330,379,0,0,0,0,-3,0,0,0,0
20,5056,0,0,14,20,0,0,-3,0,0,0,0
21,5057,0,0,51,66,0,0,-3,0,0,0,0
22,5058,0,0,123,154,0,0,-3,0,0,0,0
23,5059,0,0,116,139,0,0,-3,0,0,0,0
24,5060,0,0,169,194,0,0,-3,0,0,0,0
25,5061,0,0,225,259,0,0,-3,0,0,0,0
26,5062,0,0,220,259,0,0,-3,0,0,0,0
27,5063,0,0,311,349,0,0,-3,0,0,0,0
28,5064,0,0,227,272,0,0,-3,0,0,0,0
29,5065,0,0,287,330,0,0,-3,0,0,0,0
30,5066,0,0,354,407,0,0,-3,0,0,0,0
31,5067,0,0,327,385,0,0,-3,0,0,0,0
32,5068,0,0,477,549,0,0,-3,0,0,0,0
33,5069,0,0,330,379,0,0,-3,0,0,0,0
34,5070,0,0,385,442,0,0,-3,0,0,0,0
35,5071,0,0,440,506,0,0,-3,0,0,0,0
36,5072,0,0,112,129,0,0,-3,0,0,0,0
37,5073,0,0,185,212,0,0,-3,0,0,0,0
38,5074,0,0,302,348,0,0,-3,0,0,0,0
39,5075,0,0,0,0,6,8,-3,0,0,0,0
40,5076,0,0,0,0,11,14,-3,0,0,0,0
41,5077,0,0,0,0,15,19,-3,0,0,0,0
42,5078,0,0,0,0,21,25,-3,0,0,0,0
43,5079,0,0,0,0,25,29,-3,0,0,0,0
44,5080,0,0,0,0,35,40,-3,0,0,0,0
45,5081,0,0,0,0,32,38,-3,0,0,0,0
46,5082,0,0,0,0,35,40,-3,0,0,0,0
47,5083,0,0,0,0,38,45,-3,0,0,0,0
48,5084,0,0,0,0,42,48,-3,0,0,0,0
49,5085,0,0,0,0,54,62,-3,0,0,0,0
50,5086,0,0,0,0,47,55,-3,0,0,0,0
51,5087,0,0,0,0,49,55,-3,0,0,0,0
52,5088,0,0,0,0,56,64,-3,0,0,0,0
53,5089,0,0,0,0,58,66,-3,0,0,0,0
54,5090,0,0,0,0,67,77,-3,0,0,0,0
55,5091,0,0,0,0,24,28,-3,0,0,0,0
56,5092,0,0,0,0,38,44,-3,0,0,0,0
57,5093,0,0,0,0,56,64,-3,0,0,0,0
58,5094,13,18,13,18,0,0,-3,0,0,0,0
59,5095,29,37,29,37,0,0,-3,0,0,0,0
60,5096,46,58,46,58,0,0,-3,0,0,0,0
61,5097,87,100,87,100,0,0,-3,0,0,0,0
62,5098,75,86,75,86,0,0,-3,0,0,0,0
63,5099,88,99,88,99,0,0,-3,0,0,0,0
64,5100,102,120,102,120,0,0,-3,0,0,0,0
65,5101,155,178,155,178,0,0,-3,0,0,0,0
66,5102,122,140,122,140,0,0,-3,0,0,0,0
67,5103,131,146,131,146,0,0,-3,0,0,0,0
68,5104,154,177,154,177,0,0,-3,0,0,0,0
69,5105,209,240,209,240,0,0,-3,0,0,0,0
70,5106,148,170,148,170,0,0,-3,0,0,0,0
71,5107,18,25,0,0,5,7,-3,0,0,0,0
72,5108,43,56,0,0,11,14,-3,0,0,0,0
