"rownum","Id","CharactersKey","BaseItemTypesKey","SocketColours","WorldAreasKey"
0,"Dex1",3,4796,"GGG",1316
1,"Dex2",3,5817,"",1316
2,"Dex3",3,5703,"",1316
3,"Dex4",3,5472,"",1316
4,"Dex5",3,1,"",1316
5,"Dex6",3,1,"",1316
6,"Dex7",3,5970,"",1316
7,"Dex8",3,5723,"",1316
8,"Dex9",3,4687,"GGR",1316
9,"Dex10",3,4687,"GGR",1316
10,"Dex11",3,5710,"",1316
11,"Dex12",3,5980,"",1316
12,"Str1",0,4740,"RRR",1316
13,"Str2",0,5036,"RRR",1316
14,"Str3",0,5787,"",1316
15,"Str4",0,5702,"",1316
16,"Str5",0,5472,"",1316
17,"Str6",0,1,"",1316
18,"Str7",0,1,"",1316
19,"Str8",0,4903,"RRR",1316
20,"Str9",0,5928,"",1316
21,"Str10",0,4740,"RRG",1316
22,"Int1",1,4572,"BBB",1316
23,"Int2",1,5075,"BBB",1316
24,"Int3",1,5695,"",1316
25,"Int4",1,5950,"",1316
26,"Int5",1,5472,"",1316
27,"Int6",1,1,"",1316
28,"Int7",1,1,"",1316
29,"Int8",1,5761,"",1316
30,"Int9",1,5976,"",1316
31,"Int10",1,4572,"BBG",1316
32,"Int11",1,4768,"BBB",1316
33,"Int12",1,4768,"BBG",1316
34,"StrDex1",4,4687,"GRG",1316
35,"StrDex2",4,4657,"GRR",1316
36,"StrDex3",4,5710,"",1316
37,"StrDex4",4,5703,"",1316
38,"StrDex5",4,5472,"",1316
39,"StrDex6",4,1,"",1316
40,"StrDex7",4,1,"",1316
41,"StrDex8",4,5706,"",1316
42,"StrDex9",4,5928,"",1316
43,"StrDex10",4,4853,"GRR",1316
44,"StrInt1",6,4768,"RBB",1316
45,"StrInt2",6,4768,"RBR",1316
46,"StrInt3",6,5702,"",1316
47,"StrInt4",6,5928,"",1316
48,"StrInt5",6,5472,"",1316
49,"StrInt6",6,1,"",1316
50,"StrInt7",6,1,"",1316
51,"StrInt8",6,5976,"",1316
52,"StrInt9",6,4825,"RRR",1316
53,"StrInt10",6,5950,"",1316
54,"DexInt1",5,4598,"BGG",1316
55,"DexInt2",5,4598,"BGB",1316
56,"DexInt3",5,5761,"",1316
57,"DexInt4",5,5472,"",1316
