"rownum","BaseItemTypesKey","VirtualFile","[i32]"
0,8344,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,8345,"Art/2DItems/Divination/Images/TheDoctor",[]
2,8346,"Art/2DItems/Divination/Images/TheHermit",[]
3,8347,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,8348,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,8349,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,8350,"Art/2DItems/Divination/Images/TheGladiator",[]
7,8351,"Art/2DItems/Divination/Images/TheScholar",[]
8,8352,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,8353,"Art/2DItems/Divination/Images/ThePoet",[]
10,8354,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,8355,"Art/2DItems/Divination/Images/Hope",[]
12,8356,"Art/2DItems/Divination/Images/TheFiend",[]
13,8357,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,8358,"Art/2DItems/Divination/Images/ViniasToken",[]
15,8359,"Art/2DItems/Divination/Images/TheSummoner",[]
16,8360,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,8361,"Art/2DItems/Divination/Images/TheHunger",[]
18,8362,"Art/2DItems/Divination/Images/TheHoarder",[]
19,8363,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,8364,"Art/2DItems/Divination/Images/TheSun",[]
21,8365,"Art/2DItems/Divination/Images/TheWarden",[]
22,8366,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,8367,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,8368,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,8369,"Art/2DItems/Divination/Images/TheGambler",[]
26,8370,"Art/2DItems/Divination/Images/TheLover",[]
27,8371,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,8372,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,8373,"Art/2DItems/Divination/Images/TheAvenger",[]
30,8374,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,8375,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,8376,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,8377,"Art/2DItems/Divination/Images/TheFeast",[]
34,8378,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,8379,"Art/2DItems/Divination/Images/TheWatcher",[]
36,8380,"Art/2DItems/Divination/Images/TheIncantation",[]
37,8381,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,8382,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,8383,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,8384,"Art/2DItems/Divination/Images/TheWind",[]
41,8385,"Art/2DItems/Divination/Images/ThePact",[]
42,8386,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,8387,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,8388,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,8389,"Art/2DItems/Divination/Images/TheArtist",[]
46,8390,"Art/2DItems/Divination/Images/TheInventor",[]
47,8391,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,8392,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,8393,"Art/2DItems/Divination/Images/TheUnion",[]
50,8394,"Art/2DItems/Divination/Images/TheQueen",[]
51,8395,"Art/2DItems/Divination/Images/Humility",[]
52,8396,"Art/2DItems/Divination/Images/TheExplorer",[]
53,8397,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,8398,"Art/2DItems/Divination/Images/TheBetrayal",[]
