"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
0,"DoubleDivinationCards1",20652,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[24601,24606]"
1,"DoubleDivinationCards2",54378,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[24602,24607]"
2,"DoubleDivinationCards3",13401,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[24603,24608]"
3,"DoubleDivinationCards4",39568,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[24604,24609]"
4,"DoubleDivinationCards5",25975,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[24605,24610]"
5,"MirrorRare1",49959,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[24605,24610]"
6,"Unique1",24507,"","",4,"",0,"","","[24601,24606]"
7,"Unique2",31270,"","",4,"",0,"","","[24603,24608]"
8,"Unique3",62141,"","",4,"",0,"","","[24604,24609]"
9,"Unique4",49320,"","",4,"",0,"","","[24602,24607]"
10,"Unique5",18654,"","",4,"",0,"","","[24603,24608]"
11,"Unique6",7505,"","",4,"",0,"","","[24604,24609]"
12,"Unique7",6641,"","",4,"",0,"","","[24605,24610]"
13,"Unique8",5026,"","",4,"",0,"","","[24605,24610]"
14,"Unique9",17340,"","",4,"",0,"","","[24603,24608]"
15,"Unique10",31328,"","",4,"",0,"","","[24604,24609]"
16,"CurrencyChaos5",10698,"Doubles sacrificed Currency","",1,2,5,"",1,"[24601,24606]"
17,"CurrencyChaos10",32977,"Doubles sacrificed Currency","",1,2,10,"",1,"[24602,24607]"
18,"CurrencyBlessed10",33537,"Doubles sacrificed Currency","",1,23,10,"",1,"[24601,24606]"
19,"CurrencyBlessed20",12316,"Doubles sacrificed Currency","",1,23,20,"",1,"[24602,24607]"
20,"CurrencyScouring15",44257,"Doubles sacrificed Currency","",1,12,15,"",1,"[24601,24606]"
21,"CurrencyScouring30",34349,"Doubles sacrificed Currency","",1,12,30,"",1,"[24602,24607]"
22,"CurrencyFusing10",64174,"Doubles sacrificed Currency","",1,20,10,"",1,"[24601,24606]"
23,"CurrencyFusing20",59104,"Doubles sacrificed Currency","",1,20,20,"",1,"[24602,24607]"
24,"CurrencyRegret20",62668,"Doubles sacrificed Currency","",1,8,20,"",1,"[24601,24606]"
25,"CurrencyRegret40",19592,"Doubles sacrificed Currency","",1,8,40,"",1,"[24602,24607]"
26,"CurrencyGemcutters5",33199,"Doubles sacrificed Currency","",1,18,5,"",1,"[24601,24606]"
27,"CurrencyGemcutters10",60325,"Doubles sacrificed Currency","",1,18,10,"",1,"[24602,24607]"
28,"CurrencyVaal5",9165,"Doubles sacrificed Currency","",1,33,5,"",1,"[24601,24606]"
29,"CurrencyVaal10",9804,"Doubles sacrificed Currency","",1,33,10,"",1,"[24602,24607]"
30,"CurrencyRegal5",34962,"Doubles sacrificed Currency","",1,14,5,"",1,"[24601,24606]"
31,"CurrencyRegal10",29237,"Doubles sacrificed Currency","",1,14,10,"",1,"[24602,24607]"
32,"CurrencyAwakenedSextant5",4287,"Doubles sacrificed Currency","",1,181,5,"",1,"[24601,24606]"
33,"CurrencyAwakenedSextant10",54692,"Doubles sacrificed Currency","",1,181,10,"",1,"[24602,24607]"
34,"CurrencyStackedDeck5",18117,"Doubles sacrificed Currency","",1,8496,5,"",1,"[24601,24606]"
35,"CurrencyStackedDeck10",43188,"Doubles sacrificed Currency","",1,8496,10,"",1,"[24602,24607]"
36,"CurrencyDivine1",59332,"Doubles sacrificed Currency","",1,22,1,"",1,"[24602,24607]"
37,"CurrencyDivine4",53728,"Doubles sacrificed Currency","",1,22,4,"",1,"[24603,24608]"
38,"CurrencyDivine8",15262,"Doubles sacrificed Currency","",1,22,8,"",1,"[24604,24609]"
39,"CurrencyAncient1",55631,"Doubles sacrificed Currency","",1,209,1,"",1,"[24602,24607]"
40,"CurrencyAncient2",14932,"Doubles sacrificed Currency","",1,209,2,"",1,"[24603,24608]"
41,"CurrencyAncient4",43751,"Doubles sacrificed Currency","",1,209,4,"",1,"[24604,24609]"
42,"CurrencyAnnulment1",62284,"Doubles sacrificed Currency","",1,203,1,"",1,"[24602,24607]"
43,"CurrencyAnnulment4",50518,"Doubles sacrificed Currency","",1,203,4,"",1,"[24603,24608]"
44,"CurrencyAnnulment8",33670,"Doubles sacrificed Currency","",1,203,8,"",1,"[24604,24609]"
45,"CurrencyExalted1",48788,"Doubles sacrificed Currency","",1,13,1,"",1,"[24602,24607]"
46,"CurrencyExalted4",63287,"Doubles sacrificed Currency","",1,13,4,"",1,"[24603,24608]"
47,"CurrencyExalted8",35965,"Doubles sacrificed Currency","",1,13,8,"",1,"[24604,24609]"
48,"CurrencyUnmaking3",56656,"Doubles sacrificed Currency","",1,9,3,"",1,"[24602,24607]"
49,"CurrencyHarbinger3",26435,"Doubles sacrificed Currency","",1,206,3,"",1,"[24602,24607]"
50,"CurrencyHorizon10",1387,"Doubles sacrificed Currency","",1,205,10,"",1,"[24601,24606]"
51,"CurrencyVeiledChaos3",44803,"Doubles sacrificed Currency","",1,3,3,"",1,"[24603,24608]"
52,"CurrencyChisel10",11387,"Doubles sacrificed Currency","",1,25,10,"",1,"[24601,24606]"
