"rownum","Id","rid","rid","rid","i32","bool","bool","bool","bool","i32","i32","i32","bool","i32","bool","bool","rid","i32","f32","f32","f32","bool","rid","string"
0,0,118,20,452,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
1,1,128,20,511,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
2,2,129,20,516,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
3,3,137,20,552,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
4,4,144,20,575,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
5,5,128,20,511,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
6,6,184,20,766,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
7,7,216,20,1010,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
8,8,284,20,1231,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
9,9,303,20,1363,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
10,10,309,31,1388,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
11,11,130,31,516,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
12,12,343,20,1521,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
13,13,350,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
14,14,351,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
15,15,369,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
16,16,369,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
17,17,373,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
18,18,385,24,1718,0,"","","",1,0,15,0,"",4,"","","",0,1,1,1,1,"",""
19,19,393,31,1726,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
20,20,370,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
21,21,371,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
22,22,395,20,1745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
23,23,402,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
24,24,402,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
25,25,408,20,1791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
26,26,409,20,1792,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
27,27,399,20,1769,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
28,28,374,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
29,29,396,20,1745,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
30,30,428,31,1866,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
31,31,430,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
32,32,444,20,516,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
33,33,424,20,1847,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
34,34,451,20,2012,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
35,35,474,26,2108,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
36,36,454,20,2051,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
37,37,455,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
38,38,456,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
39,39,471,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
40,40,476,26,2109,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
41,41,475,25,2108,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
42,42,498,20,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
43,43,499,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
44,44,500,20,793,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
45,45,529,31,2385,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
46,46,498,40,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
47,47,507,20,1745,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
48,48,513,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
49,49,520,20,"",0,"",1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
50,50,524,20,2379,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
51,51,525,20,2381,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
52,52,526,20,2380,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
53,53,530,31,2414,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
54,54,531,31,2415,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
55,55,548,40,2435,0,"","","","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
56,56,550,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
57,57,551,20,"",50,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
58,58,553,31,2445,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
59,59,572,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
60,60,575,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
61,61,582,31,2523,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
62,62,579,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
63,63,595,20,2591,20,1,1,"","",0,8,0,"",2,"","","",0,1,1,1,1,"",""
64,64,596,20,2583,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
65,65,606,20,2708,50,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
66,66,605,20,"",0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
67,67,608,20,2634,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
68,68,610,20,2635,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
69,69,616,26,"",0,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
70,70,643,24,2774,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
71,71,650,24,2774,25,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
72,72,654,20,2803,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
73,73,655,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
74,74,656,24,2822,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
75,75,657,24,2823,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
76,76,661,20,2841,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
77,77,665,20,2918,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
78,78,555,31,2942,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
79,79,677,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
80,80,683,20,3126,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
81,81,579,20,2841,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
82,82,682,20,3189,25,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
83,83,689,20,3154,0,1,"","","",0,18,0,"",4,"","","",0,1,1,1,1,"",""
84,84,706,20,3209,0,1,"","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
85,85,704,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
86,86,722,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
87,87,723,20,"",0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
88,88,726,20,3285,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
89,89,557,31,3022,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
90,90,408,20,1791,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
91,91,745,20,3439,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
92,92,746,20,"",25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
93,93,749,20,2583,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
94,94,751,20,552,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
95,95,761,20,1790,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
96,96,745,20,3439,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
97,97,559,31,3482,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
98,98,89,20,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
99,99,771,20,2583,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
100,100,772,24,2634,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
101,101,774,20,3519,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
102,102,777,26,3531,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
103,103,278,28,1193,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
104,104,267,28,1375,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
105,105,805,20,3601,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
106,106,811,20,3612,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
107,107,812,20,3613,20,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
108,108,786,28,3585,0,"","","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
109,109,823,20,3677,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
110,110,827,20,3665,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
111,111,829,20,1456,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
112,112,831,20,3697,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
113,113,855,20,3785,0,1,"","","",4,20,0,"",4,"","","",0,1,1,1,1,"",""
114,114,856,20,3798,0,1,"","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
115,115,859,31,3818,0,"","",1,"",0,10,-50,"",4,"","","",0,1,1,1,1,"",""
