"rownum","Id","ModsKey","PassiveSkillsKey"
0,"InverseWeighting3","",482
1,"InverseWeighting4","",427
2,"InverseWeighting5","",479
3,"InverseWeighting6","",573
4,"InverseWeighting6_2","",516
5,"InverseWeighting7","",543
6,"InverseWeighting8","",425
7,"InverseWeighting8_2","",504
8,"InverseWeighting9","",518
9,"InverseWeighting9_2","",635
10,"InverseWeighting10","",70
11,"InverseWeighting10_2","",586
12,"InverseWeighting11","",461
13,"InverseWeighting11_2","",925
14,"InverseWeighting12","",35
15,"InverseWeighting12_2","",918
16,"InverseWeighting12_3","",917
17,"InverseWeighting13","",919
18,"InverseWeighting13_2","",1166
19,"InverseWeighting14","",886
20,"InverseWeighting14_2","",101
21,"InverseWeighting14_3","",1108
22,"InverseWeighting15","",314
23,"InverseWeighting16","",858
24,"InverseWeighting16_2","",1167
25,"InverseWeighting16_3","",350
26,"InverseWeighting17","",1068
27,"InverseWeighting17_2","",958
28,"InverseWeighting17_3","",1087
29,"InverseWeighting18","",2247
30,"InverseWeighting18_2","",1295
31,"InverseWeighting19","",248
32,"InverseWeighting19_2","",916
33,"InverseWeighting19_3","",317
34,"InverseWeighting20","",1707
35,"InverseWeighting20_2","",540
36,"InverseWeighting21","",1067
37,"InverseWeighting21_2","",707
38,"InverseWeighting22","",1069
39,"InverseWeighting22_2","",1732
40,"InverseWeighting22_3","",13
41,"InverseWeighting23","",2289
42,"InverseWeighting24","",1029
43,"InverseWeighting24_2","",784
44,"InverseWeighting24_3","",332
45,"InverseWeighting24_4","",148
46,"InverseWeighting24_5","",2285
47,"InverseWeighting25","",1945
48,"InverseWeighting25_2","",1088
49,"InverseWeighting25_3","",989
50,"InverseWeighting26","",2148
51,"InverseWeighting26_2","",170
52,"InverseWeighting26_3","",2315
53,"InverseWeighting27","",340
54,"InverseWeighting27_2","",2225
55,"InverseWeighting27_3","",2126
56,"InverseWeighting28","",883
57,"InverseWeighting29","",200
58,"InverseWeighting29_2","",2124
59,"InverseWeighting29_3","",921
60,"InverseWeighting29_4","",2336
61,"InverseWeighting30","",261
62,"InverseWeighting30_2","",124
63,"InverseWeighting30_3","",986
64,"InverseWeighting32","",2636
65,"InverseWeighting32_2","",1941
66,"InverseWeighting32_3","",1846
67,"InverseWeighting32_4","",2100
68,"InverseWeighting33","",2166
69,"InverseWeighting33_2","",417
70,"InverseWeighting34","",894
71,"InverseWeighting34_2","",32
72,"InverseWeighting35","",228
73,"InverseWeighting37","",1735
74,"InverseWeighting37_2","",347
75,"InverseWeighting37_3","",1773
76,"InverseWeighting38","",2043
77,"InverseWeighting40","",2079
78,"InverseWeighting40_2","",112
79,"InverseWeighting40_3","",1338
80,"InverseWeighting42","",2163
81,"InverseWeighting42_2","",1978
82,"InverseWeighting42_3","",45
83,"InverseWeighting43","",582
84,"InverseWeighting44","",487
85,"InverseWeighting45","",1768
86,"InverseWeighting45_2","",2027
87,"InverseWeighting45_3","",722
88,"InverseWeighting46","",945
89,"InverseWeighting46_2","",127
90,"InverseWeighting47","",2158
91,"InverseWeighting48","",376
92,"InverseWeighting48_2","",2047
93,"InverseWeighting48_3","",259
94,"InverseWeighting49","",2191
95,"InverseWeighting50","",2096
96,"InverseWeighting50_2","",887
97,"InverseWeighting50_3","",2039
98,"InverseWeighting50_4","",19
99,"InverseWeighting51","",2008
100,"InverseWeighting52","",2054
101,"InverseWeighting53","",8
102,"InverseWeighting53_2","",1729
103,"InverseWeighting54","",2187
104,"InverseWeighting55","",254
105,"InverseWeighting55_2","",44
106,"InverseWeighting56","",913
107,"InverseWeighting58","",2011
108,"InverseWeighting58_2","",106
109,"InverseWeighting58_3","",2031
110,"InverseWeighting59","",2304
111,"InverseWeighting60","",1280
112,"InverseWeighting63","",123
113,"InverseWeighting63_2","",2141
114,"InverseWeighting64","",1819
115,"InverseWeighting66","",2014
116,"InverseWeighting66_2","",1897
117,"InverseWeighting66_3","",2258
118,"InverseWeighting68","",351
119,"InverseWeighting68_2","",574
120,"InverseWeighting71","",104
121,"InverseWeighting75","",2219
122,"InverseWeighting76","",1854
123,"InverseWeighting79","",2244
124,"InverseWeighting81","",920
125,"InverseWeighting82","",1000
126,"InverseWeighting82_2","",1063
127,"InverseWeighting83","",378
128,"InverseWeighting84","",152
129,"InverseWeighting84_2","",216
130,"InverseWeighting84_3","",1691
131,"InverseWeighting85","",1070
132,"InverseWeighting86","",334
133,"InverseWeighting86_2","",408
134,"InverseWeighting87","",1066
135,"InverseWeighting88","",1618
136,"InverseWeighting88_2","",1869
137,"InverseWeighting89","",346
138,"InverseWeighting90","",1904
139,"InverseWeighting90_2","",1314
140,"InverseWeighting91","",1868
141,"InverseWeighting92","",653
142,"InverseWeighting93","",1152
143,"InverseWeighting94","",922
144,"InverseWeighting95","",645
145,"InverseWeighting95_2","",1898
146,"InverseWeighting96","",867
147,"InverseWeighting97","",2250
148,"InverseWeighting98","",343
149,"InverseWeighting98_2","",91
150,"InverseWeighting100","",2088
151,"InverseWeighting100_2","",2267
152,"InverseWeighting102","",1165
153,"InverseWeighting103","",319
154,"InverseWeighting103_2","",619
155,"InverseWeighting104","",1064
156,"InverseWeighting105","",2265
157,"InverseWeighting106","",1048
158,"InverseWeighting108","",2084
159,"InverseWeighting108_2","",1164
160,"InverseWeighting111","",1299
161,"InverseWeighting114","",2242
162,"InverseWeighting116","",1953
163,"InverseWeighting118","",2273
164,"InverseWeighting120","",777
165,"InverseWeighting121","",541
166,"InverseWeighting122","",88
167,"InverseWeighting122_2","",1197
168,"InverseWeighting123","",644
169,"InverseWeighting124","",1105
170,"InverseWeighting124_2","",596
171,"InverseWeighting124_3","",1284
172,"InverseWeighting125","",1932
173,"InverseWeighting126","",1936
174,"InverseWeighting126_2","",235
175,"InverseWeighting127","",696
176,"InverseWeighting128","",355
177,"InverseWeighting128_2","",1870
178,"InverseWeighting129","",1093
179,"InverseWeighting130","",232
180,"InverseWeighting130_2","",2075
181,"InverseWeighting131","",403
182,"InverseWeighting132","",719
183,"InverseWeighting133","",1183
184,"InverseWeighting134","",643
185,"InverseWeighting135","",963
186,"InverseWeighting135_2","",655
187,"InverseWeighting135_3","",2154
188,"InverseWeighting136","",1828
189,"InverseWeighting136_2","",2275
190,"InverseWeighting137","",2185
191,"InverseWeighting138","",196
192,"InverseWeighting138_2","",1989
193,"InverseWeighting140","",1327
194,"InverseWeighting141","",2186
195,"InverseWeighting142","",164
196,"InverseWeighting143","",385
197,"InverseWeighting143_2","",1882
198,"InverseWeighting144","",1092
199,"InverseWeighting144_2","",2210
200,"InverseWeighting146","",420
201,"InverseWeighting148","",175
202,"InverseWeighting148_2","",2629
203,"InverseWeighting151","",1887
204,"InverseWeighting156","",320
205,"InverseWeighting157","",2263
206,"InverseWeighting160","",2130
207,"InverseWeighting161","",1163
208,"InverseWeighting161_2","",2288
209,"InverseWeighting162","",1874
210,"InverseWeighting162_2","",2118
211,"InverseWeighting164","",1071
212,"InverseWeighting164_2","",1982
213,"InverseWeighting164_3","",1084
214,"InverseWeighting166","",1191
215,"InverseWeighting166_2","",1817
216,"InverseWeighting169","",2005
217,"InverseWeighting169_2","",1109
218,"InverseWeighting174","",2170
219,"InverseWeighting174_2","",698
220,"InverseWeighting174_3","",2234
221,"InverseWeighting182","",95
222,"InverseWeighting182_2","",1997
223,"InverseWeighting182_3","",2071
224,"InverseWeighting183","",244
225,"InverseWeighting184","",231
226,"InverseWeighting185","",1758
227,"InverseWeighting186","",1738
228,"InverseWeighting187","",277
229,"InverseWeighting188","",256
230,"InverseWeighting188_2","",1834
231,"InverseWeighting190","",2062
232,"InverseWeighting190_2","",1121
233,"InverseWeighting191","",1745
234,"InverseWeighting192","",909
235,"InverseWeighting193","",188
236,"InverseWeighting194","",1688
237,"InverseWeighting195","",1323
238,"InverseWeighting195_2","",953
239,"InverseWeighting195_3","",2300
240,"InverseWeighting196","",1203
241,"InverseWeighting197","",2280
242,"InverseWeighting198","",2167
243,"InverseWeighting198_2","",1792
244,"InverseWeighting199","",2313
245,"InverseWeighting200","",1044
246,"InverseWeighting200_2","",1862
247,"InverseWeighting200_3","",954
248,"InverseWeighting201","",27
249,"InverseWeighting202","",236
250,"InverseWeighting203","",1699
251,"InverseWeighting203_2","",1928
252,"InverseWeighting204","",373
253,"InverseWeighting204_2","",2025
254,"InverseWeighting206","",1861
255,"InverseWeighting206_2","",2035
256,"InverseWeighting208","",285
257,"InverseWeighting208_2","",1218
258,"InverseWeighting209","",908
259,"InverseWeighting211","",679
260,"InverseWeighting211_2","",2297
261,"InverseWeighting213","",2322
262,"InverseWeighting214","",859
263,"InverseWeighting215","",2321
264,"InverseWeighting216","",1750
265,"InverseWeighting221","",128
266,"InverseWeighting222","",2110
267,"InverseWeighting222_2","",2058
268,"InverseWeighting224","",1318
269,"InverseWeighting224_2","",1974
270,"InverseWeighting226","",697
271,"InverseWeighting229","",67
272,"InverseWeighting234","",1843
273,"InverseWeighting240","",1022
274,"InverseWeighting240_2","",2122
275,"InverseWeighting241","",1055
276,"InverseWeighting242","",1015
277,"InverseWeighting242_2","",2145
278,"InverseWeighting244","",1047
279,"InverseWeighting245","",0
280,"InverseWeighting246","",1683
281,"InverseWeighting246_2","",1873
282,"InverseWeighting247","",1818
283,"InverseWeighting248","",1924
284,"InverseWeighting249","",966
285,"InverseWeighting249_2","",2104
286,"InverseWeighting250","",2138
287,"InverseWeighting251","",360
288,"InverseWeighting251_2","",126
289,"InverseWeighting252","",2237
290,"InverseWeighting253","",1679
291,"InverseWeighting253_2","",1993
292,"InverseWeighting254","",118
293,"InverseWeighting254_2","",902
294,"InverseWeighting255","",1753
295,"InverseWeighting256","",1335
296,"InverseWeighting256_2","",2358
297,"InverseWeighting258","",2637
298,"InverseWeighting258_2","",934
299,"InverseWeighting258_3","",620
300,"InverseWeighting259","",149
301,"InverseWeighting260","",748
302,"InverseWeighting261","",768
303,"InverseWeighting261_2","",652
304,"InverseWeighting261_3","",1065
305,"InverseWeighting262","",388
306,"InverseWeighting262_2","",1147
307,"InverseWeighting263","",1111
308,"InverseWeighting263_2","",2318
309,"InverseWeighting264","",282
310,"InverseWeighting266","",2635
311,"InverseWeighting266_2","",1077
312,"InverseWeighting266_3","",684
313,"InverseWeighting267","",730
314,"InverseWeighting269","",2274
315,"InverseWeighting269_2","",732
316,"InverseWeighting271","",414
317,"InverseWeighting271_2","",1209
318,"InverseWeighting274","",1041
319,"InverseWeighting274_2","",195
320,"InverseWeighting279","",1112
321,"InverseWeighting280","",59
322,"InverseWeighting280_2","",2626
323,"InverseWeighting282","",1292
324,"InverseWeighting284","",1043
325,"InverseWeighting285","",998
326,"InverseWeighting287","",73
327,"InverseWeighting287_2","",50
328,"InverseWeighting289","",302
329,"InverseWeighting292","",1107
330,"InverseWeighting297","",1038
331,"InverseWeighting300","",147
332,"InverseWeighting301","",1740
333,"InverseWeighting302","",467
334,"InverseWeighting304","",2628
335,"InverseWeighting305","",173
336,"InverseWeighting306","",2306
