"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6931,[7842],"[1583,7005]",20,"","","","","",1
1,6932,[7842],"[1583,7005]",20,"","","","","",1
2,6933,[7842],"[1583,7005]",20,"","","","","",1
3,6934,[7842],"[1583,7005]",20,"","","","","",1
4,6936,[7843],[1583],20,"","","","","",1
5,6937,[7843],[1583],20,"","","","","",1
6,6938,[7843],[1583],20,"","","","","",1
7,6939,[7843],[1583],20,"","","","","",1
8,6946,[7846],[],20,"","","","","",1
9,6947,[7846],[],20,"","","","","",1
10,6948,[7846],[],20,"","","","","",1
11,6949,[7846],[],20,"","","","","",1
12,6951,[7847],[],20,"","","","","",1
13,6952,[7847],[],20,"","","","","",1
14,6953,[7847],[],20,"","","","","",1
15,6954,[7847],[],20,"","","","","",1
16,6956,[7848],[],20,"","","","","",1
17,6957,[7848],[],20,"","","","","",1
18,6958,[7848],[],20,"","","","","",1
19,6959,[7848],[],20,"","","","","",1
20,6961,[7849],[],20,"","","","","",1
21,6962,[7849],[],20,"","","","","",1
22,6963,[7849],[],20,"","","","","",1
23,6964,[7849],[],20,"","","","","",1
24,6966,[7850],[],20,"","","","","",""
25,9009,[17902],[7006],1,1,"","","","",""
26,9010,[17903],[7006],1,1,"","","","",""
27,9011,[17904],[7006],1,1,"","","","",""
28,9012,[17905],"[7006,7144]",1,1,"","","","",""
29,9013,[17906],[7006],2,1,"","","","",""
30,9014,[17907],[7006],2,1,"","","","",""
31,9015,[17908],[7006],2,1,"","","","",""
32,9016,[17909],"[7006,7145]",2,1,"","","","",""
33,9017,[17910],[7006],3,1,"","","","",""
34,9018,[17911],[7006],3,1,"","","","",""
35,9019,[17912],[7006],3,1,"","","","",""
36,9020,[17913],"[7006,7146]",3,1,"","","","",""
37,9021,[17914],[7006],0,1,"","","","",""
38,9022,[17915],[7006],0,1,"","","","",""
39,9023,[17916],[7006],0,1,"","","","",""
40,9024,[17917],"[7006,7147]",0,1,"","","","",""
41,9025,[17918],[7006],0,1,"","","","",""
42,9026,[17919],[7006],0,1,"","","","",""
43,9027,[17920],[7006],0,1,"","","","",""
44,9028,[17921],[7006],0,1,"","","","",""
45,9029,[17922],[7006],4,1,1,"","","",""
