"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],9590,2,39,1
1,"ProxyKey2",[0],[45],9589,40,100,1
2,"ProxyKey3",[0],[45],9591,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",9592,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",9593,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",9594,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",9595,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",9596,68,100,1
8,"ProxyKey9",[0],[94],9598,2,39,1
9,"ProxyKey10",[0],[94],9597,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",9600,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",9599,40,100,1
12,"ProxyKey13",[0],[94],9602,2,39,1
13,"ProxyKey14",[0],[94],9601,40,100,1
14,"ProxyKey15",[0],[94],9604,2,39,1
15,"ProxyKey16",[0],[94],9603,40,100,1
16,"ProxyKey17",[0],[45],9605,2,100,1
17,"ProxyKey18",[0],[94],9607,2,39,1
18,"ProxyKey19",[0],[94],9606,40,100,1
19,"ProxyKey20",[0],[94],9608,40,100,1
20,"ProxyKey21",[0],[45],9609,56,100,1
21,"ProxyKey22",[0],[94],9610,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",9611,68,100,1
23,"ProxyKey24",[0],[94],9612,40,100,1
24,"ProxyKey25",[0],[45],9613,56,100,1
25,"ProxyKey26",[0],[45],9614,40,100,1
26,"ProxyKey27",[0],[45],9615,40,100,1
27,"ProxyKey28",[0],[9],9617,23,39,1
28,"ProxyKey29",[0],[9],9616,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",9618,40,100,1
30,"ProxyKey31",[0],[45],9619,40,100,1
31,"ProxyKey32",[0],[45],9620,40,100,1
32,"ProxyKey33",[0],[94],9621,2,100,1
33,"ProxyKey34",[0],[94],9622,40,100,1
34,"ProxyKey35",[0],[94],9623,2,100,1
35,"ProxyKey36",[0],[94],9624,40,100,1
36,"ProxyKey37",[0],[94],9625,2,100,1
37,"ProxyKey38",[0],[94],9626,40,100,1
38,"ProxyKey39",[0],[0],9627,2,100,1
39,"ProxyKey40",[0],[0],9628,40,100,1
40,"ProxyKey41",[0],[94],9629,2,100,1
41,"ProxyKey42",[0],[94],9630,40,100,1
42,"ProxyKey43",[0],[94],9631,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",9632,68,100,1
44,"ProxyKey45",[0],[45],9633,2,100,1
45,"ProxyKey46",[0],[9],9635,2,39,1
46,"ProxyKey47",[0],[9],9634,40,100,1
47,"ProxyKey48",[0],[94],9636,2,100,1
48,"ProxyKey49",[0],[45],9637,2,100,1
49,"ProxyKey50",[0],[94],9638,2,100,1
50,"ProxyKey51",[0],[94],9639,2,100,1
51,"ProxyKey52",[0],[45],9640,2,100,1
52,"ProxyKey53",[0],[5000],8962,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",9643,40,100,""
54,"ProxyKey55",[0],[5000],9644,40,100,""
55,"ProxyKey56",[0],[5000],9645,40,100,""
56,"ProxyKey57",[0],[5000],9646,40,100,""
57,"ProxyKey58",[0],[5000],9647,40,100,""
58,"ProxyKey59",[0],[2500],9652,56,100,""
59,"ProxyKey60",[0],[500],9653,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",9654,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",9655,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",9656,68,100,""
63,"ProxyKey64",[0],[2500],9657,40,100,""
64,"ProxyKey65",[0],[5000],9658,40,100,""
65,"ProxyKey66",[0],[5000],9659,40,100,""
66,"ProxyKey67",[0],[5000],9660,40,100,""
67,"ProxyKey68",[0],[2500],9661,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",9662,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",9663,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",9664,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",9665,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",9648,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",9649,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",9650,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",9651,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",9666,68,100,""
