"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","CanRollEnchant","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
0,242,[],[310],[0],[],[],[],"",0,"","","",[],"",[309],[1000],"[11,29]","[12,57]","","",[200],[0]
1,243,[],[309],[0],[],[],[],"",0,"","","",[],"",[310],[1000],"[12,28]","[11,51]","","",[200],[0]
2,244,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[1000],"[13,27]","[10,45]","","",[200],[0]
3,245,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[1000],"[10,31]","[14,58]","","",[200],[0]
4,246,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[1000],"[14,30]","[13,48]","","",[200],[0]
5,247,[],[317],[0],[],[],[],"",0,"","","",[],"",[316],[1000],"[17,33]","[18,53]","","",[200],[0]
6,248,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[1000],"[18,32]","[17,49]","","",[200],[0]
7,249,[],[318],[0],[],[],[],"",0,"","","",[],"","[315,314]","[1000,1000]","[16,34]","[15,52]","","","[200,200]",[0]
8,250,[],"[315,314]","[0,0]",[],[],[],"",0,"","","",[],"",[318],[600],"[15,35]","[16,63]","","",[150],"[0,0]"
9,251,[],[319],[15],[],[],[],"",0,"","","",[],"",[34],[1000],"[19,26]",[25],"","",[200],[15]
10,252,[],[34],[15],[],[],[],"",0,"","","",[],"",[319],[1000],"[20,25]",[26],"","",[200],[15]
11,253,[],[324],[0],[],[],[],"",0,"","","",[],"",[323],[1000],"[21,37]","[22,43]","","",[200],[0]
12,254,[],[323],[0],[],[],[],"",0,"","","",[],"",[324],[1000],"[22,36]","[21,47]","","",[200],[0]
13,255,[],[],[],[],[],[],"",0,"","","",[],"","[320,321,640]","[1000,1000,1000]",[23],[],"","","[200,200,200]",[]
14,256,[],[],[],[],[],"[0,2,5,6,4,3,7]","",0,1,"","",[],"",[],[],[9],[],"","",[],[]
15,257,[],[634],[0],[],[],[],"",0,"","","",[],"",[625],[1000],"[39,42]","[41,61]","","",[200],[0]
16,258,[],[625],[0],[],[],[],"",0,"","","",[],"",[634],[1000],"[41,40]","[39,56]","","",[200],[0]
17,259,"[15975,15976,15977]",[],[],[],[],[],"",0,"","","",[],"",[27],[1000],[24],[],"","",[200],[]
18,260,[],[],[],[],"[13,14,15]",[],"",0,"","","",[],"",[],[],[38],[],1,"",[],[]
19,261,[],[],[],[15978],[],"[0,4,6,5,2]","",0,"","","",[],"",[],[],[5],[],"","",[],[]
20,262,[],[],[],[],[],[],1,0,"","","",[],"",[],[],[4],[],"","",[],[]
21,263,[],[],[],[],[],"[0,2,5,6,4,3,8,9,10,11]","",100,"","","",[],"",[],[],[3],[],"","",[],[]
22,264,"[15975,15976,15977,15979,15980,15981,15983,15984,15985,15982,15978]",[],[],[],[],[],"",10,"","","",[],"",[],[],[2],[],"",1,[],[]
23,265,[],[],[],[],[],[],"",0,"","",1,[],"",[],[],[1],[],"","",[],[]
24,266,[],[],[],[],[],[],"",0,"","","","[15622,15623,15624,15625,15626,15627,15628,15629,15630]","",[],[],[0],[],"","",[],[]
25,9457,[],[633],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,64]","[44,73]","","",[1000],[0]
26,9458,[],[313],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,27]","[45,10]","","",[1000],[0]
27,9459,[],[320],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,65]","[46,74]","","",[1000],[0]
28,9460,[],[323],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,36]","[47,21]","","",[1000],[0]
29,9461,[],[311],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,30]","[48,13]","","",[1000],[0]
30,9462,[],[316],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,32]","[49,17]","","",[1000],[0]
31,9463,[],[27],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,66]","[50,75]","","",[1000],[0]
32,9464,[],[309],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,28]","[51,11]","","",[1000],[0]
33,9465,[],[318],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,34]","[52,15]","","",[1000],[0]
34,9466,[],[317],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,33]","[53,18]","","",[1000],[0]
35,9467,[],[632],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,67]","[54,76]","","",[1000],[0]
36,9468,[],[640],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,68]","[55,77]","","",[1000],[0]
37,9469,[],[625],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,40]","[56,39]","","",[1000],[0]
38,9470,[],[310],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,29]","[57,12]","","",[1000],[0]
39,9471,[],[312],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,31]","[58,14]","","",[1000],[0]
40,9472,[],[34],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,69]","[59,19,25]","","",[1000],[0]
41,9473,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,70]","[60,78]","","",[1000],[0]
42,9474,[],[634],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,42]","[61,41]","","",[1000],[0]
43,9475,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,71]","[62,20,26]","","",[1000],[0]
44,9476,[],[636],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[43,72]","[63,79,16]","","",[1000],[0]
45,9477,[],[324],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,37]","[43,22]","","",[1000],[0]
46,9478,[],[313],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,27]","[45,10]","","",[1000],[0]
47,9479,[],[320],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,65]","[46,74]","","",[1000],[0]
48,9480,[],[323],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,36]","[47,21]","","",[1000],[0]
49,9481,[],[311],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,30]","[48,13]","","",[1000],[0]
50,9482,[],[316],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,32]","[49,17]","","",[1000],[0]
51,9483,[],[27],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,66]","[50,75]","","",[1000],[0]
52,9484,[],[309],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,28]","[51,11]","","",[1000],[0]
53,9485,[],[318],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,34]","[52,15]","","",[1000],[0]
54,9486,[],[317],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,33]","[53,18]","","",[1000],[0]
55,9487,[],[632],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,67]","[54,76]","","",[1000],[0]
56,9488,[],[640],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,68]","[55,77]","","",[1000],[0]
57,9489,[],[625],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,40]","[56,39]","","",[1000],[0]
58,9490,[],[310],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,29]","[57,12]","","",[1000],[0]
59,9491,[],[312],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,31]","[58,14]","","",[1000],[0]
60,9492,[],[34],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,69]","[59,19,25]","","",[1000],[0]
61,9493,[],[321],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,70]","[60,78]","","",[1000],[0]
62,9494,[],[634],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,42]","[61,41]","","",[1000],[0]
63,9495,[],[319],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,71]","[62,20,26]","","",[1000],[0]
64,9496,[],[636],[0],[],[],[],"",0,"","","",[],"",[633],[3000],"[44,72]","[63,79,16]","","",[1000],[0]
65,9497,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,37]","[43,22]","","",[1000],[0]
66,9498,[],[633],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,64]","[44,73]","","",[1000],[0]
67,9499,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,65]","[46,74]","","",[1000],[0]
68,9500,[],[323],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,36]","[47,21]","","",[1000],[0]
69,9501,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,30]","[48,13]","","",[1000],[0]
70,9502,[],[316],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,32]","[49,17]","","",[1000],[0]
71,9503,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,66]","[50,75]","","",[1000],[0]
72,9504,[],[309],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,28]","[51,11]","","",[1000],[0]
73,9505,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,34]","[52,15]","","",[1000],[0]
74,9506,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,33]","[53,18]","","",[1000],[0]
75,9507,[],[632],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,67]","[54,76]","","",[1000],[0]
76,9508,[],[640],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,68]","[55,77]","","",[1000],[0]
77,9509,[],[625],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,40]","[56,39]","","",[1000],[0]
78,9510,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,29]","[57,12]","","",[1000],[0]
79,9511,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,31]","[58,14]","","",[1000],[0]
80,9512,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,69]","[59,19,25]","","",[1000],[0]
81,9513,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,70]","[60,78]","","",[1000],[0]
82,9514,[],[634],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,42]","[61,41]","","",[1000],[0]
83,9515,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,71]","[62,20,26]","","",[1000],[0]
84,9516,[],[636],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[45,72]","[63,79,16]","","",[1000],[0]
85,9517,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,37]","[43,22]","","",[1000],[0]
86,9518,[],[633],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,64]","[44,73]","","",[1000],[0]
87,9519,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,27]","[45,10]","","",[1000],[0]
88,9520,[],[323],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,36]","[47,21]","","",[1000],[0]
89,9521,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,30]","[48,13]","","",[1000],[0]
90,9522,[],[316],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,32]","[49,17]","","",[1000],[0]
91,9523,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,66]","[50,75]","","",[1000],[0]
92,9524,[],[309],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,28]","[51,11]","","",[1000],[0]
93,9525,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,34]","[52,15]","","",[1000],[0]
94,9526,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,33]","[53,18]","","",[1000],[0]
95,9527,[],[632],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,67]","[54,76]","","",[1000],[0]
96,9528,[],[640],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,68]","[55,77]","","",[1000],[0]
97,9529,[],[625],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,40]","[56,39]","","",[1000],[0]
98,9530,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,29]","[57,12]","","",[1000],[0]
99,9531,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,31]","[58,14]","","",[1000],[0]
100,9532,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[46,69]","[59,19,25]","","",[1000],[0]
