"rownum","Id","rid","[f32]","[rid]","[string]"
0,"FireSurgeMultiSpeed",4493,"[1,2,3]","[4493,4493,4493]","[""slow"",""medium"",""fast""]"
1,"ColdSurgeMultiSpeed",4910,"[1,2,3]","[4910,4910,4910]","[""slow"",""medium"",""fast""]"
2,"LightningSurgeMultiSpeed",4909,"[1,2,3]","[4909,4909,4909]","[""slow"",""medium"",""fast""]"
3,"FlameSurge3",2383,[],[],[]
4,"ColdSurge1",2396,[],[],[]
5,"GemlingColdSurge",2441,[],[],[]
6,"LightningSurge1",2397,[],[],[]
7,"ChaosSurge1",2398,[],[],[]
8,"HolySurge1",2407,[],[],[]
9,"PoisonSurge1",2408,[],[],[]
10,"AuraSurgeRed1",2402,[],[],[]
11,"AuraSurgePurple1",2404,[],[],[]
12,"AuraSurgeGreen1",2400,[],[],[]
13,"AuraSurgeLightGreen1",2401,[],[],[]
14,"AuraSurgeGolden1",2405,[],[],[]
15,"AuraSurgeBlue1",2403,[],[],[]
16,"FocusSurge",2487,[],[],[]
17,"VortexSurge",2603,[],[],[]
18,"HuntsmanAuraStart",2877,[],[],[]
19,"MadcapPhaseRunStart",2835,[],[],[]
20,"MoltenShellCast",3091,[],[],[]
21,"StygianMoltenShellCast",3981,[],[],[]
22,"MoltenShellCastViper",4930,[],[],[]
23,"VaalMoltenShellCast",3092,[],[],[]
24,"StygianVaalMoltenShellCast",3991,[],[],[]
25,"AuraSurgeOrange1",2406,[],[],[]
26,"MinionFocusFireSurge",3365,[],[],[]
27,"PolarisBlackAuraStart",3533,[],[],[]
28,"PolarisWhiteAuraStart",3534,[],[],[]
29,"FrenzyArrowBaseSurge",3596,[],[],[]
30,"ArrowBaseSurgeFire",3713,[],[],[]
31,"ArrowBaseSurgeIce",3714,[],[],[]
32,"ArrowBaseSurgeLightning",3715,[],[],[]
33,"ArrowBaseSurgePhys",3716,[],[],[]
34,"ArrowBaseSurgePhysRed",3717,[],[],[]
35,"ArrowBaseSurgeChaos",3718,[],[],[]
36,"BladeBurstSurge",3834,[],[],[]
37,"IllusionistBladeBlastSurgeEffect",3935,[],[],[]
38,"SawbladeBladeBlastSurgeEffect",3945,[],[],[]
39,"AuraSurgeScientist",3918,[],[],[]
40,"StygianSurgeNew",5156,[],[],[]
41,"DarkSurge",4007,[],[],[]
42,"AngelicAuraEffect",4012,[],[],[]
43,"DemonicAuraEffect",4013,[],[],[]
44,"MicrotransactionDragonHunterSurge",4017,[],[],[]
45,"DesecrateStygianSurge",3986,[],[],[]
46,"GhostflameSurge",2438,[],[],[]
47,"FlameSurgeNew",4240,[],[],[]
48,"CelestialSurge",2439,[],[],[]
49,"HarbingerSurge",2440,[],[],[]
50,"ColdSurgeNew",4241,[],[],[]
51,"LightningSurgeNew",4242,[],[],[]
52,"DetonateBrandsSurge",4321,[],[],[]
53,"SunriseAuraEffect",4404,[],[],[]
54,"NightfallAuraEffect",4405,[],[],[]
55,"VoidSurge",4791,[],[],[]
56,"BladeVortexIllusionist",4831,[],[],[]
57,"AutomatonSurge",4832,[],[],[]
58,"DeathWishSurge",4858,[],[],[]
59,"DarkwoodSurge",4895,[],[],[]
60,"ChaoticEthercraftAura",4915,[],[],[]
61,"EnragedEthercraftAura",4916,[],[],[]
62,"SavageEthercraftAura",4917,[],[],[]
63,"TranquilEthercraftAura",4918,[],[],[]
64,"BlasphemySurge",4945,[],[],[]
65,"SufferingSurge",5050,[],[],[]
66,"MiserySurge",5073,[],[],[]
67,"BlueDragonSurge",5076,[],[],[]
68,"RedDragonSurge",5077,[],[],[]
69,"CombinedDragonSurge",5078,[],[],[]
70,"MicrotransactionFrostVikingSurge",5158,[],[],[]
71,"FirestormCelestialSurge",5204,[],[],[]
72,"MicrotransactionLightbringerSurge",5214,[],[],[]
73,"MicrotransactionDarkshardSurge",5215,[],[],[]
74,"BloodTendrilsSurge",5219,[],[],[]
75,"BloodSurgeSurge",5224,[],[],[]
76,"ArcPurpleSurge",5225,[],[],[]
77,"RadiantSurge",5226,[],[],[]
78,"MicrotransactionMerchantSurge",5242,[],[],[]
79,"CelestialWaveOfConvictionSurge",5266,[],[],[]
80,"StygianWaveOfConvictionSurge",5267,[],[],[]
81,"FrenzyArrowSurgeArcane",5307,[],[],[]
82,"SummonRavenSurge",5325,[],[],[]
83,"SummonBloodRavenSurge",5326,[],[],[]
84,"SummonBeesSurge",5327,[],[],[]
85,"CelestialSummonRagingSpiritSurge",5328,[],[],[]
86,"SummonArcaneEyeSurge",5519,[],[],[]
87,"PainSuppressionSurge",5331,[],[],[]
88,"SunSurge",5343,[],[],[]
89,"BloodreapSurge",5400,[],[],[]
90,"IceShotVaalOrbSurge",132,[],[],[]
91,"RighteousFireLightbringerSurge",5436,[],[],[]
92,"ArrowSurgeStygianPuncture",5503,[],[],[]
93,"AbsolutionBlastSurge",5538,"[1,2,3]","[5538,5538,5538]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5539,[],[],[]
95,"ScavengerSurge",5540,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5591,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5617,[],[],[]
98,"ManaSurgeMultiSpeed",5626,"[1,2,3]","[5626,5626,5626]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5635,[],[],[]
100,"VortexSurgeMyrmidon",5652,[],[],[]
101,"ArrowSurgeFireMystic",5662,[],[],[]
102,"StormCultistLightningSurge",5703,[],[],[]
103,"EyeOfWinterCelestialSurge",5733,[],[],[]
104,"SirenSurge",5980,[],[],[]
105,"DeepwaterSurge",5981,[],[],[]
106,"DirebladeFireballMultiSurge",6051,"[1,2,3]","[6051,6051,6051]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6076,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6077,[],[],[]
109,"CracklingLanceCelestial",6113,[],[],[]
110,"HeritageSurge",6123,[],[],[]
111,"DivergenceSurge",6124,[],[],[]
112,"OblivionFireballSurge",6176,"[1,2,3]","[6176,6176,6176]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6177,"[1,2,3]","[6177,6177,6177]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6238,[],[],[]
115,"BloodTendrilsSurgeMercurial",6285,[],[],[]
116,"XenozakSurge",6367,[],[],[]
117,"FirestormMeteorShowerSurge",6377,[],[],[]
118,"SummonRagingSpiritsDemonicSurge",6378,[],[],[]
119,"ForbiddenRiteCatSurge",6383,[],[],[]
120,"DemonicFireballSurge",6385,"[1,2,3]","[6385,6385,6385]","[""slow"",""medium"",""fast""]"
121,"CelestialNovaSurge",6398,[],[],[]
122,"BloodSurgeHeritageSurge",6408,[],[],[]
123,"LightningArrowDivineSurge",6499,[],[],[]
124,"IceSpearVoidEmperorSurge",6500,[],[],[]
125,"MoltenShellCastMercury",6513,[],[],[]
126,"VaalMoltenShellCastMercury",6514,[],[],[]
127,"GalvanicFieldSurge",6579,[],[],[]
128,"CelestialGalvanicFieldSurge",6621,[],[],[]
129,"AutomatonGalvanicFieldSurge",6629,[],[],[]
130,"RighteousFireTranscendenceSurge",6630,[],[],[]
131,"StarfallReapSurge",6674,[],[],[]
132,"PolymorphPlayerSurgeMTX",6685,[],[],[]
133,"SummonerRingRitual",6727,[],[],[]
134,"SummonerRingStygian",6728,[],[],[]
135,"SummonerRingNecrotic",6729,[],[],[]
136,"SummonerRingDivine",6730,[],[],[]
137,"VaalVenomGyreSurge",6731,[],[],[]
138,"VaalVenomGyreSurgeIllusionist",6732,[],[],[]
139,"EyeOfWinterButterflySurge",6835,[],[],[]
