"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
0,33,6798,7,0,0,0,0,1,1,"","",""
1,34,6799,6,0,0,1,3,1,1,"","",""
2,35,6800,1,0,0,0,0,1,1,"","",""
3,36,6801,2,0,0,0,0,1,1,"","",""
4,37,6802,2,1,0,0,0,1,1,"","",""
5,39,6803,2,2,0,0,0,1,1,"","",""
6,40,6804,9,0,0,0,0,1,1,"","",""
7,41,6805,1,1,0,0,0,"","","","",""
8,42,6806,15,0,0,0,0,1,1,"","",""
9,43,6807,4,0,0,0,0,1,1,"","",""
10,44,6808,9,2,0,0,0,1,1,"","",""
11,45,6809,6,2,0,2,3,1,1,"","",""
12,46,6810,16,0,0,0,0,1,1,"","",""
13,47,6811,16,2,0,0,0,1,1,"","",""
14,48,6812,9,4,0,0,0,1,1,"","",""
15,50,6814,8,0,0,0,0,1,1,"","",""
16,51,6815,8,2,0,0,0,1,1,"","",""
17,52,6817,6,4,0,0,0,1,1,"","",""
18,53,6818,6,6,0,0,0,1,1,"","",""
19,54,6819,2,3,0,0,0,1,1,"","",""
20,56,6821,2,4,0,0,0,1,1,"","",""
21,58,6823,11,0,0,0,0,"","","","",""
22,59,6824,1,2,0,0,0,1,1,"","",""
23,60,6825,1,3,0,0,0,1,1,"","",""
24,62,6827,1,4,0,0,0,1,1,"","",""
25,63,6828,15,2,0,0,0,1,1,"","",""
26,64,6829,15,4,0,0,0,1,1,"","",""
27,66,6831,16,4,0,0,0,1,1,"","",""
28,67,6832,16,6,0,0,0,1,1,"","",""
29,68,6833,16,8,0,0,0,1,1,"","",""
30,69,6834,16,10,0,0,0,1,1,"","",""
31,70,6835,16,12,0,0,0,1,1,"","",""
32,71,6836,16,14,0,0,0,1,1,"","",""
33,72,6837,16,16,0,0,0,"","","","",""
34,73,6838,16,18,0,0,0,1,1,"","",""
35,74,6839,16,20,0,0,0,1,1,"","",""
