"rownum","Id","ChestsKey","SpawnWeight","MinLabyrinthTier","MaxLabyrinthTier","i32"
0,"Metadata/Chests/Labyrinth/Izaro/IzaroChest1",358,200,1,3,0
1,"Metadata/Chests/Labyrinth/Izaro/IzaroChest2",359,100,1,3,0
2,"Metadata/Chests/Labyrinth/Izaro/IzaroChest3",360,50,1,3,0
3,"Metadata/Chests/Labyrinth/Izaro/IzaroChest4",361,5,1,3,0
4,"Metadata/Chests/Labyrinth/Izaro/IzaroChest5",362,200,1,3,0
5,"Metadata/Chests/Labyrinth/Izaro/IzaroChest6",363,100,1,3,0
6,"Metadata/Chests/Labyrinth/Izaro/IzaroChest7",364,200,1,3,0
7,"Metadata/Chests/Labyrinth/Izaro/IzaroChest8",365,100,1,3,0
8,"Metadata/Chests/Labyrinth/Izaro/IzaroChest9",366,200,1,3,0
9,"Metadata/Chests/Labyrinth/Izaro/IzaroChest10",367,100,1,3,0
10,"Metadata/Chests/Labyrinth/Izaro/IzaroChest11",368,200,1,3,0
11,"Metadata/Chests/Labyrinth/Izaro/IzaroChest12",369,100,1,3,0
12,"Metadata/Chests/Labyrinth/Izaro/IzaroChest14",371,100,1,3,0
13,"Metadata/Chests/Labyrinth/Izaro/IzaroChest15",372,100,1,3,0
14,"Metadata/Chests/Labyrinth/Izaro/IzaroChest16",373,500,1,3,0
15,"Metadata/Chests/Labyrinth/Izaro/IzaroChest17",374,100,1,3,0
16,"Metadata/Chests/Labyrinth/Izaro/IzaroChest18",375,100,1,3,0
17,"Metadata/Chests/Labyrinth/Izaro/IzaroChest20",377,5,1,3,0
18,"Metadata/Chests/Labyrinth/Izaro/IzaroChest21",378,200,4,4,0
19,"Metadata/Chests/Labyrinth/Izaro/IzaroChest22",379,50,4,4,0
20,"Metadata/Chests/Labyrinth/Izaro/IzaroChest23",380,200,4,4,0
21,"Metadata/Chests/Labyrinth/Izaro/IzaroChest24",381,15,4,4,0
22,"Metadata/Chests/Labyrinth/Izaro/IzaroChest13",370,50,4,4,0
23,"Metadata/Chests/Labyrinth/Izaro/IzaroChest19",376,20,4,4,0
24,"Metadata/Chests/Labyrinth/Izaro/IzaroChest25",383,120,4,4,0
25,"Metadata/Chests/Labyrinth/Izaro/IzaroChest26",384,160,4,4,0
26,"Metadata/Chests/Labyrinth/Izaro/IzaroChest27",385,200,4,4,0
27,"Metadata/Chests/Labyrinth/Izaro/IzaroChest28",386,200,4,4,0
28,"Metadata/Chests/Labyrinth/Izaro/IzaroChest29",387,200,4,4,0
29,"Metadata/Chests/Labyrinth/Izaro/IzaroChest30",388,200,4,4,0
30,"Metadata/Chests/Labyrinth/Izaro/IzaroChest31",389,200,4,4,0
31,"Metadata/Chests/Labyrinth/Izaro/IzaroChest32",390,200,4,4,0
32,"Metadata/Chests/Labyrinth/Izaro/IzaroChest33",391,200,4,4,0
33,"Metadata/Chests/Labyrinth/Izaro/IzaroChest34",392,200,4,4,0
34,"Metadata/Chests/Labyrinth/Izaro/IzaroChest35",393,120,4,4,0
35,"Metadata/Chests/Labyrinth/Izaro/IzaroChest36",394,200,4,4,0
