"rownum","Id","Name","IsCategory","Category","SkillGem"
0,"Specials","Specials",1,"",[]
1,"NewItems","New",1,"",[]
2,"StashTabs","Stash Tabs",1,"",[]
3,"Bundles","Bundles",1,"",[]
4,"ArmourEffects","Armour",1,"",[]
5,"BackAttachments","Back Attachments",1,"",[]
6,"WeaponEffects","Weapon",1,"",[]
7,"Portals","Portals",1,"",[]
8,"AlternateSkillEffects","Skill Effects",1,"",[]
9,"CharacterEffects","Character",1,"",[]
10,"FootprintEffects","Footprints",1,"",[]
11,"Guild","Guild",1,"",[]
12,"GuildHideout","Guild Hideout",1,"",[]
13,"Pets","Pets",1,"",[]
14,"Hideout","Hideout",1,"",[]
15,"Consumable","Consumable","","",[]
16,"MysteryPacks","Mystery Packs","",15,[]
17,"MostPopular","Most Popular","","",[]
18,"AccountFeatures","Account Features",1,"",[]
19,"ClassicEffects","Classic Effects","","",[]
20,"TencentHotAndNew","Hot and New",1,"",[]
21,"TencentAccountFunctions","Account Functions",1,"",[]
22,"TencentGuildFunctions","Guild Functions",1,"",[]
23,"TencentCosmetics","Cosmetics",1,"",[]
24,"TencentBackAttachments","Back Attachments",1,"",[]
25,"TencentWeaponEffects","Weapon Effects",1,"",[]
26,"TencentSkillEffects","Skill Effects",1,"",[]
27,"TencentCharacterEffects","Character Effects",1,"",[]
28,"TencentFootprintsEffects","Footprints Effects",1,"",[]
29,"TencentPortalEffects","Portal Effects",1,"",[]
30,"TencentPets","Pets",1,"",[]
31,"TencentHideout","Hideout",1,"",[]
32,"TencentTradeableMicrotransactions","Tradeable Microtransaction",1,"",[]
33,"TencentSecondary","Tencent Misc","","",[]
34,"CursorMtx","Cursor Skin","","",[]
35,"HUDMtx","HUD Skin","","",[]
36,"JewelMtx","Passive Jewel Skin","","",[]
37,"FlaskMtx","Flask Skin","","",[]
38,"BeltMtx","Belt Skin","","",[]
39,"AmuletMtx","Amulet Skin","","",[]
40,"WeaponSkin1Mtx","Weapon Skin","","",[]
41,"WeaponSkin2Mtx","Weapon Skin","","",[]
42,"WeaponEffect1Mtx","Weapon Effect","","",[]
43,"WeaponEffect2Mtx","Weapon Effect","","",[]
44,"WeaponAddedEffect1Mtx","Weapon Added Effect","","",[]
45,"WeaponAddedEffect2Mtx","Weapon Added Effect","","",[]
46,"HelmetSkinMtx","Helmet Skin","",4,[]
47,"HelmetAttachmentMtx","Helmet Attachment","",4,[]
48,"ArmourSkinMtx","Armour Skin","",4,[]
49,"ArmourAttachmentMtx","Armour Attachment","",4,[]
50,"GlovesMtx","Gloves","",4,[]
51,"BootsMtx","Boots","",4,[]
52,"FootprintsMtx","Footprints","","",[]
53,"ShieldSkin","Shield Skin","","",[]
54,"ApparitionMtx","Apparition","","",[]
55,"CharacterEffectMtx","Character Effect","","",[]
56,"PetMtx","Pet","","",[]
57,"SocialFrameMtx","Social Frame","","",[]
58,"PortraitMtx","Portrait","","",[]
59,"PortalMtx","Portal","","",[]
60,"RingMtx","Ring Skin","","",[]
61,"HipAttachmentMtx","Hip Attachment","","",[]
62,"AlternateCharges","Alternate Charge Skin","","",[]
63,"AncestralCallMtx","Ancestral Call","",8,[6040]
64,"AncestralWarchiefMtx","Ancestral Warchief","",8,[6008]
65,"AngerMtx","Anger","",8,[5814]
66,"ArcMtx","Arc","",8,[5807]
67,"ArcticArmourMtx","Arctic Armour","",8,[5840]
68,"BallLightningMtx","Ball Lightning","",8,[5891]
69,"BarrageMtx","Barrage","",8,[5890]
70,"BladefallMtx","Bladefall","",8,[5982]
71,"BladeflurryMtx","Blade Flurry","",8,[5699]
72,"BladeVortexMtx","Blade Vortex","",8,[5985]
73,"BlasphemyMtx","Blasphemy","",8,[5963]
74,"BlastRainMtx","Blast Rain","",8,[5981]
75,"BlinkArrowMtx","Blink Arrow","",8,[5955]
76,"BloodRageMtx","Blood Rage","",8,[5735]
77,"ClarityMtx","Clarity","",8,[5820]
78,"CleaveMtx","Cleave","",8,[5703]
79,"ChargedDashMtx","Charged Dash","",8,[5698]
80,"ColdSnapMtx","Cold Snap","",8,[5713]
81,"ContagionMtx","Contagion","",8,[5994]
82,"ConvocationMtx","Convocation","",8,[5903]
83,"CremationMtx","Cremation","",8,[6033]
84,"CycloneMtx","Cyclone","",8,[5856]
85,"DecoyTotemMtx","Decoy Totem","",8,[5836]
86,"DesecrateMtx","Desecrate","",8,[5898]
87,"DeterminationMtx","Determination","",8,[5813]
88,"DevouringTotemMtx","Devouring Totem","",8,[5837]
89,"DischargeMtx","Discharged","",8,[5740]
90,"DisciplineMtx","Discipline","",8,[5811]
91,"DoubleStrikeMtx","Double Strike","",8,[5706]
92,"EarthquakeMtx","Earthquake","",8,[5993]
93,"ElementalHitMtx","Elemental Hit","",8,[5708]
94,"EssenceDrainMtx","Essence Drain","",8,[5997]
95,"EtherealKnivesMtx","Ethereal Knives","",8,[5838]
96,"FireballMtx","Fireball","",8,[5695]
97,"FirestormMtx","Firestorm","",8,[5800]
98,"FlameblastMtx","Flameblast","",8,[5889]
99,"FlameDashMtx","Flame Dash","",8,[5969]
100,"FlameTotemMtx","Holy Flame Totem","",8,[5841]
101,"FlickerStrikeMtx","Flicker Strike","",8,[5751]
102,"FreezingPulseMtx","Freezing Pulse","",8,[5761]
103,"FrostBladesMtx","Frost Blades","",8,[5970]
104,"FrostBoltMtx","Frostbolt","",8,[6004]
105,"FrostBoltNovaMtx","Vortex","",8,[6005]
106,"FrostBombMtx","Frost Bomb","",8,[5988]
107,"GlacialCascadeMtx","Glacial Cascade","",8,[5902]
108,"GraceMtx","Grace","",8,[5812]
109,"GroundSlamMtx","Ground Slam","",8,[5702]
110,"HasteMtx","Haste","",8,[5808]
111,"HatredMtx","Hatred","",8,[5815]
112,"HeraldOfAgonyMtx","Herald of Agony","",8,[5947]
113,"HeraldOfAshMtx","Herald of Ash","",8,[5944]
114,"HeraldOfIceMtx","Herald of Ice","",8,[5945]
115,"HeraldOfLightMtx","Herald of Purity","",8,[5948]
116,"HeraldOfThunderMtx","Herald of Thunder","",8,[5946]
117,"HolyRelicMtx","Summon Holy Relic","",8,[6060]
118,"IceNovaMtx","Ice Nova","",8,[5696]
119,"IceSpearMtx","Ice Spear","",8,[5754]
120,"IceTrapMtx","Ice Trap","",8,[5978]
121,"ImmortalCallMtx","Immortal Call","",8,[5709]
122,"IncinerateMtx","Incinerate","",8,[5855]
123,"KineticBlastMtx","Kinetic Blast","",8,[5956]
124,"LacerateMtx","Lacerate","",8,[5707]
125,"LightningSpireMtx","Lightning Spire","",8,[6048]
126,"LightningWarpMtx","Lightning Warp","",8,[5781]
127,"LeapSlamMtx","Leap Slam","",8,[5697]
128,"LightningArrowMtx","Lightning Arrow","",8,[5806]
129,"MagmaOrbMtx","Rolling Magma","",8,[5976]
130,"MirageArcherMtx","Mirage Archer","",8,[6042]
131,"MirrorArrowMtx","Mirror Arrow","",8,[5954]
132,"MoltenShellMtx","Molten Shell","",8,[5803]
133,"MoltenStrikeMtx","Molten Strike","",8,[5928]
134,"OrbOfStormsMtx","Orb of Storms","",8,[5989]
135,"PhaseRunMtx","Phase Run","",8,[5766]
136,"CausticArrowMtx","Caustic Arrow","",8,[5719]
137,"PurityMtx","Purity","",8,[5809]
138,"PurityofFireMtx","Purity of Fire","",8,[5882]
139,"PurityofIceMtx","Purity of Ice","",8,[5884]
140,"PurityofLightningMtx","Purity of Lightning","",8,[5886]
141,"RainOfArrowsMtx","Rain of Arrows","",8,[5789]
142,"RaiseSpectreMtx","Raise Spectre","",8,[5757]
143,"RaiseZombieMtx","Raise Zombie","",8,[5714]
144,"ReaveMtx","Reave","",8,[5865]
145,"RejuvenationTotemMtx","Rejuvenation Totem","",8,[5830]
146,"RighteousFireMtx","Righteous Fire","",8,[5738]
147,"ScorchingRayMtx","Scorching Ray","",8,[6012]
148,"ScourgeArrowMtx","Scourge Arrow","",8,[6058]
149,"SearingBondMtx","Searing Bond","",8,[5861]
150,"ShieldChargeMtx","Shield Charge","",8,[5704]
151,"ShockNovaMtx","Shock Nova","",8,[5762]
152,"ShockwaveTotemMtx","Shockwave Totem","",8,[5829]
153,"SiegeBallistaMtx","Siege Ballista","",8,[5983]
154,"SparkMtx","Spark","",8,[5752]
155,"SpectralShieldThrowMtx","Spectral Shield Throw","",8,[5694]
156,"SplitArrowMtx","Split Arrow","",8,[5723]
157,"StormCallMtx","Storm Call","",8,[5888]
158,"SummonChaosGolemMtx","Summon Chaos Golem","",8,[5959]
159,"SummonFlameGolemMtx","Summon Flame Golem","",8,[5961]
160,"SummonIceGolemMtx","Summon Ice Golem","",8,[5960]
161,"SummonLightningGolemMtx","Summon Lightning Golem","",8,[5962]
162,"SummonRagingSpiritMtx","Summon Raging Spirit","",8,[5895]
163,"SummonStoneGolemMtx","Summon Stone Golem","",8,[5990]
164,"SummonSkeletonsMtx","Summon Skeletons","",8,[5782]
165,"SunderMtx","Sunder","",8,[6003]
166,"TempestShieldMtx","Tempest Shield","",8,[5802]
167,"ThrownWeaponMtx","Spectral Throw","",8,[5874]
168,"TornadoShotMtx","Tornado Shot","",8,[5940]
169,"ToxicRainMtx","Toxic Rain","",8,[6059]
170,"VaalAncestralWarchiefMtx","Vaal Ancestral Warchief","",8,[6055]
171,"VaalArcMtx","Vaal Arc","",8,[5905]
172,"VaalBladeVortexMtx","Vaal Blade Vortex","",8,[5987]
173,"VaalClarityMtx","Vaal Clarity","",8,[5929]
174,"VaalColdSnapMtx","Vaal Cold Snap","",8,[5918]
175,"VaalCycloneMtx","Vaal Cyclone","",8,[5912]
176,"VaalDisciplineMtx","Vaal Discipline","",8,[5931]
177,"VaalDoubleStrikeMtx","Vaal Double Strike","",8,[5922]
178,"VaalEarthquakeMtx","Vaal Earthquake","",8,[6051]
179,"VaalFireballMtx","Vaal Fireball","",8,[5904]
180,"VaalFlameblastMtx","Vaal Flameblast","",8,[5938]
181,"VaalGraceMtx","Vaal Grace","",8,[5930]
182,"VaalGroundSlamMtx","Vaal Ground Slam","",8,[5916]
183,"VaalHasteMtx","Vaal Haste","",8,[5932]
184,"VaalIceNovaMtx","Vaal Ice Nova","",8,[5913]
185,"VaalImmortalCall","Vaal Immortal Call","",8,[5910]
186,"VaalLightningWarpMtx","Vaal Lightning Warp","",8,[5909]
187,"VaalMoltenShellMtx","Vaal Molten Shell","",8,[5908]
188,"VaalMoltenStrikeMtx","Vaal Molten Strike","",8,[6405]
189,"VaalPurityOfFireMtx","Vaal Impurity of Fire","",8,[5883]
190,"VaalPurityOfIceMtx","Vaal Impurity of Ice","",8,[5885]
191,"VaalPurityOfLightningMtx","Vaal Impurity of Lightning","",8,[5887]
192,"VaalRainOfArrowsMtx","Vaal Rain of Arrows","",8,[5917]
193,"VaalReaveMtx","Vaal Reave","",8,[5927]
194,"VaalRighteousFireMtx","Vaal Righteous Fire","",8,[5935]
195,"VaalSmiteMtx","Vaal Smite","",8,[6411]
196,"VaalSparkMtx","Vaal Spark","",8,[5906]
197,"VaalStormCallMtx","Vaal Storm Call","",8,[5925]
198,"VaalSummonSkeletonsMtx","Vaal Summon Skeletons","",8,[5924]
199,"VaalThrownWeaponMtx","Vaal Spectral Throw","",8,[5919]
200,"VaalPowerSiphonMtx","Vaal Power Siphon","",8,[5911]
201,"VitalityMtx","Vitality","",8,[5810]
202,"VolatileDeadMtx","Volatile Dead","",8,[5716]
203,"WhirlingBladesMtx","Whirling Blades","",8,[5711]
204,"WitherMtx","Wither","",8,[5995]
205,"WrathMtx","Wrath","",8,[5816]
206,"RangedAttackTotemMtx","Ranged Attack Totem","",8,[5843]
207,"SpellTotemMtx","SpellTotem","",8,[5827]
208,"WarBannerMtx","War Banner","",8,[6067]
209,"DreadBannerMtx","Dread Banner","",8,[6068]
210,"ZealotryMtx","Zealotry","",8,[6080]
211,"MalevolenceMtx","Malevolence","",8,[6082]
212,"SoulrendMtx","Soulrend","",8,[6074]
213,"DivineIreMtx","Divine Ire","",8,[6077]
214,"WinterOrbMtx","Winter Orb","",8,[6063]
215,"BaneMtx","Bane","",8,[6075]
216,"IceDashMtx","Ice Dash","",8,[6098]
217,"QuickDodgeMtx","Dash","",8,[6087]
218,"PrecisionMtx","Precision","",8,[6099]
219,"PrideMtx","Pride","",8,[6103]
220,"LightningTrapMtx","Lightning Trap","",8,[5870]
221,"VaalLightningTrapMtx","Vaal Lightning Trap","",8,[5941]
222,"BladestormMtx","Bladestorm","",8,[6090]
223,"BloodAndSandMtx","Blood and Sand","",8,[6091]
224,"FleshAndStoneMtx","Flesh and Stone","",8,[6100]
225,"StormBrandMtx","Storm Brand","",8,[6066]
226,"BlightMtx","Blight","",8,[5996]
227,"VaalBlightMtx","Vaal Blight","",8,[6052]
228,"PyroclastMineMtx","Pyroclast Mine","",8,[5939]
229,"HailstormMineMtx","Icicle Mine","",8,[5831]
230,"StormblastMineMtx","Stormblast Mine","",8,[6115]
231,"BlastChainMineMtx","Remote Mine","",8,[5828]
232,"HighImpactMineMtx","Remote Mine","",8,[6117]
233,"SummonSkitterbotsMtx","Summon Skitterbots","",8,[6116]
234,"ArtilleryBallistaMtx","Artillery Ballista","",8,[6125]
235,"ShrapnelBallistaMtx","Shrapnel Ballista","",8,[6121]
236,"ExplosiveArrowMtx","Explosive Arrow","",8,[5771]
237,"BlasphemyPlusMtx","Awakened Blasphemy","",8,[6149]
238,"SummonCarrionGolemMtx","Summon Carrion Golem","",8,[6107]
239,"BladeBlastMtx","Blade Blast","",8,[6169]
240,"AnimateWeaponMtx","Animated Weapon","",8,[5880]
241,"KineticBoltMtx","Kinetic Bolt","",8,[6168]
242,"PowerSiphonMtx","Power Siphon","",8,[5804]
243,"StormbindMtx","Stormbind","",8,[6076]
244,"DominatingBlowMtx","Dominating Blow","",8,[5788]
245,"EnduringCryMtx","Enduring Cry","",8,[5705]
246,"RallyingCryMtx","Rallying Cry","",8,[5965]
247,"AbyssalCryMtx","Abyssal Cry","",8,[5966]
248,"IntimidatingCryMtx","Intimidating Cry","",8,[6177]
249,"GeneralsCryMtx","General's Cry","",8,[6182]
250,"AncestralCryMtx","Ancestral Cry","",8,[6178]
251,"SeismicCryMtx","Seismic Cry","",8,[5967]
252,"TectonicSlamMtx","Tectonic Slam","",8,[6036]
253,"FistOfWarMtx","Fist of War","",8,[6175]
254,"IceCrashMtx","Ice Crash","",8,[5964]
255,"LancingSteelMtx","Lancing Steel","",8,[6065]
256,"ShatteringSteelMtx","Shattering Steel","",8,[6069]
257,"DetonateDeadMtx","Detonate Dead","",8,[5715]
258,"VaalDetonateDeadMtx","Vaal Detonate Dead","",8,[5915]
259,"VoidSphereMtx","Void Sphere","",8,[6186]
260,"SmiteMtx","Smite","",8,[6057]
261,"EarthshatterMtx","Earthshatter","",8,[6181]
262,"ConsecratedPathMtx","Consecrated Path","",8,[6056]
263,"CracklingLanceMtx","Crackling Lance","",8,[6187]
264,"BodyswapMtx","Bodyswap","",8,[6034]
265,"FlameWallMtx","Flame Wall","",8,[6191]
266,"EnsnaringArrowMtx","Ensnaring Arrow","",8,[6124]
267,"SigilOfPowerMtx","Sigil of Power","",8,[6190]
268,"SteelskinMtx","Steelskin","",8,[6085]
269,"PunctureMtx","Puncture","",8,[5805]
270,"WaveOfConvictionMtx","Wave of Conviction","",8,[6078]
271,"BoneOfferingMtx","Bone Offering","",8,[5900]
272,"SpiritOfferingMtx","Spirit Offering","",8,[5901]
273,"FleshOfferingMtx","Flesh Offering","",8,[5899]
274,"FrenzyMtx","Frenzy","",8,[5712]
275,"WitheringStepMtx","Withering Step","",8,[6108]
276,"IceShotMtx","Ice Shot","",8,[5721]
277,"DefianceBannerMtx","Defiance Banner","",8,[6209]
278,"PenanceBrandMtx","Penance Brand","",8,[6179]
279,"ArcanistBrandMtx","Arcanist Brand","",8,[6176]
280,"WintertideBrandMtx","Wintertide Brand","",8,[6180]
281,"ArmageddonBrandMtx","Armageddon Brand","",8,[6071]
