"rownum","Id","ChestsKey","UniqueChestsKey","MinLevel","MaxLevel","Weight","i32"
0,"CurrencyRoom1",679,"",1,100,2400,0
1,"CurrencyRoom2",680,"",1,100,2400,0
2,"CurrencyRoom3",682,"",40,100,200,1
3,"CurrencyRoom4",683,"",1,100,1200,2
4,"CurrencyRoom5",684,"",68,100,20,1
5,"CurrencyRoom6",685,"",1,100,1200,2
6,"CurrencyRoom7",681,"",1,100,2400,0
7,"CurrencyRoom8",686,"",75,100,200,1
8,"CurrencyRoom9",687,"",50,100,40,1
9,"CurrencyRoom10",688,"",68,100,1,1
10,"CurrencyRoom11",690,"",1,100,1200,2
11,"CurrencyRoom12",691,"",68,100,200,2
12,"CurrencyRoom13",692,"",80,100,20,1
13,"ChestsRoom1",571,"",1,100,2400,0
14,"ChestsRoom2",572,"",1,100,2400,0
15,"ChestsRoom3",573,"",1,100,2400,0
16,"ChestsRoom4",574,"",1,100,200,1
17,"ChestsRoom5",575,"",68,100,1,1
18,"ChestsRoom8",578,"",68,100,200,1
19,"ChestsRoom9",579,"",80,100,40,1
20,"ChestsRoom11",580,"",1,100,1200,1
21,"ChestsRoom12",581,"",68,100,40,1
22,"ChestsRoom14",585,"",73,100,40,1
23,"ChestsRoom15",586,"",68,100,40,1
24,"ChestsRoom29",599,"",1,100,1200,2
25,"ChestsRoom30",600,"",68,100,1200,2
26,"ChestsRoom31",601,"",1,100,1200,2
27,"ChestsRoom32",602,"",1,100,1200,2
28,"ChestsRoom33",603,"",1,100,1200,2
29,"ChestsRoom34",604,"",1,100,1200,2
30,"TrinketsRoom1",655,"",1,100,1200,0
31,"TrinketsRoom2",658,"",1,100,400,0
32,"TrinketsRoom3",671,"",60,100,60,0
33,"TrinketsRoom4",672,"",60,100,12,0
34,"TrinketsRoom5",673,"",55,100,35,0
35,"TrinketsRoom6",670,"",81,100,15,0
36,"TrinketsRoom8",678,"",80,100,175,0
37,"TrinketsRoom9",675,"",68,100,60,0
38,"TrinketsRoom10",676,"",80,100,6,0
39,"TrinketsRoom11",677,"",1,100,50,0
40,"TrinketsRoom12",667,"",46,100,100,0
41,"TrinketsRoom13",668,"",23,100,150,0
42,"TrinketsRoom14",664,"",40,100,200,0
43,"MapsRoom1",693,"",58,100,2400,0
44,"MapsRoom2",694,"",58,100,1200,2
45,"MapsRoom3",695,"",58,100,1200,1
46,"MapsRoom4",696,"",58,100,200,1
47,"MapsRoom7",699,"",58,100,200,1
48,"MapsRoom8",700,"",81,100,200,1
49,"MapsRoom9",701,"",58,100,200,1
50,"MapsRoom10",702,"",58,100,1200,1
51,"MapsRoom11",703,"",80,100,40,1
52,"GemsRoom1",704,"",1,100,2400,0
53,"GemsRoom2",705,"",1,100,1200,2
54,"GemsRoom3",706,"",1,100,1200,1
55,"GemsRoom4",708,"",68,100,40,1
56,"GemsRoom5",707,"",1,100,200,1
57,"GemsRoom6",709,"",1,100,200,1
58,"ArmourRoom1",638,"",1,100,1200,0
59,"ArmourRoom2",639,"",50,100,2,0
60,"ArmourRoom4",641,"",35,100,30,0
61,"ArmourRoom6",643,"",1,100,150,0
62,"ArmourRoom8",645,"",60,100,50,0
63,"ArmourRoom9",646,"",60,100,10,0
64,"ArmourRoom10",647,"",68,100,200,0
65,"ArmourRoom11",648,"",55,100,30,0
66,"ArmourRoom12",649,"",81,100,12,0
67,"ArmourRoom14",651,"",80,100,150,0
68,"ArmourRoom15",652,"",68,100,50,0
69,"ArmourRoom16",653,"",80,100,5,0
70,"ArmourRoom17",654,"",1,100,150,0
71,"ArmourRoom18",631,"",23,100,200,0
72,"WeaponsRoom1",613,"",1,100,1200,0
73,"WeaponsRoom2",614,"",50,100,2,0
74,"WeaponsRoom4",607,"",23,100,200,0
75,"WeaponsRoom5",616,"",35,100,30,0
76,"WeaponsRoom7",618,"",1,100,150,0
77,"WeaponsRoom9",620,"",60,100,50,0
78,"WeaponsRoom10",621,"",60,100,10,0
79,"WeaponsRoom11",622,"",55,100,30,0
80,"WeaponsRoom12",623,"",81,100,12,0
81,"WeaponsRoom14",625,"",80,100,150,0
82,"WeaponsRoom15",626,"",68,100,50,0
83,"WeaponsRoom16",627,"",80,100,5,0
84,"WeaponsRoom17",628,"",1,100,150,0
85,"StrongboxRoom1",268,"",1,100,2400,0
86,"StrongboxRoom2",251,"",1,100,2400,0
87,"StrongboxRoom3",250,"",1,100,2400,0
88,"StrongboxRoom4",252,"",1,100,2400,0
89,"StrongboxRoom5",261,"",1,100,1200,0
90,"StrongboxRoom6",264,"",1,100,1200,0
91,"StrongboxRoom7",263,"",20,100,1200,0
92,"StrongboxRoom8",266,"",1,100,600,0
93,"StrongboxRoom9",247,"",26,100,600,0
94,"StrongboxRoom10",253,"",68,100,200,0
95,"StrongboxRoom11",270,"",55,100,200,0
96,"StrongboxRoom13","",2,20,100,18,0
97,"StrongboxRoom14","",3,60,100,12,0
98,"StrongboxRoom15","",15,30,100,30,0
99,"StrongboxRoom16","",16,35,100,30,0
100,"StrongboxRoom17","",17,40,100,30,0
101,"StrongboxRoom18","",18,56,100,9,0
102,"StrongboxRoom19","",19,56,100,9,0
103,"StrongboxRoom20","",20,56,100,9,0
104,"StrongboxRoom21","",21,56,100,3,0
105,"StrongboxRoom22","",26,40,100,18,0
106,"MinionBoss3RoomChest",718,"",1,100,1,0
107,"FireBoss3RoomChest",717,"",1,100,1,0
108,"LightningBoss3RoomChest",716,"",1,100,1,0
109,"Poison3RoomChest",713,"",1,100,1,0
110,"Trap3RoomChest",714,"",1,100,1,0
111,"Healing3RoomChest",712,"",1,100,1,0
112,"Storm3RoomChest",715,"",1,100,1,0
113,"ExplosivesRoomChest",720,"",1,100,1,0
114,"BreachRoomChest",711,"",1,100,1,0
115,"HardModeCurrency1",721,"",1,100,1,0
116,"HardModeCurrency2",722,"",1,100,1,0
117,"HardModeCurrency3",723,"",1,100,1,1
118,"HardModeGems1",724,"",1,100,1,0
119,"HardModeGems2",725,"",1,100,1,0
120,"HardModeGems3",726,"",1,100,1,1
121,"HardModeTrinkets1",727,"",1,100,1,0
122,"HardModeTrinkets2",728,"",1,100,1,0
123,"HardModeTrinkets3",729,"",1,100,1,1
124,"HardModeArmour1",730,"",1,100,1,0
125,"HardModeArmour2",731,"",1,100,1,0
126,"HardModeArmour3",732,"",1,100,1,1
127,"HardModeWeapons1",733,"",1,100,1,0
128,"HardModeWeapons2",734,"",1,100,1,0
129,"HardModeWeapons3",735,"",1,100,1,1
130,"HardModeMaps1",736,"",68,100,1,0
131,"HardModeMaps2",737,"",68,100,1,0
132,"HardModeMaps3",738,"",68,100,1,1
133,"HardModeGeneric1",739,"",1,100,100,0
134,"HardModeGeneric2",740,"",1,100,100,0
135,"HardModeGeneric3",741,"",1,100,100,0
136,"HardModeGeneric4",742,"",1,100,1,1
137,"HardModeStrongbox1",274,"",26,100,1,0
138,"HardModeStrongbox2",275,"",1,100,1,0
139,"HardModeStrongbox3",276,"",1,100,1,0
