"rownum","BaseItemTypesKey","IsEnabled","bool"
0,8344,1,1
1,8345,1,1
2,8346,1,1
3,8347,1,1
4,8348,1,1
5,8349,1,1
6,8350,1,1
7,8351,1,1
8,8352,1,1
9,8353,1,1
10,8354,1,1
11,8355,1,1
12,8356,1,1
13,8357,1,1
14,8358,1,1
15,8359,1,1
16,8360,1,1
17,8361,1,1
18,8362,1,1
19,8363,1,1
20,8364,1,1
21,8365,1,1
22,8366,1,1
23,8367,1,1
24,8368,1,1
25,8369,1,1
26,8370,1,1
27,8371,1,1
28,8372,1,1
29,8373,1,1
30,8374,1,1
31,8375,1,1
32,8376,1,1
33,8377,1,1
34,8378,1,1
35,8379,1,1
36,8380,1,1
37,8381,1,1
38,8382,1,1
39,8383,1,1
40,8384,1,1
41,8385,1,1
42,8386,1,1
43,8387,1,1
44,8388,1,1
45,8389,1,1
46,8390,1,1
47,8391,1,1
48,8392,1,1
49,8393,1,1
50,8394,1,1
51,8395,1,1
52,8396,1,1
53,8397,1,1
54,8398,1,1
55,8399,1,1
56,8400,1,1
57,8401,1,1
58,8402,1,1
59,8403,1,1
60,8404,1,1
61,8405,1,1
62,8406,1,1
63,8407,1,1
64,8408,1,1
65,8409,1,1
66,8410,1,1
67,8411,1,1
68,8412,1,1
69,8413,1,1
70,8414,1,1
71,8415,1,1
72,8416,1,1
73,8417,1,1
74,8418,1,1
75,8419,1,1
76,8420,1,1
77,8421,1,1
78,8422,1,1
79,8423,1,1
80,8424,1,1
81,8425,1,1
82,8426,1,1
83,8427,1,1
84,8428,1,1
85,8429,1,1
86,8430,1,1
87,8431,1,1
88,8432,1,1
89,8433,1,1
90,8434,1,1
91,8435,1,1
92,8436,1,1
93,8437,1,1
94,8438,1,1
95,8439,1,1
96,8440,1,1
97,8441,1,1
98,8442,1,1
99,8443,1,1
100,8444,1,1
101,8445,1,1
102,8446,1,1
103,8447,1,1
104,8448,1,1
105,8449,1,1
106,8450,1,1
107,8451,1,1
108,8452,1,1
109,8453,1,1
110,8454,1,1
111,8455,1,1
112,8456,1,1
113,8457,1,1
114,8458,1,1
115,8459,1,1
116,8460,1,1
117,8461,1,1
118,8462,1,1
119,8463,1,1
120,8464,1,1
121,8465,1,1
122,8466,1,1
123,8467,1,1
124,8468,1,1
125,8469,1,1
126,8470,1,1
127,8471,1,1
128,8472,1,1
129,8473,1,1
130,8474,1,1
131,8475,1,1
132,8476,1,1
133,8477,1,1
134,8478,1,1
135,8480,1,1
136,8479,1,1
137,8481,"",1
138,8482,1,1
139,8483,1,1
140,8484,1,1
141,8485,1,1
142,8486,1,1
143,8487,1,1
144,8488,1,1
145,8489,1,1
146,8490,1,1
