"rownum","Id","MonsterPacksKey","MonsterVarietiesKey","MonsterSpawnerId"
0,"Tiger",1324,6115,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsTiger"
1,"HellionFire",1322,6103,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionFire"
2,"HellionIce",1325,6105,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsHellionIce"
3,"Lynx",1326,6110,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsLynx"
4,"Chieftain",1327,6184,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsChieftain"
5,"Monkey",1328,6187,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsMonkey"
6,"Goatman",1329,6190,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsGoatman"
7,"Wolf",1330,6121,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsWolf"
8,"Hound",1331,6194,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsFuryHound"
9,"Pitbull",1332,6197,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsPitbull"
10,"Beast",1333,6203,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBeast"
11,"Ursa",1334,6206,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsUrsa"
12,"Bull",1335,6164,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsBull"
13,"Spiker",1336,6159,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerWildsSpiker"
14,"Kiweth",1337,6081,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsKiweth"
15,"Vulture",1338,6078,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsVulture"
16,"Rhoa",1323,6075,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhoa"
17,"Rhex",1339,6068,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsRhex"
18,"ForestSnake",1340,6087,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsForestSnake"
19,"SandSnake",1341,6094,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsSandSnake"
20,"Iguana",1342,6097,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerSandsIguana"
21,"CarrionQueen",1343,6128,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsCarrionQueen"
22,"SandLeaper",1344,6131,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSandLeaper"
23,"Devourer",1345,6135,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsDevourer"
24,"PlagueSpider",1346,6144,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlagueSpider"
25,"PlatedSpider",1347,6149,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsPlatedSpider"
26,"Spider",1348,6156,"Metadata/Monsters/LeagueBestiary/MenagerieSpawners/SpawnerCavernsSpider"
