0,"Flask","Flask",""
1,"One Hand Mace","One Hand Mace",""
2,"One Hand Sword","One Hand Sword",""
3,"Dagger","Dagger",""
4,"Staff","Staff",""
5,"Currency","Currency",""
6,"Amulet","Amulet",""
7,"Ring","Ring",""
8,"Claw","Claw",""
9,"Wand","Wand",""
10,"One Hand Axe","One Hand Axe",""
11,"Bow","Bow",""
12,"Two Hand Sword","Two Hand Sword",""
13,"Two Hand Axe","Two Hand Axe",""
14,"Two Hand Mace","Two Hand Mace",""
15,"Active Skill Gem","Skill Gem",""
16,"Support Skill Gem","Support Gem",""
17,"Quiver","Quiver",""
18,"Belt","Belt",""
19,"Gloves","Gloves",""
20,"Boots","Boots",""
21,"Body Armour","Body Armour",""
22,"Helmet","Helmet",""
23,"Shield","Shield",""
24,"QuestItem","Quest Item",""
25,"Map","Map",""
26,"FishingRod","Fishing Rod",""
27,"MapFragment","Map Fragment",""
28,"Jewel","Jewel",""
29,"DivinationCard","Divination Card",""
30,"LabyrinthItem","Labyrinth Key",""
31,"LabyrinthTrinket","Labyrinth Trinket",""
32,"MiscMapItem","Misc Map Item",""
33,"Leaguestone","Leaguestone",""
34,"PantheonSoul","Captured Soul",""
35,"UniqueFragment","Unique Piece",""
36,"AbyssJewel","Abyss Jewel",""
37,"IncursionItem","Incursion Item",""
38,"DelveSocketableCurrency","Resonator",""
39,"Incubator","Incubator",""
40,"AtlasUpgradeItem","Watchstone",""
41,"MetamorphosisDNA","Metamorph Sample",""
42,"HeistContract","Contract",""
43,"HeistEquipmentWeapon","Heist Gear",""
44,"HeistEquipmentTool","Heist Tool",""
45,"HeistEquipmentUtility","Heist Cloak",""
46,"HeistEquipmentReward","Heist Brooch",""
47,"HeistBlueprint","Blueprint",""
48,"Trinket","Trinket",""
49,"HeistObjective","Heist Target",""
50,"ExpeditionLogbook","Expedition Logbook",""
51,"InstanceLocalItem","Instance Local Item",""
52,"SentinelDrone","Sentinel Drone",""
53,"Relic","Relic",""
54,"MemoryLine","Memory",""
55,"Breachstone","Breachstone",""
56,"VaultKey","Vault Key",""
