0,"Mines","Mines","[319,320,321,322,323,324,325,326]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/Mines","[0,30,52]","[100,100,0]",[0],"Art/2DArt/DelveMap/MinesGround",[]
1,"FungalCaverns","Fungal Caverns","[327,328,329,330,331,332,333,334]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/FungalCaverns","[4,20]","[0,100]",[0],"Art/2DArt/DelveMap/FungalGround",[]
2,"PetrifiedForest","Petrified Forest","[335,336,337,338,339,340,341,342]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/PetrifiedForest","[4,20]","[0,100]",[0],"Art/2DArt/DelveMap/PetrifiedGround",[]
3,"AbyssalDepths","Abyssal Depths","[343,344,345,346,347,348,349,350]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/AbyssalDepths","[10,25]","[0,100]",[0],"Art/2DArt/DelveMap/AbyssalGround",[]
4,"FrozenHollow","Frozen Hollow","[351,352,353,354,355,356,357,358]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/FrozenHollow","[15,30]","[0,100]",[0],"Art/2DArt/DelveMap/FrozenGround",[]
5,"MagmaFissure","Magma Fissure","[359,360,361,362,363,364,365,366]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/MagmaFissure","[20,40]","[0,100]",[0],"Art/2DArt/DelveMap/MagmaGround",[]
6,"SulphurVents","Sulphur Vents","[367,368,369,370,371,372,373,374]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/SulphurVents","[35,55]","[0,100]",[0],"Art/2DArt/DelveMap/SulphurGround",[]
7,"VaalOutpost","Vaal Outpost","[375,376,377,378,379,380,381,382]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/VaalOutpost","[32,63,200]","[0,14,23]",[0],"Art/2DArt/DelveMap/VaalGround",[]
8,"AbyssalCity","Abyssal City","[383,384,385,386,387,388,389,390]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/AbyssalCity","[70,135,350]","[0,14,23]",[0],"Art/2DArt/DelveMap/AbyssalCityGround",[]
9,"Primeval","Primeval Ruins","[391,392,393,394,395,396,397,398]","Art/2DArt/UIImages/InGame/Delve/MapBiomes/PrimevalRuins","[110,200,500]","[0,9,17]",[0],"Art/2DArt/DelveMap/PrimevalGround",[]
