0,4,0,[0],0,"","","","",2189,2186,"","","","",""
1,10,47,[0],0,"",142,"",2256,2190,2223,"","","","",""
2,11,48,[0],0,"",410,"","",2191,2224,2257,"",9665,"",""
3,12,49,[0],0,"",148,"","",2192,2225,2258,"",9666,"",""
4,13,50,[3],1,"",375,"",2259,2193,2226,"","","","",""
5,14,51,[3],1,"",195,"","",2194,2227,2260,"Set Opal Up for Life",9668,"",""
6,15,52,[2],0,"",54,"",2261,2195,2228,"","","","",""
7,16,53,[2],1,"",287,"",2262,2196,2229,"","Find Enoch's Remains","","",""
8,17,54,[5],3,"",93,"",2263,2197,2230,"","","","",""
9,18,55,[5],3,"",94,"",2264,2198,2231,"","","","",""
10,19,56,[7],7,"",371,"",2265,2199,2232,"","","","",""
11,20,57,[7],7,"",409,"",2266,2200,2233,"","","","",""
12,21,58,[6],6,"",196,"",2267,2201,2234,"","","","",""
13,22,59,[],2,"",56,"","",2202,2235,2268,"Return Tullina's Engagement Ring",9676,"",""
14,23,60,[1],4,"",55,"",2269,2203,2236,"","","","",""
15,24,61,[1],4,"",92,"",2270,2204,2237,"","","","",""
16,25,62,[4],4,"",374,"",2271,2205,2238,"","","","",""
17,26,63,[4],4,"",232,1731,"",2206,2239,"","Find Jamanra, Legendary Warrior","","",""
18,27,64,[8],5,"",373,"",2273,2207,2240,"","","","",""
19,28,65,[8],5,"",372,"",2274,2208,2241,"","","","",""
20,29,65,[8],8,"",58,1734,"",2209,2242,"","Destroy \""The Unbreakable\""","","",""
21,30,67,[9],2,"",140,"",2276,2210,2243,"","","","",""
22,31,68,[9],2,"",141,"",2277,2211,2244,"","","","",""
23,32,69,[9],2,"",197,1732,"",2212,2245,"","Confront Nashta","","",""
24,33,70,[],1,"",143,"",2279,2213,2246,"","Rescue Hapihapi","","",""
25,34,71,[],0,"",376,"",2280,2214,2247,"","","","",""
26,35,72,[],1,"",145,1730,"",2215,2248,"","Defeat Friedrich Tarollo","","",""
27,36,73,[],5,"",408,"",2282,2216,2249,"","","","",""
28,37,74,[],6,"",407,"",2283,2217,2250,2289,"Plant Darnaw's Papers",9691,"",""
29,38,75,[],4,"",96,1729,"",2218,2251,"","Kill Admiral Darnaw","","",""
30,39,76,[],0,"",412,"",2285,2219,2252,"","","","",""
31,40,77,[10],0,"MansionKurai",414,"","",2220,2253,"","","",248,416
32,41,78,[10],0,"",411,"","",2221,2254,"","Rescue Hana the Cat","","",""
33,42,79,[10],0,"",415,1733,"",2221,2255,"","Defeat the Vox Twins","","",""
