0,"Boss1",27,0,68,100,1,"",[],[]
1,"Boss2",28,1,68,100,1,"",[],[]
2,"Boss3",24,2,75,100,1,1761,[],[]
3,"Boss4",24,3,81,100,1,1762,[],[]
4,"CryptArchers",25,1,1,100,"",1763,"[4,6,8,9,11]","[8177,8316]"
5,"Sewers",25,"",1,100,"",1764,"[4,7,8,13]","[8178,8316]"
6,"UndergroundSand",25,"",1,100,"",1765,"[3,4,7,8,11]","[8179,8316]"
7,"CryptSarcophagi",25,"",1,100,"",1766,"[6,9,10,11,12]","[8180,8316]"
8,"PirateCave",26,"",1,100,"",1767,"[1,2,5,15]","[8181,8316]"
9,"ForgottenGrotto",26,"",1,100,"",1768,"[1,2,5,9,12,14,15]","[8182,8316]"
10,"BaitCave",26,3,81,100,"",1770,"[1,2,5,14]",[8316]
11,"FungiDungeon",26,0,1,100,"",1769,"[3,4,10,13]","[8183,8316]"
12,"SealedVault",25,2,1,100,"",1771,"[3,4,6,8,13]","[8184,8316]"
13,"SpiderNest",25,"",1,100,"",1772,"[1,2,3,4,6,10,13,14]","[8185,8316]"
