0,9165,111,"Essence Item",52571,[]
1,9166,131,"Currency Item",52259,[]
2,9167,151,"Unique Item",18701,[]
3,9168,121,"Map Item",22038,[]
4,9169,251,"Unique Map Item",6696,[]
5,9170,301,"Rare Abyss Item",41772,[]
6,9171,301,"Fragment Item",60390,[]
7,9172,301,"Scarab Item",32186,[]
8,9173,151,"Essence Item",23218,[]
9,9174,301,"Fossil Item",19642,[]
10,9175,221,"Expedition Item",40101,[]
11,9176,151,"Stacked Decks",34745,[]
12,9177,151,"Talisman Item",43064,[]
13,9178,161,"Enchanted Helmet",19352,[]
14,9179,1001,"6-Linked Armour Item",6078,[]
15,9180,141,"Currency Item",14134,[]
16,9181,1501,"League-specific Unique Item",4526,[]
17,9182,501,"Shaper or Elder Armour Item",61377,[]
18,9183,501,"Shaper or Elder Weapon Item",53204,[]
19,9184,701,"Shaper or Elder Trinket Item",61894,[]
20,9185,501,"Elder Map Item",39336,[]
21,9186,351,"Breach Item",43164,[]
22,9187,351,"valuable Currency Shards or Harbinger Item",50482,[]
23,9188,501,"high level Corrupted Gem or Valuable Gem",15068,[]
24,9189,301,"Item",31223,[]
25,9190,121,"Quality Gem",16288,[]
26,9191,151,"Bestiary Item",28161,[]
27,9192,221,"Blight Item",19373,[]
28,9193,221,"Metamorph Item",62324,[]
29,9194,431,"Delirium Item",23535,[]
30,9195,111,"Essence Item",46750,[]
31,9196,131,"Currency Item",54300,[]
32,9197,151,"Unique Item",59184,[]
33,9198,121,"Map Item",43361,[]
34,9199,251,"Unique Map Item",37492,[]
35,9200,301,"Rare Abyss Item",2531,[]
36,9201,301,"Fragment Item",4173,[]
37,9202,301,"Scarab Item",25303,[]
38,9203,151,"Essence Item",31454,[]
39,9204,301,"Fossil Item",51101,[]
40,9205,221,"Expedition Item",41074,[]
41,9206,151,"Stacked Decks",47490,[]
42,9207,151,"Talisman Item",23793,[]
43,9208,161,"Enchanted Helmet",42868,[]
44,9209,1001,"6-Linked Armour Item",12755,[]
45,9210,141,"Currency Item",30048,[]
46,9211,1501,"League-specific Unique Item",32094,[]
47,9212,501,"Shaper or Elder Armour Item",38195,[]
48,9213,501,"Shaper or Elder Weapon Item",28068,[]
49,9214,701,"Shaper or Elder Trinket Item",52048,[]
50,9215,501,"Elder Map Item",56725,[]
51,9216,351,"Breach Item",39939,[]
52,9217,351,"valuable Currency Shards or Harbinger Item",19733,[]
53,9218,501,"high level Corrupted Gem or Valuable Gem",41974,[]
54,9219,301,"Item",55071,[]
55,9220,121,"Quality Gem",43471,[]
56,9221,151,"Bestiary Item",58563,[]
57,9222,221,"Blight Item",24651,[]
58,9223,221,"Metamorph Item",65346,[]
59,9224,431,"Delirium Item",12740,[]
