0,"Cold","Audio/Sound Effects/Shrines/Cold_Stereo.oggSG","Audio/Sound Effects/Shrines/Cold_Mono.oggSG"
1,"Fire","Audio/Sound Effects/Shrines/Fire_Stereo.oggSG","Audio/Sound Effects/Shrines/Fire_Mono.oggSG"
2,"Lightning","Audio/Sound Effects/Shrines/Light_Stereo.oggSG","Audio/Sound Effects/Shrines/Light_Mono.oggSG"
3,"Speed","Audio/Sound Effects/Shrines/Accel_Stereo.oggSG","Audio/Sound Effects/Shrines/Accel_Mono.oggSG"
4,"Regen","Audio/Sound Effects/Shrines/Replenish_Stereo.oggSG","Audio/Sound Effects/Shrines/Replenish_Mono.oggSG"
5,"Brutal","Audio/Sound Effects/Shrines/Brutal_Stereo.oggSG","Audio/Sound Effects/Shrines/Brutal_Mono.oggSG"
6,"Shield","Audio/Sound Effects/Shrines/Thorns_Stereo.oggSG","Audio/Sound Effects/Shrines/Thorns_Mono.oggSG"
7,"Sword","Audio/Sound Effects/Shrines/Diam_Stereo.oggSG","Audio/Sound Effects/Shrines/Diam_Mono.oggSG"
8,"Skele","Audio/Sound Effects/Shrines/Skele_Stereo.oggSG","Audio/Sound Effects/Shrines/Skele_Mono.oggSG"
9,"Smoke","Audio/Sound Effects/Shrines/Smoke_Stereo.oggSG","Audio/Sound Effects/Shrines/Smoke_Mono.oggSG"
10,"Resonating","Audio/Sound Effects/Shrines/Reso_Stereo.oggSG","Audio/Sound Effects/Shrines/Reso_Mono.oggSG"
11,"Gloom","Audio/Sound Effects/Shrines/Gloom_Stereo.oggSG","Audio/Sound Effects/Shrines/Gloom_Mono.oggSG"
12,"Greed","Audio/Sound Effects/Shrines/Greed_Stereo.oggSG","Audio/Sound Effects/Shrines/Greed_Mono.oggSG"
