0,"Metadata/Items/Currency/CurrencyDelveCraftingFire",242,530,75,0,1,1,72,"",""
1,"Metadata/Items/Currency/CurrencyDelveCraftingCold",243,334,75,1,1,1,72,"",""
2,"Metadata/Items/Currency/CurrencyDelveCraftingLightning",244,629,75,2,1,1,72,"",""
3,"Metadata/Items/Currency/CurrencyDelveCraftingPhysical",245,137,75,3,1,1,72,"",""
4,"Metadata/Items/Currency/CurrencyDelveCraftingChaos",246,432,75,4,1,1,72,"",""
5,"Metadata/Items/Currency/CurrencyDelveCraftingLife",247,727,75,5,1,1,72,"",""
6,"Metadata/Items/Currency/CurrencyDelveCraftingDefences",248,235,75,6,1,1,72,"",""
7,"Metadata/Items/Currency/CurrencyDelveCraftingBleedPoison",249,138,173,7,1,1,72,"",""
8,"Metadata/Items/Currency/CurrencyDelveCraftingElemental",250,334,173,8,1,1,72,"",""
9,"Metadata/Items/Currency/CurrencyDelveCraftingCasterMods",251,530,173,9,1,1,72,"",""
10,"Metadata/Items/Currency/CurrencyDelveCraftingAttackMods",252,727,173,10,1,1,72,"",""
11,"Metadata/Items/Currency/CurrencyDelveCraftingMana",253,629,173,11,1,1,72,"",""
12,"Metadata/Items/Currency/CurrencyDelveCraftingSpeed",254,825,173,12,1,1,72,"",""
13,"Metadata/Items/Currency/CurrencyDelveCraftingMinionsAuras",255,39,173,13,1,1,72,"",""
14,"Metadata/Items/Currency/CurrencyDelveCraftingQuality",256,236,173,14,1,1,72,"",""
15,"Metadata/Items/Currency/CurrencyDelveCraftingEnchant",257,432,173,15,1,1,72,"",""
16,"Metadata/Items/Currency/CurrencyDelveCraftingSockets",258,432,271,16,1,1,72,"",""
17,"Metadata/Items/Currency/CurrencyDelveCraftingGemLevel",259,727,369,17,1,1,72,"",""
18,"Metadata/Items/Currency/CurrencyDelveCraftingVaal",260,185,271,18,1,1,72,"",""
19,"Metadata/Items/Currency/CurrencyDelveCraftingAbyss",261,678,271,19,1,1,72,"",""
20,"Metadata/Items/Currency/CurrencyDelveCraftingMirror",262,776,271,20,1,1,72,"",""
21,"Metadata/Items/Currency/CurrencyDelveCraftingCorruptEssence",263,137,369,21,1,1,72,"",""
22,"Metadata/Items/Currency/CurrencyDelveCraftingRandom",264,87,271,22,1,1,72,"",""
23,"Metadata/Items/Currency/CurrencyDelveCraftingLuckyModRolls",265,530,271,23,1,1,72,"",""
24,"Metadata/Items/Currency/CurrencyDelveCraftingSellPrice",266,333,271,24,1,1,72,"",""
25,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade1",275,0,462,25,1,1,72,1,"Art/2DArt/UIImages/InGame/MTX/DelveStash/AlchemicalResonator1x1"
26,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade2",276,0,576,26,1,2,64,1,"Art/2DArt/UIImages/InGame/MTX/DelveStash/AlchemicalResonator2x1"
27,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade3",277,108,500,27,2,2,64,1,"Art/2DArt/UIImages/InGame/MTX/DelveStash/AlchemicalResonatorPowerful2x2"
28,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade4",278,640,500,29,2,2,64,1,"Art/2DArt/UIImages/InGame/MTX/DelveStash/AlchemicalResonatorPrime2x2"
29,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll1",279,223,746,31,1,1,72,"",""
30,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll2",280,323,721,32,1,2,64,"",""
31,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll3",281,422,721,33,2,2,64,"",""
32,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll4",282,578,721,35,2,2,64,"",""
33,"GenericSlot1","",322,399,37,2,4,64,"",""
34,"GenericSlot2","",486,399,39,2,4,64,"",""
