0,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier1_1"
1,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounterTier2_1"
2,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_Safehouse"
3,"Metadata/Monsters/LeagueBetrayal/AssassinationSpawners/AssassinationEncounter_SafehouseChamp"
4,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_1"
5,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier1_2"
6,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_1"
7,"Metadata/Monsters/LeagueBetrayal/CartSpawners/CartEncounterTier2_2"
8,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1"
9,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2"
10,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3"
11,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4"
12,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1Interior"
13,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2Interior"
14,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3Interior"
