0,"Felines","""Man-eaters. Predators. Cast aside the childish notion of embracing these beautiful beasts, for they are mighty and violent. They will tear into shreds all who approach them without respect.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Felines","Felines","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupFeline","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Felines",0,[]
1,"Primates","""There is an intelligence behind the eyes of these primates, a sentience that draws you in. But there is no empathy there. No kindness. Only hatred and anger, a lust to maim and kill.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Primates","Primates","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupPrimate","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Primates",0,[]
2,"Canines","""Pity the man who finds himself hunted. There is no place he can hide, nowhere he can run to, for a maddened barking will follow, and the canine will always sniff him out.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Founds","Canines","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupCanine","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Canines",0,[]
3,"Ursa","""Shaggy mounds of muscle and hair, not just man-eaters, but eaters of man-eaters. The Ursae venture out from their dens, lumbering through wooded land, grizzly and starving for hot blood and sweet flesh.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Ursa","Ursae","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupUrsa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ursa",0,[]
4,"Large Mammals","""The abominations have no right to exist. When a man sees them, his spirit shakes, and the air around him pops and cracks, as if the universe itself is angry within this unnatural presence.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Unnaturals","Unnaturals","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupUnnaturals","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Unnaturals",0,[]
5,"Avians","""The ancients looked upon them and thought them gods, for only the gods could ascend to such lofty heights. Such is the gift of the avian lineage, but be not fooled, for though their plumage is bright and their song bedazzling, their talons harbor lethal, gratuitous power.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Avians","Avians","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupAvian","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Avians",1,[]
6,"Reptiles","""Once, their ancestors ruled this world. But dethroned by the arrogance of man, their cold blood boils over and their forked tongues flick in and out, tasting the air. They will take their pound of flesh, and bring misery upon any who try to stop them.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Reptiles","Reptiles","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupReptiles","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Reptiles",1,[]
7,"Insects","""Wandering proboscises and clicking mandibles, the swarming masses birthed from darkness destined to forever plague the known world. They bring poverty and painful poisons, those who devour the harvest.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Insects","Insects","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupInsect","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Insects",2,[]
8,"Arachnids",""" 'Little gods of death' they are called by those who fear and know them intimately. The arachnid makes its nest inside the blanched skulls of dead men, waiting in darkness to poison the world.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Arachnids","Arachnids","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupArachnid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Arachnids",2,[]
9,"Cephalopod","""Nightmares sprung forth from the tentacular void. An eldritch hatred emanates from various appendages, and the suctioning grip of their callous embrace will pull a man further into unholy depths.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Cephalopods","Cephalopods","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupCephalopod","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Cephalopod",3,[]
10,"Crustaceans","""Some say the crustacean is born from the souls of dead men, those warriors who fought and fell, for the crab is formed with its armour intact: its sword becomes its pincers and its shield becomes its skin.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Crustaceans","Crustaceans","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupCrustacean","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Crustaceans",3,[]
11,"Amphibians","""A creature of mud and swamp, the amphibian is a foul smelling thing. Beware his uncanny talent to breathe both above and below, for with this trick, he will lure his prey and let it sink into the deathly grip of a murky mire.""","Art/2DArt/UIImages/InGame/Bestiary/Illustrations/Amphibians","Amphibians","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GroupAmphibian","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amphibians",3,[]
