0,0,177,3,3095,"LegionRewardCurrency"
1,1,192,3,3096,"LegionRewardUniques"
2,2,182,3,3097,"LegionRewardGems"
3,3,186,3,3098,"LegionRewardMaps"
4,4,191,3,3099,"LegionRewardTrinkets"
5,5,174,3,3100,"LegionRewardArmour"
6,6,193,3,3101,"LegionRewardWeapon"
7,7,173,3,3094,"LegionRewardAbyss"
8,8,184,3,3103,"LegionRewardHarbinger"
9,9,176,3.5,3104,"LegionRewardBreach"
10,10,179,3,3105,"LegionRewardEssences"
11,11,179,3,3105,"LegionRewardEssences"
12,12,181,3,3106,"LegionRewardFragments"
13,13,189,3,3107,"LegionRewardScarabs"
14,14,180,3,3108,"LegionRewardFossils"
15,15,178,3.5,3110,"LegionRewardDivination"
16,16,183,3,3111,"LegionRewardGeneric"
17,17,190,3,3113,"LegionRewardTalismans"
18,18,185,3,3114,"LegionRewardLabyrinth"
19,19,185,3,3114,"LegionRewardLabyrinth2"
20,20,194,3,3115,"LegionRewardIncubators"
21,21,194,3,3115,"LegionRewardIncubators"
22,22,194,3,3115,"LegionRewardIncubators"
23,23,194,3,3115,"LegionRewardIncubators"
24,24,194,3,3115,"LegionRewardIncubators"
