0,"Turtle","Titanic Shell",10,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/RongokuraiSpiritTortoiseRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/RongokuraiSpiritTortoiseTotemPortrait",10888,100,"Specialty: <ancestralprimary>{Sieging and Defending Ancestral Totems}\n\nTribal Passive: <enchanted>{Cannot be Slowed or Stunned\nOverwhelms Physical Damage Reduction}\n\n<ancestralprimary>{Totemic Protection}\nGives up some of its own defences to protect totems around it, making those totems invulnerable as long as the Titanic Shell is alive. The Titanic Shell takes More Damage while using Totemic Protection\n\n<ancestralprimary>{Unstoppable}\nIf in Flanking position, Titanic Shell cannot be knocked back, stunned, or interrupted while destroying a totem.",1
1,"KuniKuni","Consuming Kunekune",7,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaBoarRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaBoarTotemPortrait",57648,100,"Specialty: <ancestralprimary>{Prevents Reviving}\n\nTribal Passive: <enchanted>{Leech Resistant}\n\n<ancestralprimary>{Spirit Consumption}\nFeasts upon the spirit of a corpse, pausing their revive for up to 10 seconds while it continues to feast",2
2,"Thunderbird","Thunderbird",4,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/ValakoBirdRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/ValakoBirdTotemPortrait",22203,100,"Specialty: <ancestralprimary>{Mobile}\n\nTribal Passive: <enchanted>{Critical Resistant}\n\n<ancestralprimary>{Lightning Warp}\nTeleports the Thunderbird, dealing damage at the start and end locations. Used to reach targets faster",1
3,"Tuatara","Tuatara",0,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KaruiTuataraRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KaruiTuataraTotemPortrait",25225,100,"Specialty: <ancestralprimary>{None}\r\n\r\nEngages in melee combat",0
4,"KaruiSpear","Bloodbound Warrior",7,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaLeechingTaiahaRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaLeechingTaiahaTotemPortrait",31521,100,"Specialty: <ancestralprimary>{Leeches Life to Totem}\n\nTribal Passive: <enchanted>{Leech Resistant}\n\n<ancestralprimary>{Bloodbond}\nIf the Warrior's totem is attacked when they are not nearby, they will teleport back to their totem to defend it",9
5,"JadeHulk","Jade Hulk",9,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/TukohamaJadeHulkRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/TukohamaJadeHulkTotemPortrait",48072,100,"Specialty: <ancestralprimary>{Melee Combatant}\n\nTribal Passive: <enchanted>{Ignores some Enemy Block Chance\nUnaffected By Taunt}\n\n<ancestralprimary>{Leap Slam}\nLeap Slam moves the Hulk and deals damage in an area where it lands\n\n<ancestralprimary>{Tackle}\nCharges forward, knocking back any enemies hit",2
6,"KaruiDrunk","Frenzymonger",7,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaKaruiDrunkRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KitavaDrunkTotemPortrait",47957,100,"Specialty: <ancestralprimary>{Buffs Allies on Death}\n\nTribal Passive: <enchanted>{Leech Resistant}\n\n<ancestralprimary>{Power in Death}\nWhen the Frenzymonger dies, all allies gain damage, damage reduction, and reduce enemy life regeneration on hit for the remainder of the match",0
7,"SpiritCaster","Honoured Sage",0,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KaruiSoulCasterRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/KaruiSoulCasterTotemPortrait",10925,100,"Specialty: <ancestralprimary>{None}\r\n\r\nThrows cold spells from a distance",0
8,"KaruiHorn","Hinekora's Horn",5,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/HinekoraRousingBattlehornRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/HinekoraRousingBattlehornTotemPortrait",8700,100,"Specialty: <ancestralprimary>{Prevents Reviving\nSpeeds up Reviving}\n\nTribal Passive: <enchanted>{Curse Resistant}\n\n<ancestralprimary>{Spiritual Capture}\nPlays near totems of fallen enemies, pausing their revive for 5 seconds\n\n<ancestralprimary>{Bolstering Spirit}\nPlays near totems of fallen Teammates, bringing them back to life faster",1
9,"MoltenHulk","Caldera Ravager",1,"Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/NgamahuBrambleHulkRosterPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/CharacterImages/NgamahuBrambleHulkTotemPortrait",50082,100,"Specialty: <ancestralprimary>{Area Fire Damage}\n\nTribal Passive: <enchanted>{Stun Resistant}\n\n<ancestralprimary>{Echoing Cascade}\nSlams the ground, creating molten cracks which deal damage in an area. Volcanos then erupt from the cracks",5
