0,"AfflictionMonsterDamage",[16065],[50],"Honed Claws","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseHonedClawsIcon","",1,"","","Monsters deal 50% more Damage",[9120],"",62326
1,"BoonMonsterDamage",[16064],[-40],"Fright Mask","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFrightMaskIcon","",2,"","Monsters deal 40% less Damage","",[9119],"",15442
2,"AfflictionLethalTraps",[17581],[1],"Deadly Snare","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseHeightenedSecurityIcon","",3,"","","Traps impact infinite Resolve",[9120],"",41921
3,"AfflictionTrapSanctumDamage",[17003],[1],"Dark Pit","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDarkPitIcon","",1,"","","Traps impact 200% increased Resolve",[9120],"",62584
4,"AfflictionLessGold",[17010],[-50],"Charred Coin","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCharredCoinIcon","",1,"","","50% less Aureus coins found",[9120],"",22125
5,"AfflictionLessDamage",[17011],[-40],"Blunt Sword","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseBluntSwordIcon","",1,"","","You and your Minions deal 40% less Damage",[9120],"",40008
6,"AfflictionTrapSpeed",[17002],[1],"Rapid Quicksand","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRapidQuicksandIcon","",1,"","","Traps are faster",[9120],"",56047
7,"AfflictionTrapVolatiles",[17004],[1],"Anomaly Attractor","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseAnomalyAttractorIcon","",3,"","","Rooms spawn Volatile Anomalies",[9120],"",51626
8,"BoonMovementSpeed",[5753],[60],"Hare Foot","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHareFootIcon","",2,"","60% increased Movement Speed","",[9119],"",13820
9,"BoonMoreGold",[17068],[50],"Gold Magnet","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldMagnetIcon","",2,"","50% more Aureus coins found","",[9119],"",278
10,"BoonGainGoldWhenDamaged",[17069],[10],"Silver Coin","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSilverCoinIcon","",4,"","Gain 10 Aureus coins when you lose Resolve from a Hit","",[9119],"",16400
11,"AfflictionLoseGoldWhenDamaged",[17071],[20],"Spilt Purse","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSpiltPurseIcon","",1,"","","Lose 20 Aureus coins when you lose Resolve from a Hit",[9120],"",4558
12,"AfflictionLoseGoldOnRoomComplete",[17072],[30],"Door Tax","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDoorTaxIcon","",1,"","","Lose 30 Aureus coins on room completion",[9120],"",33903
13,"AfflictionNoGoldFromMonsters",[17073],[1],"Death Toll","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDeathTollIcon","",3,"","","Monsters no longer drop Aureus coins",[9120],"",59642
14,"AfflictionLoseResolveInXRooms8",[],[],"Death Toll","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDeathTollIcon","",3,15,"","Lose 250 Resolve after completing 8 rooms",[9120],"",59642
15,"AfflictionLoseResolveInXRooms7",[],[],"Death Toll","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDeathTollIcon","",3,16,"","Lose 250 Resolve after completing 7 rooms",[9120],14,59642
16,"AfflictionLoseResolveInXRooms6",[],[],"Death Toll","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseDeathTollIcon","",3,17,"","Lose 250 Resolve after completing 6 rooms",[9120],14,59642
