0,"A1_Weapons",-1,"[33,9,0]","[0,0,1000]"
1,"A2_Weapons",-1,"[33,9,0]","[0,0,1000]"
2,"A3_Weapons",-1,"[33,9,0]","[0,0,1000]"
3,"A4_Weapons",-1,"[33,9,0]","[0,0,1000]"
4,"A5_Weapons",-1,"[33,9,0]","[0,0,1000]"
5,"A6_Weapons",-1,"[33,9,0]","[0,0,1000]"
6,"A7_Weapons",-1,"[33,9,0]","[0,0,1000]"
7,"A8_Weapons",-1,"[33,9,0]","[0,0,1000]"
8,"A9_Weapons",-1,"[33,9,0]","[0,0,1000]"
9,"A10_Weapons",-1,"[33,9,0]","[0,0,1000]"
10,"Epilogue_Weapons",-1,"[33,9,0]","[0,0,1000]"
11,"A1_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
12,"A2_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
13,"A3_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
14,"A4_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
15,"A5_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
16,"A6_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
17,"A7_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
18,"A8_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
19,"A9_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
20,"A10_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
21,"Epilogue_Magic",-1,"[33,9,8,0]","[0,1000,0,1000]"
22,"NoRandomItems",-1,[0],[0]
23,"Siosa",-1,[],[]
24,"LillyRoth",-1,[],[]
25,"Cadiro",-1,[0],[0]
26,"Einhar",-1,[0],[0]
27,"Kirac",-1,[0],[0]
28,"Whakano",-1,"[33,0]","[0,1000]"
29,"EndlessDelve",-1,[],[]
30,"ExpeditionHaggler",-1,[],[]
31,"ExpeditionGambler",-1,[],[]
32,"ExpeditionDealer",-1,[],[]
