0,"NoTribe","","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/NavaliPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/NavaliIcon","","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/NavaliFavourTracker",""
1,"Ngamahu",589,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/NgamahuTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/NgamahuTribeIcon","Ngamahu Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/NgamahuFavourTracker","Ngamahu"
2,"Tasalio",590,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TasalioTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TasalioTribeIcon","Tasalio Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/TasalioFavourTracker","Tasalio"
3,"Arohongui",594,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/ArohonguiTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/ArohonguiTribeIcon","Arohongui Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/ArohonguiFavourTracker","Arohongui"
4,"Valako",593,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/ValakoTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/ValakoTribeIcon","Valako Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/ValakoFavourTracker","Valako"
5,"Hinekora",598,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/HinekoraTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/HinekoraTribeIcon","Hinekora Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/HinekoraFavourTracker","Hinekora"
6,"Tawhoa",592,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TawhoaTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TawhoaTribeIcon","Tawhoa Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/TawhoaFavourTracker","Tawhoa"
7,"Kitava",591,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/KitavaTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/KitavaTribeIcon","Kitava Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/KitavaFavourTracker","Kitava"
8,"Ramako",596,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/RamakoTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/RamakoTribeIcon","Ramako Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/RamakoFavourTracker","Ramako"
9,"Tukohama",597,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TukohamaTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/TukohamaTribeIcon","Tukohama Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/TukohamaFavourTracker","Tukohama"
10,"Rongokurai",595,"Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/RongokuraiTribeLeaderPortrait","Art/2DArt/UIImages/InGame/AncestralTrial/MatchSelection/RongokuraiTribeIcon","Rongokurai Tribe","Art/2DArt/UIImages/InGame/AncestralTrial/TradingPhase/RongokuraiFavourTracker","Rongokurai"
