0,"Void1",4,83,1,9571,0,"[1247,1249,1248,1246]",[8796],[9245]
1,"Void2",4,83,1,9572,0,"[1737,1736,1734,1735]",[8797],[9246]
2,"Void3",4,83,1,9573,0,"[457,455,454,456]",[8798],[9247]
3,"Void4",4,83,1,9574,0,"[1076,1078,1079,1080]",[8799],[9248]
4,"Void5",5,83,1,9575,0,"[453,1077,757,1250,1283]",[8800],[9249]
5,"Void6",4,83,1,9576,0,"[1738,1739,1740,1741]",[8801],[9250]
6,"Atlas1",3,73,"",9577,6,[],[],[]
7,"Atlas2",4,75,"",9578,8,[],[],[]
8,"Atlas3",5,78,"",9579,10,[],[],[]
9,"Atlas4",6,80,"",9580,12,[],[],[]
10,"Atlas5",10,83,"",9581,14,[],[],[]
