0,5891,0,0,0,100,"[11,25,5,4,14,0]",6101,"","","","","","","",3,"","","",0
1,6101,2985,0,0,100,"[11,25,5,4,14,24,0]","",1,"","",0,"","","",3,"","","",0
2,5892,58,0,0,100,"[11,25,4,14,1,38]",6110,"","","","","","","",3,"","","",4
3,5932,5137,0,0,100,"[11,25,4,14,5]",6101,"","","","","","","",3,"","","",0
4,6110,68,0,0,100,"[11,25,4,14,24,1,38]","",1,"","",58,"","","",3,"","","",4
5,5893,97,100,0,0,"[9,25,13,14,22,35,40,7]","","","","","","","","",1,"","",98,3
6,5945,5105,100,0,100,"[11,25,4,14,5,1]","","","","","","","","",3,"","","",8
7,5894,8081,0,100,0,"[10,25,22,14,30,13,2,7]","","","","","","","","",2,"","","",8
8,5895,5123,0,60,40,"[10,25,13,14,30,33,7]",6609,"","","","","","","",2,"","","",8
9,5896,102,100,0,0,"[9,25,13,14,33,7]","","","","","","","","",1,"","","",4
10,5897,7423,100,0,0,"[9,25,13,14,7]","","","","","","","","",1,"","","",8
11,6131,104,100,0,0,"[9,25,13,14,24,33,7]","",1,"","","","","","",1,"","","",4
12,6111,5192,0,0,0,"[25,4,5,22]","","","","","","","","",4,"","","",3
13,5898,8142,100,0,0,"[9,25,13,14,40,7]",6113,"","","","","","","",1,"","","",0
14,6113,8146,100,0,0,"[9,25,13,14,24,40,7]","",1,"","",8142,"","","",1,"","","",0
15,5899,165,60,40,0,"[9,25,13,14,33,7]",6604,"","","","","","","",1,"","","",0
16,5900,186,100,0,0,"[9,25,13,14,22,35,33,7]","","","","","","","","",1,"","",187,3
17,5901,228,100,0,0,"[27,9,25,14,15]","","","","","","","","",1,"","","",3
18,5902,238,0,100,0,"[10,25,13,7,36,33]",6119,"","","","","","","",2,"","","",0
19,6119,8140,0,100,0,"[10,25,13,7,36,15,24,33]","",1,"","",238,"","","",2,"","","",0
20,5903,5171,40,60,0,"[10,25,13,14,33,7]","","","","","","","","",2,"","","",4
21,5904,246,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","","",2,"","","",4
22,5905,258,100,0,0,"[9,25,4,15,34]","","","","","","","","",1,"","","",10
23,6107,260,100,0,0,"[9,25,4,15,24,34]","",1,"","",258,"","","",1,"","","",10
24,5906,264,40,60,0,"[47,10,25,13,7,36]","","","","","","","","",2,"","","",0
25,5907,275,0,60,40,"[10,25,13,22,35,7]","","","","","","","","",2,"","",276,3
26,5908,310,0,100,0,"[10,25,13,5,7,36,6]","","","","","","","","",2,"","","",5
27,5911,316,0,60,40,"[10,25,4,14,0]",6112,"","","","","","","",2,"","","",1
28,6112,8141,0,60,40,"[10,25,4,14,24,0]","",1,"","",316,"","","",2,"","","",1
29,5912,7415,0,60,40,"[10,25,4,14,0]","","","","","","","","",2,"","","",4
30,5913,7424,0,60,40,"[10,25,4,5,14,33]","","","","","","","","",2,"","","",3
31,5914,334,0,100,0,"[10,25,13,5,6]","","","","","","","","",2,"","","",3
32,5919,335,0,100,0,"[10,25,13,5,33,6]",6618,"","","","","","","",2,"","","",0
33,5920,534,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13640,"","","",1,1,435,"","",2
34,5921,535,0,100,0,"[13,10,16]","","","Supports attack skills.",13735,"","","",1,2,"","","",2
