0,1768,9999999,"[0,7,8]",0
1,1769,9999999,"[1,6]",0
2,1770,9999999,"[2,4]",0
3,1771,9999999,"[3,5]",0
4,1832,250,"[0,7,8]",1
5,1833,250,"[1,6]",1
6,1834,250,"[2,4]",1
7,1835,250,"[3,5]",1
8,1836,250,"[0,7,8]",1
9,1837,250,"[1,6]",1
10,1838,250,"[2,4]",1
11,1839,250,"[3,5]",1
12,1840,250,"[0,7,8]",1
13,1841,250,"[1,6]",1
14,1842,250,"[2,4]",1
15,1843,250,"[3,5]",1
16,1844,250,"[0,7,8]",1
17,1845,250,"[1,6]",1
18,1846,250,"[2,4]",1
19,1847,250,"[3,5]",1
20,1848,250,"[0,7,8]",1
21,1849,250,"[1,6]",1
22,1850,250,"[2,4]",1
23,1851,250,"[3,5]",1
24,1852,250,"[0,7,8]",1
25,1853,250,"[1,6]",1
26,1854,250,"[2,4]",1
27,1855,250,"[3,5]",1
28,1856,250,"[0,7,8]",1
29,1857,250,"[1,6]",1
30,1858,250,"[2,4]",1
31,1859,250,"[3,5]",1
32,1860,250,"[0,7,8]",1
33,1861,250,"[1,6]",1
34,1862,250,"[2,4]",1
35,1863,250,"[3,5]",1
36,1864,250,"[0,7,8]",1
37,1865,250,"[1,6]",1
38,1866,250,"[2,4]",1
39,1867,250,"[3,5]",1
40,1868,250,"[0,7,8]",1
41,1869,250,"[1,6]",1
42,1870,250,"[2,4]",1
43,1871,250,"[3,5]",1
44,1872,250,"[0,7,8]",1
45,1873,250,"[1,6]",1
46,1874,250,"[2,4]",1
47,1875,250,"[3,5]",1
48,1876,250,"[0,7,8]",1
49,1877,250,"[1,6]",1
50,1878,250,"[2,4]",1
51,1879,250,"[3,5]",1
52,1880,250,"[0,7,8]",1
53,1881,250,"[1,6]",1
54,1882,250,"[2,4]",1
55,1883,250,"[3,5]",1
56,1884,250,"[0,7,8]",1
57,1885,250,"[1,6]",1
58,1886,250,"[2,4]",1
59,1887,250,"[3,5]",1
60,1888,250,"[0,7,8]",1
61,1889,250,"[1,6]",1
62,1890,250,"[2,4]",1
63,1891,250,"[3,5]",1
64,1892,250,"[0,7,8]",1
65,1893,250,"[1,6]",1
66,1894,250,"[2,4]",1
67,1895,250,"[3,5]",1
68,1896,250,"[0,7,8]",1
69,1897,250,"[1,6]",1
70,1898,250,"[2,4]",1
71,1899,250,"[3,5]",1
72,1900,250,"[0,7,8]",1
73,1901,250,"[1,6]",1
74,1902,250,"[2,4]",1
75,1903,250,"[3,5]",1
76,1904,250,"[0,7,8]",1
77,1905,250,"[1,6]",1
78,1906,250,"[2,4]",1
79,1907,250,"[3,5]",1
80,1908,250,"[0,7,8]",1
81,1909,250,"[1,6]",1
82,1910,250,"[2,4]",1
83,1911,250,"[3,5]",1
84,1912,250,"[0,7,8]",1
85,1913,250,"[1,6]",1
86,1914,250,"[2,4]",1
87,1915,250,"[3,5]",1
88,1916,250,"[0,7,8]",1
89,1917,250,"[1,6]",1
90,1918,250,"[2,4]",1
91,1919,250,"[3,5]",1
92,1920,250,"[0,7,8]",1
93,1921,250,"[1,6]",1
94,1922,250,"[2,4]",1
95,1923,250,"[3,5]",1
96,1924,250,"[0,7,8]",1
97,1925,250,"[1,6]",1
98,1926,250,"[2,4]",1
99,1927,250,"[3,5]",1
100,1928,250,"[0,7,8]",1
101,1929,250,"[1,6]",1
102,1930,250,"[2,4]",1
103,1931,250,"[3,5]",1
104,1932,250,"[0,7,8]",1
105,1933,250,"[1,6]",1
106,1934,250,"[2,4]",1
107,1935,250,"[3,5]",1
108,1936,250,"[0,7,8]",1
109,1937,250,"[1,6]",1
110,1938,250,"[2,4]",1
111,1939,250,"[3,5]",1
112,1940,250,"[0,7,8]",1
113,1941,250,"[1,6]",1
114,1942,250,"[2,4]",1
115,1943,250,"[3,5]",1
116,1944,250,"[0,7,8]",1
117,1945,250,"[1,6]",1
118,1946,250,"[2,4]",1
119,1947,250,"[3,5]",1
120,1948,250,"[0,7,8]",1
121,1949,250,"[1,6]",1
122,1950,250,"[2,4]",1
123,1951,250,"[3,5]",1
124,1952,250,"[0,7,8]",1
125,1953,250,"[1,6]",1
126,1954,250,"[2,4]",1
127,1955,250,"[3,5]",1
128,1956,250,"[0,7,8]",1
129,1957,250,"[1,6]",1
130,1958,250,"[2,4]",1
131,1959,250,"[3,5]",1
132,1960,250,"[0,7,8]",1
133,1961,250,"[1,6]",1
134,1962,250,"[2,4]",1
135,1963,250,"[3,5]",1
136,1964,250,"[0,7,8]",1
137,1965,250,"[1,6]",1
138,1966,250,"[2,4]",1
139,1967,250,"[3,5]",1
140,1968,250,"[0,7,8]",1
141,1969,250,"[1,6]",1
142,1970,250,"[2,4]",1
143,1971,250,"[3,5]",1
144,1972,250,"[0,7,8]",1
145,1973,250,"[1,6]",1
146,1974,250,"[2,4]",1
147,1975,250,"[3,5]",1
148,1976,250,"[0,7,8]",1
149,1977,250,"[1,6]",1
150,1978,250,"[2,4]",1
151,1979,250,"[3,5]",1
152,1980,250,"[0,7,8]",1
153,1981,250,"[1,6]",1
154,1982,250,"[2,4]",1
155,1983,250,"[3,5]",1
156,1984,250,"[0,7,8]",1
157,1985,250,"[1,6]",1
158,1986,250,"[2,4]",1
159,1987,250,"[3,5]",1
160,1988,250,"[0,7,8]",1
161,1989,250,"[1,6]",1
162,1990,250,"[2,4]",1
163,1991,250,"[3,5]",1
164,1992,250,"[0,7,8]",1
165,1993,250,"[1,6]",1
166,1994,250,"[2,4]",1
167,1995,250,"[3,5]",1
168,1996,250,"[0,7,8]",1
169,1997,250,"[1,6]",1
170,1998,250,"[2,4]",1
171,1999,250,"[3,5]",1
172,2000,250,"[0,7,8]",1
173,2001,250,"[1,6]",1
174,2002,250,"[2,4]",1
175,2003,250,"[3,5]",1
176,2004,250,"[0,7,8]",1
177,2005,250,"[1,6]",1
178,2006,250,"[2,4]",1
179,2007,250,"[3,5]",1
