0,"America","Texas (US)","[""dal01.login.pathofexile.com""]",1,[],"US",0,"","[""us.speedtest.pathofexile.com""]"
1,"Europe","Amsterdam (EU)","[""ams01.login.pathofexile.com""]",1,[],"EU",3,"","[""eu.speedtest.pathofexile.com""]"
2,"Singapore","Singapore","[""sng01.login.pathofexile.com""]",1,[],"SG",7,"","[""sg.speedtest.pathofexile.com""]"
3,"Australia","Australia","[""mel01.login.pathofexile.com""]",1,[],"AU",8,"","[""au.speedtest.pathofexile.com""]"
4,"SingaporeGA","Singapore/Malaysia",[],"","[""sg"",""my"",""singapore"",""malaysia"",""singapore/malaysia""]","SG",9,"",[]
5,"PhilippinesGA","Philippines",[],"","[""ph"",""philippines""]","PH",10,"",[]
6,"TaiwanGA","Taiwan",[],"","[""tw"",""taiwan""]","TW",11,"",[]
7,"ThailandGA","Thailand",[],"","[""th"",""thailand""]","TH",12,"",[]
8,"RussiaGA","Moscow",[],"","[""ru"",""russia""]","RU",13,"",[]
9,"London","London (EU)","[""lon01.login.pathofexile.com""]",1,[],"LON",4,"","[""lon.speedtest.pathofexile.com""]"
10,"Frankfurt","Frankfurt (EU)","[""fra01.login.pathofexile.com""]",1,[],"FRA",5,"","[""fra.speedtest.pathofexile.com""]"
11,"WashingtonDC","Washington, D.C. (US)","[""wdc01.login.pathofexile.com""]",1,[],"WDC",1,"","[""wdc.speedtest.pathofexile.com""]"
12,"SanJose","California (US)","[""sjc01.login.pathofexile.com""]",1,[],"SJC",2,"","[""sjc.speedtest.pathofexile.com""]"
13,"RussiaNO","Novosibirsk",[],"",[],"RUNO",14,"",[]
14,"RussiaVL","Vladivostok",[],"",[],"RUVL",15,"",[]
15,"RussiaAL","Almaty",[],"",[],"RUAL",16,"",[]
16,"Milan","Milan (EU)","[""mil01.login.pathofexile.com""]",1,[],"MIL",6,"","[""mil.speedtest.pathofexile.com""]"
17,"Brazil","Sao Paulo (BR)","[""sao01.login.pathofexile.com""]",1,[],"BR",17,"","[""br.speedtest.pathofexile.com""]"
18,"Paris","Paris (EU)","[""par01.login.pathofexile.com""]",1,[],"PAR",18,"","[""par.speedtest.pathofexile.com""]"
19,"Miami","Miami (US)","[""mia.login.pathofexile.com""]","",[],"",19,"","[""mia.speedtest.pathofexile.com""]"
20,"Russia","Moscow (RU)","[""mos01.login.pathofexile.com""]",1,[],"RU",20,"","[""mo.speedtest.pathofexile.com""]"
21,"Aotearoa","Auckland (NZ)","[""akl01.login.pathofexile.com""]","",[],"NZ",21,"","[""nz.speedtest.pathofexile.com""]"
22,"SingaporeGamma","Singapore","[""sg.gamma.pathofexile.com""]",1,[],"SGG",100,1,[]
23,"SanJoseGamma","California","[""sjc.gamma.pathofexile.com""]",1,[],"SJCG",101,1,[]
24,"LondonGamma","London","[""lon.gamma.pathofexile.com""]",1,[],"LONG",102,1,[]
25,"AustraliaGamma","Australia","[""au.gamma.pathofexile.com""]",1,[],"AUG",103,1,[]
26,"Japan","Japan","[""tok01.login.pathofexile.com""]",1,[],"JPN",22,"","[""jp.speedtest.pathofexile.com""]"
27,"Korea","Seoul (KR)","[""seo01.login.pathofexile.com""]",1,[],"KR",23,"","[""kr.speedtest.pathofexile.com""]"
28,"Canada","Canada (East)","[""tor01.login.pathofexile.com""]",1,[],"TOR",24,"","[""tor.speedtest.pathofexile.com""]"
29,"SouthAfrica","South Africa","[""zaf01.login.pathofexile.com""]",1,[],"ZA",25,"","[""zaf-m.speedtest.pathofexile.com""]"
