0,"Currency","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedCurrency"
1,"Uniques","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedUniques"
2,"Gems","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedGems"
3,"Maps","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedMaps"
4,"Trinkets","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedTrinkets"
5,"Armour","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedArmour"
6,"Weapon","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedWeapons"
7,"Abyss","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedAbyss"
8,"Harbinger","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedHarbinger"
9,"Breach","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedBreach"
10,"Essences","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedEssence"
11,"Essences2","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedEssence"
12,"Fragments","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedFragments"
13,"Scarabs","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedScarabs"
14,"Fossils","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedFossils"
15,"DivinationCards","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedDivination"
16,"Generic","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedGeneric"
17,"Talismans","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedTalismans"
18,"Labyrinth","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedLabyrinth"
19,"Legion","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedLegion"
20,"Blight","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedBlight"
21,"HardModeOil",""
22,"HardModeNone",""
23,"HardModeGeneric","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedGeneric"
24,"HardModeArmour","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedArmour"
25,"HardModeWeapon","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedWeapons"
26,"HardModeTrinkets","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedTrinkets"
27,"HardModeCurrency","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedCurrency"
28,"HardModeGems","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedGems"
29,"HardModeMaps","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedMaps"
30,"HardModeBlight","Art/2DArt/UIImages/InGame/Blight/ChestRewards/ChestUnopenedBlight"
