0,"Act1",0,"[123,124]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct1","",""
1,"Act2",0,"[10,133]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct2","",""
2,"Act3",0,"[149,150]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct3","",""
3,"Act4",0,"[673,672]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct4","",""
4,"Act5",0,"[317,1040]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct5","",""
5,"Act6",1,"[1139,1138]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct6","",""
6,"Act7",1,"[1255,1254]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct7","",""
7,"Act8",1,"[1373,1374]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct8","",""
8,"Act9",1,"[1500,1501]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct9","",""
9,"Act10",1,"[1539,1538]",0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct10","",""
10,"Epilogue",2,[1548],0,"Art/2DArt/UIImages/InGame/WorldPanelMapAct11","Art/2DArt/UIImages/InGame/WorldPanelMapEpilogue2",""
11,"Atlas",2,[59],0,"Art/2DArt/UIImages/InGame/WorldPanelMaven","",1
