0,247,40,1,"",15516,0
1,249,0,"","","",0
2,250,100,1,"","",0
3,251,100,1,"","",0
4,252,80,1,"","",0
5,253,20,1,"","",0
6,254,16,1,1,15517,0
7,255,10,1,1,15517,0
8,256,4,1,1,15517,0
9,257,2,1,1,15517,0
10,258,0,"","","",0
11,259,0,1,1,"",0
12,260,0,1,"","",0
13,261,40,1,"",17033,0
14,262,0,"","","",0
15,263,80,1,"","",0
16,264,60,1,"","",0
17,265,0,"","","",0
18,266,40,1,"","",0
19,267,0,"","","",0
20,268,600,1,"","",0
21,269,0,"","","",0
22,270,20,1,1,15518,0
23,272,0,"","","",0
24,486,0,"","","",0
25,248,0,1,"","",0
26,1588,0,1,1,"",0
27,1589,0,1,1,"",0
28,1590,0,1,1,"",0
29,271,0,1,1,"",0
30,2310,0,"",1,"",0
31,274,0,1,"",15516,10
32,275,0,1,"","",100
33,276,0,1,"","",100
34,277,0,1,"","",10
35,278,0,1,"","",5
36,279,0,1,1,15517,4
37,280,0,1,1,15517,3
38,281,0,1,1,15517,2
39,282,0,1,1,15517,1
40,283,0,1,"",17033,10
41,284,0,1,"","",10
42,285,0,1,"","",60
43,286,0,1,"","",40
44,287,0,1,"","",500
