0,"InnerTreasure",[],[],[]
1,"DropVaalItem",[],[],[]
2,"AlwaysIgnite",[],"[4989,611]","[1,100]"
3,"RandomCurseOnMeleeHit",[],[1227],[100]
4,"Maimed","[-30,1]",[],[]
5,"AlwaysShock",[],"[4988,659]","[1,100]"
6,"TormentedExperimenterPossess",[],[],[]
7,"TormentedBlasphemerPossess",[],[],[]
8,"TormentedNecromancerPossess",[],[],[]
9,"TormentedArsonistPossess",[],[],[]
10,"TormentedThiefPossess",[],[],[]
11,"TormentedMutilatorPossess",[],[],[]
12,"TormentedCharlatanPossess",[],[],[]
13,"TormentedCannibalPossess",[],[],[]
14,"TormentedPoisonerPossess",[],[],[]
15,"TormentedCorrupterPossess",[],[],[]
16,"TormentedThugPossess",[],[],[]
17,"TormentedRoguePossess",[],[],[]
18,"TormentedFishermanPossess",[],[],[]
19,"TormentedLibrarianPossess",[],[],[]
20,"TormentedCutthroatPossess",[],[],[]
21,"TormentedSpyPossess",[],[],[]
22,"TormentedMartyrPossess",[],[],[]
23,"TormentedEmbezzlerPossess",[],[],[]
24,"TormentedCounterfeiterPossess",[],[],[]
25,"TormentedWarlordPossess",[],[],[]
26,"TormentedFreezerPossess",[],[],[]
27,"TormentedSmugglerPossess",[],[],[]
