0,"HasIceTotemsX4",[1032],4,[],"","",1
1,"HasIceMinionsX10","[4172,4173]",10,[],"","",1
2,"HasBloodRavensX3",[3061],3,[],"","",1
3,"HasFireSkelliesX10",[2284],10,[],"","",1
4,"HasNoUnmovedWickermanStatues",[5152],0,[],1,"",1
5,"HasNoUnmovedStatues",[5151],0,[],1,"",1
6,"HasVoidPitsX12",[],12,[398],"","",1
7,"HasPylonsX12",[],12,[556],"","",1
8,"HasLessThan7VoidPits",[],7,[398],"",1,1
9,"HasLessThan7Pylons",[],7,[556],"",1,1
10,"HasHeraldOfAshOverHalfHealth",[2438],1,[],"","",50
11,"HasSanctumBossBraomOverHalfHealth",[9134],1,[],"","",50
12,"HasSanctumBossUzarOverHalfHealth",[9135],1,[],"","",50
