0,"Mana",11708,"{0} Mana",1
1,"Life",13965,"{0} Life",1
2,"ES",14823,"{0} Energy Shield",1
3,"Rage",14002,"{0} Rage",1
4,"ManaPercent",13964,"{0}% Mana",1
5,"LifePercent",13966,"{0}% Life",1
6,"UnreservedManaPercent",14233,"[DNT] {0}% Unreserved Mana ",1
7,"ManaPerMinute",14654,"{0} Mana per second",60
8,"LifePerMinute",14655,"{0} Life per second",60
9,"ManaPercentPerMinute",14658,"{0}% Mana per second",60
10,"LifePercentPerMinute",14659,"{0}% Life per second",60
11,"ESPerMinute",14736,"{0) Energy Shield per second",60
12,"ESPercentPerMinute",14737,"{0}% Energy Shield per second",60
