0,"Bandit","bandit_legs_0Shape1,bandit_legs_0Shape2,bandit_legs_0Shape3,bandit_legs_0Shape5 ! bandit_head_0Shape5,bandit_head_0Shape3,bandit_head_0Shape2,bandit_head_0Shape1 ! bandit_Rhand_0Shape2,bandit_Rhand_0Shape3,bandit_Rhand_0Shape5,bandit_Rhand_0Shape1 ! bandit_Lhand_0Shape1,bandit_Lhand_0Shape5,bandit_Lhand_0Shape3,bandit_Lhand_0Shape2 ! bandit_upperbody_0Shape2,bandit_upperbody_0Shape3,bandit_upperbody_0Shape1,bandit_upperbody_0Shape5"
1,"BanditChampion","bandit_legs_0Shape1 ! bandit_head_0Shape5,bandit_head_0Shape3,bandit_head_0Shape2,bandit_head_0Shape1 ! bandit_Rhand_0Shape2,bandit_Rhand_0Shape3,bandit_Rhand_0Shape5,bandit_Rhand_0Shape1 ! bandit_Lhand_0Shape1,bandit_Lhand_0Shape5,bandit_Lhand_0Shape3,bandit_Lhand_0Shape2 ! bandit_upperbody_0Shape3"
2,"BanditBoss","bandit_legs_0Shape1 ! bandit_head_0Shape2 ! bandit_Rhand_0Shape3 ! bandit_Lhand_0Shape1 ! bandit_upperbody_0Shape3"
3,"BanditBowBoss","bandit_legs_0Shape5 ! bandit_head_0Shape2 ! bandit_Rhand_0Shape2 ! bandit_Lhand_0Shape1 ! bandit_upperbody_0Shape3"
4,"BanditMission","bandit_legs_0Shape1,bandit_legs_0Shape2,bandit_legs_0Shape3,bandit_legs_0Shape5 ! bandit_head_0Shape5,bandit_head_0Shape3,bandit_head_0Shape2,bandit_head_0Shape1 ! bandit_Rhand_0Shape2,bandit_Rhand_0Shape3,bandit_Rhand_0Shape5,bandit_Rhand_0Shape1 ! bandit_Lhand_0Shape1,bandit_Lhand_0Shape5,bandit_Lhand_0Shape3,bandit_Lhand_0Shape2 ! bandit_upperbody_0Shape2,bandit_upperbody_0Shape3,bandit_upperbody_0Shape1,bandit_upperbody_0Shape5"
5,"HalfSkeletonRange","PokerHeadShape ! HalfSkeletonShape"
6,"HalfSkeleton","ChoppingHeadShape ! HalfSkeletonShape"
7,"Pirate","pirate_Lhand_0Shape1, pirate_Lhand_0Shape2, pirate_Lhand_0Shape3 ! pirate_Rhand_0Shape1, pirate_Rhand_0Shape2, pirate_Rhand_0Shape3 ! pirate_head_01Shape, pirate_head_02Shape, pirate_head_03Shape ! pirate_legs_01Shape, pirate_legs_02Shape, pirate_legs_03Shape ! pirate_upperbody_01Shape, pirate_upperbody_02Shape, pirate_upperbody_03Shape"
8,"PirateMission","pirate_Lhand_0Shape1, pirate_Lhand_0Shape2, pirate_Lhand_0Shape3 ! pirate_Rhand_0Shape1, pirate_Rhand_0Shape2, pirate_Rhand_0Shape3 ! pirate_head_01Shape, pirate_head_02Shape, pirate_head_03Shape ! pirate_legs_01Shape, pirate_legs_02Shape, pirate_legs_03Shape ! pirate_upperbody_01Shape, pirate_upperbody_02Shape, pirate_upperbody_03Shape"
9,"GreenGhost","pirate_Lhand_0Shape1, pirate_Lhand_0Shape2, pirate_Lhand_0Shape3 ! pirate_Rhand_0Shape1, pirate_Rhand_0Shape2, pirate_Rhand_0Shape3 ! pirate_head_01Shape, pirate_head_03Shape ! pirate_legs_01Shape, pirate_legs_02Shape, pirate_legs_03Shape ! pirate_upperbody_01Shape, pirate_upperbody_02Shape, pirate_upperbody_03Shape"
