0,"SkeletonMeleeFireTormentNecromancer",2285,""
1,"TormentMutilatorAnimatedWeapons","",""
2,"WbChaos2Skeleton",4366,""
3,"EssenceFleshmonsterSummonedOnDeath",4928,1
4,"EssenceBloodworm",4232,""
5,"Essence Elemental Swarm 1st stage",389,1
6,"Essence Elemental Swarm 2nd stage",390,1
7,"Essence Elemental Swarm 3rd stage",391,1
8,"Essence Rock Golem",4486,1
9,"Essence Explosive Insect",1536,1
10,"Volatile Flameblood",4955,1
11,"Obsidian Golem",4167,1
12,"TormentedBetrayerBeacon",7331,""
13,"BlightDaemonFire",7645,""
14,"BlightDaemonCold",7647,""
15,"BlightDaemonLightning",7649,""
16,"BlightDaemonPhysical",7651,""
17,"BlightDaemonChaos",7653,""
