0,1,40,"Weapon Skin"
1,2,42,"Weapon Effect"
2,3,44,"Weapon Added Effect"
3,4,40,"Weapon Skin"
4,5,42,"Weapon Effect"
5,6,44,"Weapon Added Effect"
6,7,46,"Helmet Skin"
7,8,47,"Helmet Attachment"
8,9,48,"Armour Skin"
9,10,5,"Armour Attachment"
10,11,50,"Gloves Skin"
11,12,51,"Boots Skin"
12,13,52,"Footprints"
13,14,54,"Apparition"
14,15,55,"Character Effect"
15,16,58,"Portrait"
16,17,57,"Social Frame"
17,18,56,"Pet"
18,19,56,"Pet"
19,20,59,"Portal"
20,21,47,"Helmet Attachment"
21,22,35,"HUD"
22,23,34,"Cursor"
23,24,38,"Belt Skin"
24,25,39,"Amulet Skin"
25,26,37,"Flask Skin"
26,27,37,"Flask Skin"
27,28,37,"Flask Skin"
28,29,37,"Flask Skin"
29,30,37,"Flask Skin"
30,31,60,"Ring Skin"
31,32,60,"Ring Skin"
32,33,61,"Hip Attachment"
33,34,62,"Alternate Charge Skin"
34,35,36,"Passive Jewel Skin"
35,36,8,"Skill Gem Effect"
