0,0,"Weapon Skin"
1,1,"Shield Skin"
2,2,"Weapon Effect"
3,3,"Weapon Added Effect"
4,4,"Armour Skin"
5,5,"Armour Attachment"
6,6,"Helmet Skin"
7,7,"Helmet Attachment"
8,8,"Gloves Skin"
9,9,"Boots Skin"
10,10,"Footprints"
11,11,"Portal"
12,12,"Social Frame"
13,13,"Portrait"
14,14,"Pet"
15,15,"Apparition"
16,16,"Character Effect"
17,17,"Skill Gem Effect"
18,18,"Dance"
19,19,"Consumable"
20,20,"Hideout Item"
21,21,"Miscellaneous"
22,22,"Helmet Skin / Attachment"
23,23,"Cursor"
24,24,"Amulet Skin"
25,25,"Belt Skin"
26,26,"Flask Skin"
27,27,"Passive Jewel Skin"
28,28,"Ring Skin"
29,29,"Hip Attachment"
30,30,"Alternate Charge Skin"
