0,"Juggernaut",1,[0],"215,165,1063,436","175,90,50","Juggernaut","     What divides the conqueror 
 from the conquered? Perseverance.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_01_Marauder_01_Juggernaught.ogg","Art/2DArt/BaseClassIllustrations/JuggernaughtAscendency.dds",-1550,"Art/2DArt/UIImages/InGame/Classes/Str/Juggernaut/PassiveSkillScreenBackground"
1,"Berserker",2,[0],"760,345,976,429","175,90,50","Berserker","The savage path is 
always swift and sure.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_01_Marauder_02_Berserker.ogg","Art/2DArt/BaseClassIllustrations/BeserkerAscendency.dds",-1550,"Art/2DArt/UIImages/InGame/Classes/Str/Berserker/PassiveSkillScreenBackground"
2,"Chieftain",3,[0],"185,245,1076,449","175,90,50","Chieftain","   The Ancestors speak 
through your clenched fists.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_01_Marauder_03_Chieftain.ogg","Art/2DArt/BaseClassIllustrations/ChieftainAscendency.dds",-1350,"Art/2DArt/UIImages/InGame/Classes/Str/Chieftain/PassiveSkillScreenBackground"
3,"Raider",1,[3],"365,965,900,1250","124,179,118","Raider","No hunt is complete without
the gutting and the skinning.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_03_Ranger_01_Raider.ogg","Art/2DArt/BaseClassIllustrations/RaiderAscendency.dds",-2155,"Art/2DArt/UIImages/InGame/Classes/Dex/Raider/PassiveSkillScreenBackground"
4,"Deadeye",2,[3],"335,1045,870,1330","124,179,118","Deadeye","A woman can change the world 
with a single well-placed arrow.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_03_Ranger_02_Deadeye.ogg","Art/2DArt/BaseClassIllustrations/DeadeyeAscendency.dds",-1955,"Art/2DArt/UIImages/InGame/Classes/Dex/Deadeye/PassiveSkillScreenBackground"
5,"Pathfinder",3,[3],"265,975,900,1250","124,179,118","Pathfinder","There are venoms and virtues aplenty in 
 the wilds, if you know where to look.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_03_Ranger_03_Pathfinder.ogg","Art/2DArt/BaseClassIllustrations/PathfinderAscendency.dds",-1855,"Art/2DArt/UIImages/InGame/Classes/Dex/Pathfinder/PassiveSkillScreenBackground"
6,"Occultist",1,[1],"665,385,906,389","154,195,201","Occultist"," Throw off the chains
of fear and embrace that
 which was forbidden.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_05_Witch_01_Occultist.ogg","Art/2DArt/BaseClassIllustrations/OccultistAscendency.dds",-701,"Art/2DArt/UIImages/InGame/Classes/Int/Occultist/PassiveSkillScreenBackground"
7,"Elementalist",2,[1],"125,475,510,768","154,195,201","Elementalist","Feed a storm with savage intent 
and not even the strongest walls
will hold it back.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_05_Witch_02_Elementalist.ogg","Art/2DArt/BaseClassIllustrations/ElementalistAscendency.dds",-669,"Art/2DArt/UIImages/InGame/Classes/Int/Elementalist/PassiveSkillScreenBackground"
8,"Necromancer",3,[1],"720,303,1000,1000","154,195,201","Necromancer","Embrace the serene
power that is undeath.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_05_Witch_03_Necromancer.ogg","Art/2DArt/BaseClassIllustrations/NecromancerAscendency.dds",-469,"Art/2DArt/UIImages/InGame/Classes/Int/Necromancer/PassiveSkillScreenBackground"
9,"Slayer",1,[4],"470,310,976,429","150,175,200","Slayer"," No judge. No jury.
Just the executioner.","Audio/Dialogue/NPC/Izaro/Iz_18_AscClass_02_Duelist_01_Slayer.ogg","Art/2DArt/BaseClassIllustrations/SlayerAscendency.dds",-1432,"Art/2DArt/UIImages/InGame/Classes/StrDex/Slayer/PassiveSkillScreenBackground"
