0,"BreachChest",166,90,255,"rgb(166,90,255)"
1,"DelveAzuriteChest",175,238,238,"rgb(175,238,238)"
2,"DelveSupplyChest",218,165,32,"rgb(218,165,32)"
3,"LegionChest",218,165,32,"rgb(218,165,32)"
4,"BlightChest",102,255,255,"rgb(102,255,255)"
5,"HeistChest",207,177,95,"rgb(207,177,95)"
6,"ExpeditionChestText",116,177,255,"rgb(116,177,255)"
7,"ExpeditionChestOutline",14,46,85,"rgb(14,46,85)"
8,"SanctumChest",218,165,32,"rgb(218,165,32)"
9,"ItemRelic_Green1",115,255,115,"rgb(115,255,115)"
10,"ItemRelic_Green2",26,255,13,"rgb(26,255,13)"
11,"ItemRelic_GreenGlow",0,153,13,"rgb(0,153,13)"
12,"ItemRelic_Blue1",0,153,255,"rgb(0,153,255)"
13,"ItemRelic_Blue2",5,51,255,"rgb(5,51,255)"
14,"ItemRelic_BlueGlow",0,255,255,"rgb(0,255,255)"
15,"ItemRelic_Purple1",255,26,26,"rgb(255,26,26)"
16,"ItemRelic_Purple2",255,51,255,"rgb(255,51,255)"
17,"ItemRelic_PurpleGlow",153,26,153,"rgb(153,26,153)"
18,"ItemRelic_Yellow1",255,204,13,"rgb(255,204,13)"
19,"ItemRelic_Yellow2",204,230,26,"rgb(204,230,26)"
20,"ItemRelic_YellowGlow",179,77,5,"rgb(179,77,5)"
21,"ItemRelic_PurpleTeal1",128,51,230,"rgb(128,51,230)"
22,"ItemRelic_PurpleTeal2",77,255,255,"rgb(77,255,255)"
23,"ItemRelic_PurpleTealGlow",77,255,255,"rgb(77,255,255)"
24,"ItemRelic_White1",255,255,179,"rgb(255,255,179)"
25,"ItemRelic_White2",204,255,153,"rgb(204,255,153)"
26,"ItemRelic_WhiteGlow",255,255,255,"rgb(255,255,255)"
27,"ItemRelic_Red1",128,13,0,"rgb(128,13,0)"
28,"ItemRelic_Red2",255,26,0,"rgb(255,26,0)"
29,"ItemRelic_RedGlow",255,102,13,"rgb(255,102,13)"
30,"ItemRelic_Teal1",51,128,255,"rgb(51,128,255)"
31,"ItemRelic_Teal2",0,255,255,"rgb(0,255,255)"
32,"ItemRelic_TealGlow",0,255,255,"rgb(0,255,255)"
33,"DefaultTabColour",124,84,54,"rgb(124,84,54)"
34,"RedGems",180,0,0,"rgb(180,0,0)"
35,"GreenGems",0,180,0,"rgb(0,180,0)"
36,"BlueGems",0,0,180,"rgb(0,0,180)"
37,"WhiteGems",220,220,220,"rgb(220,220,220)"
