0,"GameName","Path of Exile","","",1004783882,""
1,"Error","Error","","",-614717203,""
2,"FatalError","Fatal Error","","",-224906351,""
3,"Exception","Exception","","",-71182347,""
4,"PassiveInfoTotal","{0} total Passive Skill Points ({1} allocated)","","",-1164097975,""
5,"PassiveInfoLevel","{0} Passive Skill Points from character level","","",1723688930,""
6,"PassiveInfoQuest","({1} from {0})","","",-2074398827,""
7,"PassiveInfoQuestTotal","{0} Passive Skill Points from quests:","","",-1990231862,""
8,"PassiveInfoAscendancy","{0} total Ascendancy Skill Points ({1} allocated)","","",-451679174,""
9,"PassiveInfoAscendancySkills","{0} Passive Skill Points from Ascendancy Passive Skills","","",-1880288459,""
10,"AtlasPassiveInfoTotal","{0} total Atlas Passive Skill points ({1} allocated)","","",-1465115970,""
11,"AtlasPassiveInfoBonus","{0}/{1} points from Atlas Bonus Objectives","","",1208954878,""
12,"AtlasPassiveInfoQuest","({1}/{2} from {0})","","",2042252757,""
13,"AtlasPassiveInfoQuestTotal","{0}/{1} points from quests:","","",-568626981,""
14,"BugReportInstructions","Submitting bug report. Please wait for your bug report number to appear in chat, then take a screenshot ({0}) and post in our bug report forum.","","Please post your bug report number and a short description of the bug you're encountering in the \""Console Bug Reports\"" section of the Path of Exile forums at pathofexile.com.",178533524,"Please post your bug report number and a short description of the bug you're encountering in the \""Console Bug Reports\"" section of the Path of Exile forums at pathofexile.com."
15,"NoLocalPlayer","Player not found in this area.","","",2038616933,""
16,"PvPTeam1","Red","","",1296032131,""
17,"PvPTeam2","Blue","","",460309644,""
18,"PvPTeam3","Green","","",-979122138,""
19,"PvPGainPoint","{0} Team gains a point","","",-1708303633,""
20,"PvPWinMatch","{0} Team has won the match","","",545507044,""
21,"PvPRoundDraw","Draw","","",-2102602787,""
22,"PvPMatchDraw","Match ended in a draw","","",-888590208,""
23,"PvPMatchPointChange","Point Change: <valuedefault>{{{0}}}","","",255069204,""
24,"PvPMatchRatingChange","Rating Change: <valuedefault>{{{0}}}","","",-1508538350,""
25,"PvPMatchLeoReputationGained","Leo Reputation Gained: <valuedefault>{{{0}}}","","",150416678,""
26,"PvPTimeLeft","Time Left: <valuedefault>{{{0}}}","","",1753808341,""
27,"PvPRoundXOfY","Round <valuedefault>{{{0}}} of <valuedefault>{{{1}}}","","",676189538,""
28,"PvPFlagTaken","{0} Team's flag has been taken","","",-260297289,""
29,"PvPFlagCaptured","{0} Team captured a flag","","",-1428555414,""
30,"PvPFlagReturned","{0} Team's flag has been returned","","",-1369156424,""
31,"PositiveNumber","+{0}","","",1108423905,""
32,"NegativeNumber","{0}","","",-945341044,""
33,"Percentage","{0}%","","",1677860568,""
34,"NumberRange","{0}-{1}","","",309782114,""
35,"TimeS","{0}","","",2051226451,""
36,"TimeMS","{0} and {1}","","",1065249420,""
37,"TimeHMS","{0}, {1}, and {2}","","",-311416786,""
38,"TimeDHMS","{0}, {1}, {2}, and {3}","","",-136264335,""
39,"TimeSeconds1","1 second","","",-1487273061,""
40,"TimeSecondsN","{0} seconds","","",-1404289852,""
41,"TimeMinutes1","1 minute","","",665305349,""
42,"TimeMinutesN","{0} minutes","","",1365658360,""
43,"TimeHours1","1 hour","","",-1575515812,""
44,"TimeHoursN","{0} hours","","",1661968187,""
45,"TimeDays1","1 day","","",-880658942,""
46,"TimeDaysN","{0} days","","",1637934387,""
47,"Stairs","Stairs","","",2138038182,""
48,"MerveilArenaName","Merveil's Lair","","",-897687675,""
49,"BrutusArenaName","The Warden's Chambers","","",732914757,""
50,"BrutusAreaName","The Warden's Quarters","","",379298330,""
51,"OversoulArenaName","Pyramid Apex","","",911990357,""
52,"WeaverArenaName","The Weaver's Nest","","",1998328170,""
53,"MapWeaverArenaName","The Loom Chamber","","",-1563392760,""
54,"MapTropicalIslandCave","Cave","","",-161923539,""
55,"MapDungeonTransition","Opening","","",214387983,""
56,"ChatSuppressionToggled","Chat suppression {0}","","",750697920,""
57,"ON","ON","","",40041830,""
58,"OFF","OFF","","",792911763,""
59,"OK","OK","","",313245910,""
60,"ActionFlask","Use flask in slot {0}","","",82985129,""
61,"ActionSkill","Use bound skill {0}","","",1743454225,""
62,"ActionAttackInPlace","Attack in place","","",1049578971,""
63,"ActionWeaponSwap","Weapon swap","","",1185678377,""
64,"ActionDetonateMines","Detonate mines","","",786396043,""
65,"ActionHighlightStuff","Highlight items and objects","","",-380134512,""
66,"ActionToggleHighlighting","Toggle highlighting","","",185284004,""
67,"ActionEnableCorpseTargeting","Enable corpse targeting","","",1002389647,""
68,"ActionChat","Chat","","",1045948793,""
69,"ActionChatCommand","Chat Command","","",-218629258,""
70,"ActionToggleOverlayMap","Overlay Map","","",-1227458212,""
71,"ActionOpenOptionsPanel","Options","","",-226052754,""
72,"ActionOpenCharacterPanel","Character Screen","Character","",-1538984551,""
73,"ActionOpenSocialPanel","Social Screen","","Social",-1942747798,"Social"
74,"ActionOpenLadderPanel","Ladder Screen","","",1065117290,""
75,"ActionOpenInventoryPanel","Inventory","Inventory","",-565479005,""
76,"ActionOpenChallengePanel","Challenges/Achievements","","Challenges",1921730608,"Challenges"
77,"ActionOpenEventsPanel","Events and PvP","","",-1025909876,""
78,"ActionOpenWorldPanel","World Screen","World","",-292845281,""
79,"ActionOpenPassivePanel","Passive Skill Tree","Passives","",-262853965,""
80,"ActionOpenMtxStash","Microtransaction Stash","","",-262534164,""
81,"ActionOpenMarketPanel","Market Panel","<rgb(113,178,95)>{Microtransactions}","",2025880164,""
82,"ActionOpenGuidebookPanel","Help Panel","","",-330930883,""
83,"ActionCloseAllPanels","Close All User Interface","","",-1562512699,""
84,"ActionScreenshot","Take a screenshot","","",1873565171,""
85,"ActionZoomIn","Zoom the camera in","","",1157312821,""
86,"ActionZoomOut","Zoom the camera out","","",417912511,""
87,"ActionTogglePerfGraphs","Toggle Performance Metrics","","",-1868237707,""
88,"ActionEnableKeyPickup","Item pickup key","","",-2011654586,""
89,"UIOpenPanelDescription","{0} ({1})","","",-28193625,""
90,"UIOpenPanelDescriptionNoKey","{0}","","",-897482719,""
91,"UIOpenChatDescription","{0} ({1}, SHIFT + {1} for Global chat, CTRL + {1} for Whisper chat)","","",-425809667,""
92,"EternalLaboratoryName","Eternal Laboratory","","",1171213618,""
93,"WeaponSwapFailed","Set up a second weapon set in your inventory to use weapon swap.","","",-445402287,""
94,"CorpseSuffix"," (Corpse)","","",1568335048,""
95,"PlayerHighlight","{0} (Level {1})","","",281414939,""
96,"ResistsElemental","Resists Elemental Damage","","",-1939466181,""
97,"ResistsFire","Resists Fire","","",-866136674,""
98,"ResistsCold","Resists Cold","","",-429492708,""
99,"ResistsLightning","Resists Lightning","","",2005866005,""
100,"ResistsChaos","Resists Chaos","","",1964490952,""
101,"VulnerableToElemental","Vulnerable to Elemental Damage","","",1048636618,""
102,"VulnerableToFire","Vulnerable to Fire","","",379623504,""
103,"VulnerableToCold","Vulnerable to Cold","","",223244546,""
104,"VulnerableToLightning","Vulnerable to Lightning","","",770197332,""
105,"VulnerableToChaos","Vulnerable to Chaos","","",137186857,""
106,"PvPFlagDropped","{0} Team's flag has been dropped.","","",-788015896,""
107,"Portal","Portal","","",1204384410,""
108,"Enter","Enter","","",-1114281209,""
109,"AtziriArenaName","The Queen's Chamber","","",-1585905771,""
110,"Arena","Arena","","",-1652366085,""
111,"Cancel","Cancel","","",-230580763,""
112,"Yes","Yes","","",1353070260,""
113,"No","No","","",-2116693772,""
114,"Back","Back","","",-107851679,""
115,"ClickToLevelGemText","Click to level up this {0} gem\r\nRight click to dismiss this without levelling the gem","","",1076314027,""
116,"ClickToLevelGemLabel","Click to level up","","",-2004272198,""
117,"CannotLevelGemText","You cannot level up this {0} gem because you don't meet the requirements\r\nRight click to dismiss this","","",611863938,""
118,"CannotLevelGemLabel","Gem cannot level up","","",-1360835836,""
119,"OrbLifeValue","Life","","",-1812416071,""
120,"OrbShieldValue","Shield","","",562278259,""
121,"OrbManaValue","Mana","","",-135077575,""
122,"OrbReservedLifeValue","Reserved","","",820937648,""
123,"OrbReservedManaValue","Reserved","","",2060596384,""
124,"HUDPassivePoint","{0} Passive Skill Point available","","",931351525,""
125,"HUDPassivePoints","{0} Passive Skill Points available","","",712908930,""
