0,"Empty","","","",0
1,"Root","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallRootNode","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallRootNode","",10
2,"DroneSlot1","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotEmpty","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotFilled",0,40
3,"DroneSlot2","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotEmpty","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotFilled",1,40
4,"DroneSlot3","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotEmpty","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSlotFilled",2,40
5,"Basic1","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent1Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent1Active","",10
6,"Basic2","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent2Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent2Active","",10
7,"Basic3","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent3Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent3Active","",10
8,"Basic4","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent4Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneSmallComponent4Active","",10
9,"Notable1","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent1Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent1Active","",20
10,"Notable2","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent2Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent2Active","",20
11,"Notable3","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent3Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent3Active","",20
12,"Notable4","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent4Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneNotableComponent4Active","",20
13,"Keystone1","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent4Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent4Active","",25
14,"Keystone2","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent2Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent2Active","",25
15,"Keystone3","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent3Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent3Active","",25
16,"Keystone4","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent1Default","Art/2DArt/UIImages/InGame/Sentinel/DronePassiveTree/DroneKeystoneComponent1Active","",25
