0,"None",0,0,0,0,0,0,0,0,0,0,0,0
1,"Fire1",0,0,0,0,20,0,0,0,40,0,0,0
2,"Cold1",0,0,0,0,0,20,0,0,0,40,0,0
3,"Lightning1",0,0,0,0,0,0,20,0,0,0,40,0
4,"Chaos1",0,0,0,0,0,0,0,20,0,0,0,40
5,"FireChaos1",0,0,0,0,15,0,0,15,30,0,0,30
6,"ColdLightning1",0,0,0,0,0,15,15,0,0,30,30,0
7,"ColdChaos1",0,0,0,0,0,15,0,15,0,30,0,30
8,"Elemental1",0,0,0,0,10,10,10,0,20,20,20,0
9,"Fire1b",10,0,0,0,20,0,0,0,40,0,0,0
10,"Cold1b",0,10,0,0,0,20,0,0,0,40,0,0
11,"Lightning1b",0,0,10,0,0,0,20,0,0,0,40,0
12,"LightningChaos1b",0,0,7,7,0,0,15,15,0,0,30,30
13,"Chaos1b",0,0,0,10,0,0,0,20,0,0,0,40
14,"FireChaos1b",7,0,0,7,15,0,0,15,30,0,0,30
15,"ColdLightning1b",0,7,7,0,0,15,15,0,0,30,30,0
16,"ColdChaos1b",0,7,0,7,0,15,0,15,0,30,0,30
17,"Elemental1b",5,5,5,0,10,10,10,0,20,20,20,0
18,"Fire2",20,0,0,0,45,0,0,0,75,0,0,0
19,"Cold2",0,20,0,0,0,45,0,0,0,75,0,0
20,"Lightning2",0,0,20,0,0,0,45,0,0,0,75,0
21,"Chaos2",0,0,0,20,0,0,0,45,0,0,0,75
22,"FireCold2",15,15,0,0,34,34,0,0,52,52,0,0
23,"Elemental2",10,10,10,0,23,23,23,0,37,37,37,0
24,"ColdChaos2",0,15,0,15,0,34,0,34,0,52,0,52
25,"FireBoss",25,0,0,0,55,0,0,0,85,0,0,0
26,"ColdBoss",0,25,0,0,0,55,0,0,0,85,0,0
27,"LightningBoss",0,0,25,0,0,0,55,0,0,0,85,0
28,"ChaosBoss",0,0,0,25,0,0,0,55,0,0,0,85
29,"FireColdBoss",19,19,0,0,41,41,0,0,64,64,0,0
30,"FireChaosBoss",19,0,0,19,41,0,0,41,64,0,0,64
31,"ColdLightningBoss",0,19,19,0,0,41,41,0,0,64,64,0
32,"ColdChaosBoss",0,19,0,19,0,41,0,41,0,64,0,64
33,"ElementalBoss",12,12,12,0,27,27,27,0,42,42,42,0
34,"MapBoss",15,15,15,7,30,30,30,20,40,40,40,25
35,"MapBossSuper",15,15,15,7,30,30,30,20,50,50,50,30
36,"SubBoss",10,10,10,5,20,20,20,12,30,30,30,20
37,"SideAreaBoss",10,10,10,5,20,20,20,12,30,30,30,20
38,"ActBoss",15,15,15,7,30,30,30,20,40,40,40,25
39,"Totem",40,40,40,20,40,40,40,20,40,40,40,20
40,"MinionZombie",40,40,40,20,40,40,40,20,40,40,40,20
41,"MinionGeneric",40,40,40,20,40,40,40,20,40,40,40,20
42,"MinionFlameGolem",70,40,40,20,70,40,40,20,70,40,40,20
43,"MinionIceGolem",40,70,40,20,40,70,40,20,40,70,40,20
44,"MinionLightningGolem",40,40,70,20,40,40,70,20,40,40,70,20
45,"MinonStoneGolem",40,40,40,20,40,40,40,20,40,40,40,20
46,"MinionChaosGolem",40,40,40,60,40,40,40,60,40,40,40,60
47,"ElementalChaos",0,0,0,0,20,20,20,12,35,35,35,20
48,"BestiaryLegendary",0,0,0,0,25,25,25,15,40,40,40,25
