0,"Summoned",2000
1,"Dismissed",2000
2,"PlayerDied",0
3,"EnterHideout",0
4,"Idle",180000
5,"KillRareMonster",180000
6,"KillUniqueMonster",90000
7,"DropUniqueItem",1000
8,"DropMap",1000
9,"DropDivCard",1000
10,"DropChromatic",1000
11,"DropGlassblowers",1000
12,"DropJewellers",1000
13,"DropChance",1000
14,"DropFusing",1000
15,"DropScouring",1000
16,"DropAlchemy",1000
17,"DropChisel",1000
18,"DropRegret",1000
19,"DropChaos",1000
20,"DropRegal",1000
21,"DropGemcutters",1000
22,"DropBlessed",1000
23,"DropDivine",1000
24,"DropExalted",1000
25,"DropEternal",1000
26,"DropAnnulment",1000
27,"DropMirror",1000
28,"DropLegionMarakethEmblem",1000
29,"DropLegionTemplarEmblem",1000
30,"EnterTown",0
31,"LevelUp",1000
