0,"Metadata/Items/Currency/CurrencyRefreshBarter",9659,366,571,"",1,1
1,"Metadata/Items/Currency/CurrencyRefreshDealer",9660,569,571,"",1,1
2,"Metadata/Items/Currency/CurrencyRefreshGambler",9661,168,571,"",1,1
3,"Metadata/Items/Currency/CurrencyRefreshSaga",9662,767,571,"",1,1
4,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction1_1",9663,118,183,0,1,1
5,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction1_2",9664,118,270,4,1,1
6,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction1_3",9665,211,183,8,1,2
7,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction1_4",9666,123,365,12,2,2
8,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction2_1",9667,319,183,1,1,1
9,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction2_2",9668,319,270,5,1,1
10,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction2_3",9669,414,183,9,1,2
11,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction2_4",9670,324,365,13,2,2
12,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction3_1",9671,517,183,2,1,1
13,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction3_2",9672,517,270,6,1,1
14,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction3_3",9673,613,183,10,1,2
15,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction3_4",9674,523,365,14,2,2
16,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction4_1",9675,719,183,3,1,1
17,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction4_2",9676,719,270,7,1,1
18,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction4_3",9677,813,183,11,1,2
19,"Metadata/Items/Expedition/ExpeditionVendorCurrencyFaction4_4",9678,725,365,15,2,2
20,"Metadata/Items/Expedition/ExpeditionLogbook",9656,112,672,"",10,6
